"證券代號","證券名稱","暫停現股賣出後現款買進當沖註記","當日沖銷交易成交股數","當日沖銷交易買進成交金額","當日沖銷交易賣出成交金額",
"4137","麗豐-KY","","382,000","74,982,000","74,870,500",
"4141","龍燈-KY","","7,000","172,900","174,700",
"4144","康聯-KY","","157,000","6,610,700","6,607,700",
"4148","全宇生技-KY","","67,000","8,070,500","8,107,000",
"4164","承業醫","","90,000","3,320,450","3,338,100",
"4190","佐登-KY","","1,021,000","107,554,500","107,227,000",
"4306","炎洲","","652,000","11,222,300","11,258,350",
"4414","如興","","718,000","10,423,450","10,660,400",
"4426","利勤","","43,000","1,775,250","1,793,800",
"4438","廣越","","11,000","1,201,000","1,203,500",
"4526","東台","","2,000","39,000","39,100",
"4532","瑞智","Y","12,000","382,100","384,000",
"4536","拓凱","","0","0","0",
"4551","智伸科","Y","3,000","535,000","538,500",
"4552","力達-KY","","2,000","178,200","177,400",
"4555","氣立","","4,000","308,800","316,300",
"4557","永新-KY","","1,000","72,000","72,200",
"4560","強信-KY","","190,000","12,463,300","12,453,000",
"4562","穎漢","","10,000","401,200","401,700",
"4720","德淵","","0","0","0",
"4722","國精化","","2,000","67,100","67,250",
"4725","信昌化","","215,000","4,491,550","4,539,700",
"4737","華廣","","1,000","57,600","57,800",
"4739","康普","","1,280,000","153,241,500","153,170,000",
"4746","台耀","","145,000","8,524,600","8,547,500",
"4755","三福化","","2,000","97,850","98,000",
"4763","材料-KY","","2,000","253,000","256,000",
"4904","遠傳","","492,000","38,639,000","38,641,900",
"4906","正文","","314,000","7,476,150","7,531,150",
"4912","聯德控股-KY","","26,000","4,180,000","4,199,500",
"4915","致伸","","763,000","44,498,200","44,810,400",
"4916","事欣科","","52,000","1,808,750","1,804,350",
"4919","新唐","","267,000","14,855,300","14,861,900",
"4927","泰鼎-KY","","182,000","3,848,850","3,868,750",
"4930","燦星網","","60,000","713,900","707,550",
"4934","太極","","100,000","948,290","951,490",
"4935","茂林-KY","","0","0","0",
"4938","和碩","","515,000","35,613,800","35,674,200",
"4942","嘉彰","","0","0","0",
"4943","康控-KY","","466,000","120,843,000","121,108,500",
"4952","凌通","","8,000","339,700","339,750",
"4956","光鋐","","23,000","459,300","462,950",
"4958","臻鼎-KY","","342,000","21,877,200","22,094,100",
"4960","奇美材","","181,000","1,933,650","1,944,350",
"4968","立積","","44,000","2,952,800","2,949,700",
"4976","佳凌","","1,137,000","48,206,600","48,252,400",
"4977","眾達-KY","","64,000","4,786,500","4,802,700",
"4984","科納-KY","","0","0","0",
"4994","傳奇","","0","0","0",
"4999","鑫禾","","0","0","0",
"5007","三星","","6,000","342,800","343,200",
"5203","訊連","","0","0","0",
"5215","科嘉-KY","","0","0","0",
"5225","東科-KY","","0","0","0",
"5234","達興材料","","44,000","3,540,600","3,547,200",
"5243","乙盛-KY","","92,000","2,979,900","3,005,800",
"5258","虹堡","","1,000","18,700","18,950",
"5264","鎧勝-KY","","687,000","50,203,100","50,258,300",
"5269","祥碩","","56,000","19,064,000","19,079,500",
"5284","jpp-KY","","0","0","0",
"5285","界霖","","68,000","5,583,000","5,616,300",
"5288","豐祥-KY","","0","0","0",
"5305","敦南","","192,000","7,136,600","7,167,450",
"5388","中磊","","25,000","1,980,200","1,994,600",
"5434","崇越","","6,000","481,300","481,400",
"5469","瀚宇博","","254,000","4,386,800","4,405,700",
"5471","松翰","","6,000","196,700","197,050",
"5515","建國","Y","85,000","998,650","1,010,400",
"5519","隆大","","82,000","983,800","992,650",
"5521","工信","Y","124,000","1,617,550","1,652,800",
"5522","遠雄","","5,000","163,350","163,300",
"5525","順天","","1,000","18,000","18,100",
"5531","鄉林","","4,000","46,100","46,250",
"5533","皇鼎","","42,000","692,950","697,100",
"5534","長虹","","62,000","5,337,100","5,336,900",
"5538","東明-KY","","0","0","0",
"5607","遠雄港","","8,000","143,450","144,150",
"5608","四維航","","52,000","385,270","386,700",
"5706","鳳凰","","1,000","36,200","36,250",
"5871","中租-KY","","3,215,000","353,386,500","354,995,000",
"5880","合庫金","","11,000","189,250","189,750",
"5907","大洋-KY","","1,805,000","56,354,750","56,480,650",
"6005","群益證","","243,000","2,707,000","2,715,300",
"6024","群益期","","10,000","608,000","613,400",
"6108","競國","","651,000","15,653,100","15,666,600",
"6112","聚碩","","9,000","305,100","306,550",
"6115","鎰勝","","0","0","0",
"6116","彩晶","","2,527,000","20,594,730","20,650,390",
"6117","迎廣","","0","0","0",
"6120","達運","","2,077,000","48,063,900","48,167,700",
"6128","上福","","26,000","1,010,850","1,010,500",
"6131","悠克","","1,145,000","19,056,800","19,177,250",
"6133","金橋","Y","2,000","19,850","19,880",
"6136","富爾特","","0","0","0",
"6139","亞翔","","117,000","4,326,000","4,323,350",
"6141","柏承","","2,500,000","78,222,850","78,245,700",
"6142","友勁","","12,000","83,310","84,140",
"6152","百一","","6,000","46,060","46,310",
"6153","嘉聯益","","6,925,000","295,084,250","295,831,450",
"6155","鈞寶","","14,000","284,200","283,900",
"6164","華興","","10,000","101,600","102,500",
"6166","凌華","","1,000","60,400","61,000",
"6168","宏齊","","18,000","323,350","325,200",
"6176","瑞儀","","1,566,000","97,092,400","97,141,900",
"6177","達麗","","356,000","13,818,150","13,742,800",
"6183","關貿","","0","0","0",
"6184","大豐電","","0","0","0",
"6189","豐藝","","3,000","84,700","84,750",
"6191","精成科","","2,797,000","35,573,000","35,723,000",
"6192","巨路","","0","0","0",
"6196","帆宣","","70,000","4,102,200","4,096,900",
"6197","佳必琪","","2,000","57,100","57,000",
"6201","亞弘電","","0","0","0",
"6202","盛群","","531,000","37,283,200","37,764,400",
"6205","詮欣","","0","0","0",
"6206","飛捷","","28,000","2,197,200","2,213,600",
"6209","今國光","","600,000","16,771,300","16,837,650",
"6213","聯茂","","660,000","43,574,900","43,671,800",
"6214","精誠","","17,000","1,082,100","1,085,800",
"6215","和椿","","3,000","57,600","57,850",
"6216","居易","","0","0","0",
"6224","聚鼎","","245,000","15,322,300","15,254,900",
"6226","光鼎","","5,000","45,480","45,600",
"6230","超眾","","13,000","990,400","989,700",
"6235","華孚","","2,000","35,200","35,200",
"6239","力成","","193,000","16,547,500","16,568,000",
"6251","定穎","","114,000","1,037,300","1,031,440",
"6257","矽格","","529,000","18,356,550","18,402,850",
"6269","台郡","","2,409,000","187,637,500","188,274,200",
"6271","同欣電","","59,000","6,097,500","6,148,000",
"6277","宏正","","39,000","3,812,300","3,832,700",
"6278","台表科","","22,000","558,650","559,750",
"6281","全國電","","0","0","0",
"6282","康舒","","48,000","911,850","912,200",
"6283","淳安","Y","58,000","2,849,050","2,861,000",
"6285","啟��","","75,000","5,155,700","5,204,900",
"6405","悅城","","0","0","0",
"6409","旭隼","","7,000","3,623,000","3,642,000",
"6412","群電","","138,000","7,250,400","7,295,900",
"6414","樺漢","","51,000","24,591,000","24,619,500",
"6415","矽力-KY","","9,000","5,610,000","5,612,000",
"6422","君耀-KY","Y","367,000","26,562,300","26,531,000",
"6442","光聖","","1,000","33,600","34,000",
"6449","鈺邦","","1,154,000","70,066,300","69,900,100",
"6451","訊芯-KY","","391,000","56,738,000","57,082,000",
"6452","康友-KY","","141,000","54,680,500","54,815,500",
"6456","GIS-KY","","2,657,000","472,592,000","473,666,500",
"6464","台數科","","0","0","0",
"6477","安集","","3,974,000","103,997,500","104,115,600",
"6504","南六","","0","0","0",
"6505","台塑化","","120,000","14,419,000","14,518,500",
"6525","捷敏-KY","","51,000","4,226,000","4,245,000",
"6531","愛普","","40,000","3,223,700","3,234,400",
"6533","晶心科","","143,000","20,770,500","20,846,500",
"6552","易華電","","3,000","153,900","154,900",
"6579","研揚","","2,000","166,400","167,200",
"6582","申豐","Y","1,000","52,900","53,500",
"6605","帝寶","","0","0","0",
"8011","台通","","21,000","374,650","375,550",
"8016","矽創","","92,000","7,717,200","7,752,800",
"8021","尖點","","2,000","39,800","39,900",
"8039","台虹","","197,000","7,620,900","7,646,950",
"8046","南電","","154,000","4,162,100","4,171,300",
"8070","長華","","1,000","147,500","147,000",
"8072","陞泰","","0","0","0",
"8081","致新","","1,000","65,400","65,400",
"8103","瀚荃","","1,000","27,100","27,250",
"8105","凌巨","","123,000","1,848,100","1,865,150",
"8110","華東","","681,000","8,894,650","8,936,350",
"8112","至上","","158,000","5,014,550","5,034,200",
"8114","振樺電","","15,000","1,729,000","1,732,500",
"8131","福懋科","","10,000","328,750","329,550",
"8150","南茂","","451,000","9,273,800","9,305,200",
"8163","達方","","2,007,000","63,669,150","63,666,400",
"8201","無敵","","150,000","2,524,150","2,516,000",
"8210","勤誠","","15,000","698,100","698,600",
"8213","志超","","164,000","4,716,250","4,695,800",
"8215","明基材","","15,000","259,050","258,600",
"8222","寶一","","14,000","281,550","282,050",
"8249","菱光","","3,000","71,600","72,100",
"8261","富鼎","","37,000","976,250","974,800",
"8271","宇瞻","","8,000","306,600","306,750",
"8341","日友","","42,000","8,148,000","8,154,000",
"8374","羅昇","","19,000","525,100","525,700",
"8404","百和興業-KY","","245,000","12,793,500","12,902,800",
"8411","福貞-KY","","49,000","943,400","944,100",
"8422","可寧衛","","7,000","1,328,000","1,328,000",
"8427","基勝-KY","","0","0","0",
"8429","金麗-KY","","18,000","350,100","351,600",
"8442","威宏-KY","","11,000","632,400","634,900",
"8443","阿瘦","","1,000","14,800","14,700",
"8454","富邦媒","","1,000","246,500","246,500",
"8463","潤泰材","","1,357,000","33,154,900","33,136,700",
"8464","億豐","","18,000","4,784,500","4,815,000",
"8466","美&#x5586;-KY","","0","0","0",
"8467","波力-KY","","0","0","0",
"8473","山林水","","1,000","68,000","67,800",
"8480","泰昇-KY","Y","0","0","0",
"8481","政伸","Y","0","0","0",
"8488","吉源-KY","","8,000","216,650","218,600",
"8926","台汽電","","486,000","14,346,050","14,356,300",
"8940","新天地","","19,000","260,400","260,600",
"8996","高力","","4,000","171,150","171,850",
"9103","美德醫療-DR","","16,000","22,560","22,730",
"9105","泰金寶-DR","","57,000","152,860","153,750",
"9136","巨騰-DR","Y","34,000","225,010","226,150",
"9802","鈺齊-KY","","16,000","1,013,100","1,008,000",
"9902","台火","","4,000","39,290","39,290",
"9904","寶成","","441,000","16,299,750","16,356,750",
"9905","大華","","1,000","26,850","27,050",
"9906","欣巴巴","","0","0","0",
"9907","統一實","","150,000","1,902,350","1,897,700",
"9908","大台北","","0","0","0",
"9910","豐泰","","63,000","8,451,500","8,517,500",
"9911","櫻花","","29,000","1,109,000","1,112,600",
"9912","偉聯","","278,000","3,027,200","3,023,200",
"9914","美利達","","8,000","1,050,000","1,056,500",
"9917","中保","","0","0","0",
"9918","欣天然","","0","0","0",
"9919","康那香","","345,000","4,055,100","4,058,950",
"9921","巨大","","24,000","3,608,000","3,626,500",
"9924","福興","","1,000","35,700","35,600",
"9925","新保","","0","0","0",
"9926","新海","","0","0","0",
"9927","泰銘","","3,000","118,950","119,000",
"9930","中聯資源","","0","0","0",
"9931","欣高","","0","0","0",
"9933","中鼎","","149,000","7,493,300","7,497,050",
"9934","成霖","","1,013,000","22,474,150","22,467,200",
"9937","全國","","1,000","40,000","40,100",
"9938","百和","","1,309,000","102,519,800","103,227,300",
"9939","宏全","","24,000","1,219,100","1,232,600",
"9940","信義","","1,000","42,950","43,250",
"9941","裕融","","85,000","11,295,000","11,275,000",
"9942","茂順","","0","0","0",
"9943","好樂迪","","6,000","329,800","329,300",
"9944","新麗","","0","0","0",
"9945","潤泰新","","141,000","5,015,250","5,019,950",
"9946","三發地產","","10,000","145,550","145,000",
"9955","佳龍","","9,000","122,150","124,100",