"證券代號","證券名稱","暫停現股賣出後現款買進當沖註記","當日沖銷交易成交股數","當日沖銷交易買進成交金額","當日沖銷交易賣出成交金額",
="00716R","華頓S&P布蘭特反1","","100,000","1,749,600","1,749,600",
="00717","富邦美國特別股","","78,000","1,491,640","1,492,190",
="00730","富邦臺灣優質高息","","0","0","0",
="008201","BP上證50","","100","9,950","10,070",
"1101","台泥","","508,000","18,923,100","18,939,900",
"1102","亞泥","","637,000","18,602,200","18,672,100",
"1103","嘉泥","","109,000","1,283,650","1,289,250",
"1104","環泥","Y","14,000","312,950","312,450",
"1108","幸福","","8,000","60,850","60,960",
"1109","信大","","1,000","13,950","14,050",
"1110","東泥","","0","0","0",
"1201","味全","","31,000","752,200","751,100",
"1203","味王","","1,000","26,150","26,050",
"1210","大成","","38,000","1,322,650","1,329,900",
"1213","大飲","","2,000","30,300","30,400",
"1215","卜蜂","Y","25,000","1,606,400","1,603,300",
"1216","統一","","507,000","35,304,600","35,402,400",
"1217","愛之味","","34,000","253,300","252,940",
"1218","泰山","","40,000","688,700","687,450",
"1219","福壽","","4,000","73,800","74,400",
"1220","台榮","","5,000","55,200","55,300",
"1225","福懋油","","0","0","0",
"1227","佳格","","68,000","4,749,800","4,750,000",
"1229","聯華","","215,000","8,107,450","8,115,750",
"1231","聯華食","","0","0","0",
"1232","大統益","Y","1,000","93,900","93,700",
"1233","天仁","Y","2,000","75,750","75,600",
"1234","黑松","","16,000","503,900","497,500",
"1235","興泰","","1,000","34,500","34,200",
"1236","宏亞","","3,000","51,900","52,450",
"1256","鮮活果汁-KY","","11,000","1,778,000","1,795,000",
"1262","綠悅-KY","Y","365,000","16,187,850","16,212,000",
"1301","台塑","","475,000","49,037,500","49,343,500",
"1303","南亞","","801,000","66,132,300","66,313,200",
"1304","台聚","","92,000","1,336,100","1,339,550",
"1305","華夏","","1,720,000","56,251,100","56,468,300",
"1307","三芳","Y","0","0","0",
"1308","亞聚","","5,000","89,450","89,800",
"1309","台達化","","275,000","3,296,650","3,320,700",
"1310","台苯","","1,222,000","26,422,850","26,553,200",
"1312","國喬","","2,885,000","88,444,750","89,073,450",
"1313","聯成","Y","637,000","12,317,700","12,345,800",
"1314","中石化","","877,000","11,066,000","11,089,700",
"1315","達新","Y","0","0","0",
"1316","上曜","","410,000","9,680,350","9,644,800",
"1319","東陽","","133,000","7,125,500","7,148,800",
"1321","大洋","","5,000","135,350","137,000",
"1323","永裕","","10,000","342,150","345,300",
"1324","地球","","15,000","196,200","199,200",
"1325","恆大","","1,000","18,000","17,850",
"1326","台化","","437,000","48,106,000","48,503,000",
"1337","再生-KY","Y","30,000","317,350","317,850",
"1338","廣華-KY","","23,000","2,435,500","2,429,500",
"1339","昭輝","","0","0","0",
"1340","勝悅-KY","Y","22,000","1,033,300","1,029,550",
"1402","遠東新","","559,000","15,048,050","15,013,450",
"1409","新纖","","72,000","713,160","714,310",
"1410","南染","","1,000","23,650","23,650",
"1414","東和","Y","916,000","7,478,350","7,555,250",
"1416","廣豐","","402,000","7,036,450","7,184,900",
"1419","新紡","","0","0","0",
"1423","利華","","1,809,000","18,684,240","18,799,500",
"1432","大魯閣","","13,000","148,800","150,650",
"1434","福懋","","178,000","5,719,150","5,745,800",
"1436","華友聯","","1,000","40,000","40,600",
"1437","勤益控","Y","0","0","0",
"1439","中和","Y","444,000","14,690,500","14,950,800",
"1440","南紡","","22,000","296,000","295,500",
"1442","名軒","","6,000","121,550","121,200",
"1444","力麗","Y","1,074,000","12,176,050","12,179,800",
"1445","大宇","","17,000","142,420","142,860",
"1446","宏和","","1,000","22,850","22,900",
"1447","力鵬","Y","121,000","964,640","970,370",
"1451","年興","Y","0","0","0",
"1452","宏益","Y","0","0","0",
"1453","大將","Y","0","0","0",
"1454","台富","","0","0","0",
"1455","集盛","Y","448,000","4,858,300","4,870,250",
"1456","怡華","","0","0","0",
"1457","宜進","","9,344,000","142,696,400","143,656,950",
"1459","聯發","","536,000","4,875,240","4,971,630",
"1460","宏遠","Y","17,000","222,500","222,800",
"1463","強盛","","36,000","871,100","870,900",
"1464","得力","","26,000","672,800","673,350",
"1465","偉全","Y","0","0","0",
"1466","聚隆","","386,000","4,502,800","4,519,500",
"1467","南緯","","1,243,000","15,755,050","15,845,250",
"1470","大統染","","0","0","0",
"1473","台南","","0","0","0",
"1474","弘裕","","0","0","0",
"1475","本盟","","29,000","845,650","851,700",
"1476","儒鴻","Y","390,000","141,299,500","142,384,500",
"1477","聚陽","","84,000","11,280,000","11,327,000",
"1503","士電","Y","28,000","1,169,450","1,185,050",
"1504","東元","","4,948,000","123,240,250","124,102,850",
"1506","正道","","15,000","316,750","316,000",
"1507","永大","Y","11,000","612,600","612,800",
"1513","中興電","","7,898,000","188,513,700","189,752,250",
"1514","亞力","","4,864,000","87,999,550","88,358,600",
"1515","力山","","989,000","45,215,550","45,431,550",
"1516","川飛","","24,000","493,350","485,650",
"1517","利奇","","4,301,000","47,528,650","47,667,800",
"1519","華城","Y","2,944,000","89,607,650","90,932,500",
"1521","大億","Y","0","0","0",
"1522","堤維西","","87,000","2,718,050","2,713,300",
"1524","耿鼎","Y","32,000","343,550","345,300",
"1525","江申","","3,000","232,500","234,100",
"1526","日馳","","22,000","1,543,200","1,542,800",
"1527","鑽全","","54,000","2,839,900","2,848,500",
"1528","恩德","","237,000","3,774,500","3,773,950",
"1530","亞崴","Y","1,000","32,750","32,600",
"1531","高林股","","57,000","1,322,250","1,332,500",
"1532","勤美","","1,000","29,300","29,500",
"1533","車王電","","16,000","613,150","608,900",
"1535","中宇","","4,000","184,700","185,900",
"1536","和大","Y","798,000","102,551,500","102,261,000",
"1537","廣隆","Y","0","0","0",
"1539","巨庭","","0","0","0",
"1540","喬福","","2,000","32,000","31,700",
"1541","錩泰","","0","0","0",
"1558","伸興","Y","0","0","0",
"1560","中砂","","37,000","2,925,100","2,923,400",
"1568","倉佑","Y","11,000","337,500","337,500",
"1582","信錦","","26,000","1,743,400","1,737,100",
"1583","程泰","Y","2,000","128,700","129,400",
"1589","永冠-KY","","5,371,000","531,742,900","532,123,000",
"1590","亞德客-KY","Y","398,000","211,787,000","215,461,000",
"1592","英瑞-KY","","2,000","64,050","64,550",
"1598","岱宇","","8,000","314,750","317,500",
"1603","華電","","6,000","162,450","162,300",
"1604","聲寶","Y","15,000","205,350","205,650",
"1605","華新","","20,024,000","367,627,300","372,432,600",
"1608","華榮","Y","13,417,000","168,750,350","171,891,350",
"1609","大亞","","50,986,000","894,347,350","899,435,250",
"1611","中電","","11,613,000","155,070,100","154,805,300",
"1612","宏泰","Y","4,009,000","52,625,350","53,165,750",
"1614","三洋電","Y","0","0","0",
"1615","大山","","1,089,000","20,200,550","20,183,250",
"1617","榮星","","161,000","2,383,700","2,458,350",
"1618","合機","","2,885,000","29,334,190","29,564,450",
"1626","艾美特-KY","Y","0","0","0",
"1701","中化","","283,000","5,649,100","5,636,700",
"1702","南僑","","0","0","0",
"1704","榮化","","48,000","2,105,750","2,112,750",
"1707","葡萄王","","667,000","174,783,000","175,669,000",
"1708","東鹼","Y","0","0","0",
"1709","和益","Y","2,000","38,200","38,100",
"1710","東聯","Y","425,000","13,077,000","13,147,950",
"1711","永光","","7,000","123,550","124,450",
"1712","興農","","0","0","0",
"1713","國化","Y","0","0","0",
"1714","和桐","","77,000","661,140","661,190",
"1717","長興","","0","0","0",
"1718","中纖","Y","303,000","2,934,240","2,931,520",
"1720","生達","","55,000","1,924,000","1,934,400",
"1721","三晃","Y","0","0","0",
"1722","台肥","","86,000","3,376,650","3,394,550",
"1723","中碳","Y","24,000","3,694,500","3,709,000",
"1724","台硝","","3,000","41,950","42,350",
"1725","元禎","Y","1,000","17,100","17,100",
"1726","永記","","1,000","81,500","81,500",
"1727","中華化","Y","1,000","14,700","14,850",
"1730","花仙子","","0","0","0",
"1731","美吾華","","4,068,000","62,136,450","62,922,150",
"1733","五鼎","","160,000","5,407,200","5,404,650",
"1734","杏輝","","1,571,000","39,208,600","39,288,950",
"1735","日勝化","","20,000","312,250","317,600",
"1736","喬山","","13,000","423,100","429,400",
"1737","臺鹽","","1,000","28,050","28,050",
"1762","中化生","","62,000","1,660,950","1,665,900",
"1773","勝一","","2,000","165,800","166,900",
"1776","展宇","","8,000","171,200","173,300",
"1783","和康生","","90,000","2,706,550","2,731,550",
"1786","科妍","","10,719,000","1,047,297,900","1,050,146,100",
"1789","神隆","","273,000","9,548,650","9,552,250",
"1802","台玻","Y","134,000","2,490,050","2,474,150",
"1806","冠軍","","481,000","3,995,170","4,006,310",
"1808","潤隆","Y","87,000","4,486,000","4,497,700",
"1809","中釉","","27,000","328,800","332,750",
"1810","和成","","4,000","38,860","38,770",
"1817","凱撒衛","Y","0","0","0",
"1902","台紙","Y","3,000","56,100","55,950",
"1903","士紙","Y","0","0","0",
"1904","正隆","Y","28,000","454,300","454,850",
"1905","華紙","","75,000","846,000","851,150",
"1906","寶隆","Y","42,000","1,119,600","1,113,400",
"1907","永豐餘","","219,000","2,824,550","2,845,200",
"1909","榮成","Y","562,000","18,115,700","18,099,550",
"2002","中鋼","","1,115,000","26,306,350","26,409,100",
"2006","東和鋼鐵","Y","11,000","276,850","277,100",
"2008","高興昌","","0","0","0",
"2009","第一銅","","855,000","9,789,850","9,867,500",
"2010","春源","Y","120,000","1,447,250","1,440,550",
"2012","春雨","Y","588,000","12,351,900","12,552,300",
"2014","中鴻","","1,843,000","22,095,400","22,122,400",
"2015","豐興","Y","62,000","3,635,400","3,637,400",
"2017","官田鋼","","265,000","2,942,250","2,948,100",
"2020","美亞","","80,000","1,247,200","1,249,850",
"2023","燁輝","","221,000","2,383,700","2,393,750",
"2024","志聯","","257,000","2,953,750","2,970,000",
"2027","大成鋼","Y","11,008,000","346,440,400","351,388,700",
"2029","盛餘","Y","0","0","0",
"2030","彰源","Y","112,000","1,771,950","1,785,050",
"2031","新光鋼","","11,332,000","484,814,250","488,339,150",
"2032","新鋼","Y","150,000","1,599,000","1,625,900",
"2033","佳大","","232,000","3,657,700","3,657,450",
"2034","允強","","89,000","2,357,000","2,357,500",
"2038","海光","","2,143,000","28,027,500","28,159,850",
"2049","上銀","","1,249,000","557,060,500","557,344,000",
"2059","川湖","","30,000","12,254,500","12,320,500",
"2062","橋椿","","3,000","107,900","107,600",
"2069","運錩","","0","0","0",
"2101","南港","","11,000","283,650","283,800",
"2102","泰豐","","12,000","155,150","155,350",
"2103","台橡","","82,000","2,429,050","2,441,050",
"2104","中橡","","592,000","25,691,950","25,779,600",
"2105","正新","Y","233,000","11,071,250","11,121,800",
"2106","建大","Y","20,000","721,200","719,900",
"2107","厚生","Y","0","0","0",
"2108","南帝","Y","22,000","536,850","537,700",
"2109","華豐","","499,000","7,489,650","7,201,100",
"2114","鑫永銓","","1,000","90,000","90,800",
"2115","六暉-KY","","0","0","0",
"2201","裕隆","","54,000","1,214,900","1,217,550",
"2204","中華","","28,000","778,700","781,900",
"2206","三陽工業","","95,000","2,069,750","2,075,600",
"2207","和泰車","","59,000","17,227,500","17,357,500",
"2227","裕日車","","2,000","532,000","534,000",
"2228","劍麟","Y","7,000","716,000","715,000",
"2231","為升","Y","506,000","210,771,500","212,098,500",
"2236","百達-KY","","0","0","0",
"2239","英利-KY","","1,000","164,000","163,000",
"2301","光寶科","","684,000","27,595,500","27,651,650",
"2303","聯電","Y","7,313,000","112,060,100","112,291,100",
"2305","全友","","83,000","752,230","749,480",
"2308","台達電","Y","263,000","33,501,500","33,521,500",
"2311","日月光","","1,979,000","84,036,700","84,561,450",
"2312","金寶","Y","42,000","434,100","433,900",
"2313","華通","Y","2,550,000","75,291,150","74,401,500",
"2314","台揚","","649,000","18,677,250","18,982,850",
"2316","楠梓電","Y","2,000","33,400","33,450",
"2317","鴻海","","6,465,000","561,755,600","565,078,200",
"2323","中環","Y","793,000","3,593,990","3,631,220",
"2324","仁寶","","786,000","15,401,400","15,398,400",
"2325","矽品","","102,000","5,173,100","5,174,000",
"2327","國巨","","2,537,000","1,312,150,000","1,318,402,000",
"2328","廣宇","Y","43,000","904,000","900,950",
"2330","台積電","","4,147,000","1,014,638,500","1,018,792,000",
"2331","精英","","20,000","343,700","341,850",
"2332","友訊","","587,000","6,775,500","6,791,150",
"2337","旺宏","Y","6,348,000","334,746,700","334,876,300",
"2338","光罩","Y","46,000","798,350","807,150",
"2340","光磊","","588,000","13,455,200","13,530,550",
"2344","華邦電","Y","2,322,000","44,294,000","43,814,550",
"2345","智邦","Y","4,076,000","357,750,700","356,299,000",
"2347","聯強","Y","1,153,000","49,736,850","50,239,550",
"2351","順德","","62,000","5,191,000","5,182,600",
"2352","佳世達","","661,000","14,307,250","14,342,600",
"2353","宏��","","7,350,000","170,406,700","170,241,750",
"2354","鴻準","","452,000","35,053,400","35,080,200",
"2355","敬鵬","","29,000","1,495,900","1,518,600",
"2356","英業達","Y","458,000","10,555,150","10,553,800",
"2357","華碩","Y","81,000","22,420,000","22,458,000",
"2359","所羅門","","86,000","1,931,000","1,925,300",
"2360","致茂","Y","216,000","37,175,500","37,370,000",
"2362","藍天","","43,000","1,259,500","1,265,950",
"2363","矽統","Y","156,000","1,466,160","1,459,370",
"2365","昆盈","","12,000","123,750","125,100",
"2367","燿華","Y","1,799,000","35,375,450","34,821,450",
"2368","金像電","Y","38,000","369,630","366,320",
"2369","菱生","","21,000","274,500","274,750",
"2371","大同","","5,215,000","118,716,800","119,131,650",
"2373","震旦行","Y","2,000","177,900","178,400",
"2374","佳能","Y","2,000","38,050","37,950",
"2375","智寶","","530,000","22,840,350","22,969,800",
"2376","技嘉","Y","3,910,000","279,849,100","280,042,300",
"2377","微星","","3,557,000","358,431,100","357,035,000",
"2379","瑞昱","","870,000","114,341,500","114,453,500",
"2380","虹光","","20,000","137,170","138,970",
"2382","廣達","","266,000","15,397,900","15,470,600",
"2383","台光電","Y","372,000","33,264,800","32,885,300",
"2385","群光","","41,000","3,068,700","3,077,900",
"2387","精元","Y","7,000","114,200","114,900",
"2388","威盛","","4,752,000","192,830,500","190,736,850",
"2390","云辰","","66,000","748,750","752,400",
"2392","正崴","Y","43,000","1,719,250","1,720,350",
"2393","億光","","40,000","1,779,800","1,780,200",
"2395","研華","","54,000","11,220,000","11,187,500",
"2397","友通","Y","6,000","408,600","405,400",
"2399","映泰","","10,084,000","249,519,850","249,415,050",
"2401","凌陽","Y","101,000","1,581,100","1,576,200",
"2402","毅嘉","","33,000","557,800","559,700",
"2404","漢唐","Y","125,000","8,415,400","8,376,400",
"2405","浩鑫","","501,000","8,419,550","8,430,100",
"2406","國碩","","131,000","1,792,650","1,791,600",
"2408","南亞科","","5,333,000","471,861,400","473,089,100",
"2409","友達","","20,754,000","278,850,300","278,454,400",
"2412","中華電","","1,971,000","221,175,000","221,938,500",
"2413","環科","","0","0","0",
"2414","精技","","1,000","20,500","20,600",
"2415","錩新","","11,000","238,350","239,000",
"2417","圓剛","Y","16,000","208,700","207,550",
"2419","仲琦","Y","37,000","809,700","806,400",
"2420","新巨","","9,000","326,000","327,450",
"2421","建準","","126,000","5,573,450","5,562,700",
"2423","固緯","Y","1,000","23,700","23,750",
"2424","隴華","","2,000","49,650","51,000",
"2425","承啟","","637,000","19,474,800","19,455,000",
"2426","鼎元","Y","180,000","2,966,900","2,937,300",
"2427","三商電","Y","68,000","793,650","793,550",
"2428","興勤","","90,000","8,429,900","8,357,000",
"2430","燦坤","","0","0","0",
"2431","聯昌","Y","2,000","28,900","28,800",
"2433","互盛電","Y","0","0","0",
"2436","偉詮電","Y","35,000","974,100","968,400",
"2439","美律","Y","244,000","39,874,500","39,543,500",
"2441","超豐","","81,000","4,510,100","4,527,500",
"2442","新美齊","","121,000","1,032,420","1,035,750",
"2444","友旺","","205,000","6,136,850","6,097,750",
"2448","晶電","","9,860,000","385,684,300","384,441,350",
"2449","京元電子","Y","124,000","3,778,750","3,767,850",
"2450","神腦","Y","0","0","0",
"2451","創見","Y","25,000","2,171,700","2,178,200",
"2453","凌群","Y","16,000","237,650","236,900",
"2454","聯發科","","839,000","276,584,000","276,902,000",
"2455","全新","","2,003,000","223,182,500","222,286,000",
"2456","奇力新","","1,148,000","116,545,000","116,522,500",
"2457","飛宏","Y","115,000","1,370,600","1,384,750",
"2458","義隆","Y","100,000","4,421,450","4,409,550",
"2459","敦吉","Y","0","0","0",
"2460","建通","Y","13,000","212,350","208,300",
"2461","光群雷","","315,000","5,216,900","5,225,600",
"2462","良得電","Y","22,000","618,600","607,100",
"2464","盟立","Y","105,000","4,967,500","4,957,200",
"2465","麗臺","Y","1,825,000","56,435,000","54,086,500",
"2466","冠西電","","0","0","0",
"2467","志聖","","5,000","134,350","134,350",
"2468","華經","","6,000","75,800","75,250",
"2471","資通","","14,000","219,500","220,500",
"2472","立隆電","","47,000","2,544,600","2,536,000",
"2474","可成","Y","743,000","270,007,500","268,556,000",
"2476","鉅祥","Y","0","0","0",
"2477","美隆電","","23,000","686,450","683,850",
"2478","大毅","Y","3,700,000","152,814,950","155,270,550",
"2480","敦陽科","","267,000","10,439,700","10,455,750",
"2481","強茂","Y","7,430,000","421,291,200","416,974,200",
"2482","連宇","","24,000","315,750","317,950",
"2483","百容","","1,000","22,600","22,700",
"2484","希華","Y","8,000","158,950","159,300",
"2485","兆赫","Y","42,000","1,096,900","1,092,000",
"2486","一詮","","45,000","457,500","458,750",
"2488","漢平","","2,000","54,600","54,750",
"2489","瑞軒","Y","112,000","1,561,600","1,549,850",
"2492","華新科","","2,172,000","260,710,000","261,499,500",
"2493","揚博","Y","13,000","339,450","339,850",
"2495","普安","Y","0","0","0",
"2496","卓越","Y","0","0","0",
"2497","怡利電","Y","0","0","0",
"2498","宏達電","","3,095,000","210,227,400","210,535,800",
"2499","東貝","","28,000","272,970","273,090",
"2501","國建","Y","8,000","128,050","126,950",
"2504","國產","","284,000","2,684,110","2,681,620",
"2505","國揚","","6,000","96,900","96,950",
"2506","太設","","0","0","0",
"2509","全坤建","","33,000","917,300","914,400",
"2511","太子","","74,000","880,500","881,250",
"2514","龍邦","","20,000","285,250","285,450",
"2515","中工","","1,211,000","9,704,000","9,731,540",
"2516","新建","","1,000","6,250","6,250",
"2520","冠德","","360,000","7,592,850","7,619,050",
"2524","京城","","8,000","179,550","180,450",
"2527","宏璟","","83,000","2,399,650","2,405,800",
"2528","皇普","","5,000","93,100","93,300",
"2530","華建","","11,000","166,400","165,150",
"2534","宏盛","","4,127,000","141,078,600","141,276,950",
"2535","達欣工","Y","1,540,000","34,443,000","34,680,400",
"2536","宏普","Y","44,000","998,450","990,300",
"2537","聯上發","","344,000","2,769,990","2,828,190",
"2538","基泰","Y","4,000","41,600","42,000",
"2539","櫻花建","","0","0","0",
"2540","愛山林","Y","187,000","5,929,100","5,741,500",
"2542","興富發","Y","154,000","6,908,100","6,903,300",
"2543","皇昌","","0","0","0",
"2545","皇翔","Y","1,000","29,700","29,350",
"2546","根基","","1,000","25,050","25,050",
"2548","華固","","54,000","3,841,100","3,847,100",
"2597","潤弘","","0","0","0",
"2601","益航","","1,136,000","10,126,870","10,160,110",
"2603","長榮","","968,000","14,689,400","14,688,100",
"2605","新興","","7,000","123,800","124,250",
"2606","裕民","","39,000","1,333,850","1,331,500",
"2607","榮運","","41,000","547,350","551,450",
"2608","大榮","","3,000","113,400","113,600",
"2609","陽明","","66,000","682,750","685,200",
"2610","華航","","905,000","9,639,550","9,684,350",
"2611","志信","","14,000","103,340","104,110",
"2612","中航","","16,000","451,100","452,550",
"2613","中櫃","","3,000","38,850","38,550",
"2614","東森","","1,779,000","23,577,750","23,907,100",
"2615","萬海","","78,000","1,398,200","1,402,850",
"2616","山隆","","1,000","32,800","32,900",
"2617","台航","","23,000","363,050","364,500",
"2618","長榮航","","635,000","9,517,800","9,575,900",
"2633","台灣高鐵","","61,000","1,368,100","1,369,950",
"2634","漢翔","","153,000","5,316,300","5,331,050",
"2636","台驊投控","","625,000","16,152,650","16,046,450",
"2637","慧洋-KY","","76,000","2,122,250","2,129,100",
"2642","宅配通","","2,000","56,900","56,300",
"2701","萬企","","0","0","0",
"2702","華園","","25,000","378,650","382,450",
"2704","國賓","","0","0","0",
"2705","六福","Y","6,000","44,820","45,000",
"2706","第一店","","16,000","242,600","241,800",
"2707","晶華","","9,000","1,368,500","1,370,500",
"2712","遠雄來","","0","0","0",
"2722","夏都","","0","0","0",
"2723","美食-KY","","11,000","4,114,000","4,135,000",
"2727","王品","","4,000","515,000","519,000",
"2731","雄獅","","5,000","608,000","612,000",
"2739","寒舍","Y","0","0","0",
"2748","雲品","","0","0","0",
"2801","彰銀","Y","190,000","3,197,600","3,217,300",
"2809","京城銀","","82,000","2,976,050","2,997,200",
"2812","台中銀","","124,000","1,261,200","1,264,750",
"2816","旺旺保","","36,000","672,100","670,250",
"2820","華票","Y","18,000","262,900","262,700",
"2823","中壽","","268,000","8,114,300","8,118,300",
"2832","台產","","1,000","20,750","20,750",
"2834","臺企銀","","422,000","3,668,730","3,673,930",
"2836","高雄銀","","11,000","103,180","103,840",
"2838","聯邦銀","Y","5,000","48,000","47,980",
"2841","台開","","23,000","225,950","226,630",
"2845","遠東銀","","47,000","461,430","461,370",
"2849","安泰銀","Y","1,000","13,650","13,750",
"2850","新產","Y","64,000","2,075,500","2,096,700",
"2851","中再保","","0","0","0",
"2852","第一保","","21,000","280,950","282,850",
"2855","統一證","","3,000","44,450","44,400",
"2856","元富證","Y","172,000","1,587,030","1,592,160",
"2867","三商壽","","47,000","724,950","723,900",
"2880","華南金","","189,000","3,316,600","3,330,000",
"2881","富邦金","Y","700,000","35,005,550","35,106,750",
"2882","國泰金","Y","1,007,000","52,868,900","53,036,500",
"2883","開發金","","5,151,000","53,416,700","53,636,300",
"2884","玉山金","Y","621,000","12,093,150","12,118,800",
"2885","元大金","","2,067,000","27,782,250","27,847,050",
"2886","兆豐金","","616,000","15,582,200","15,636,950",
"2887","台新金","Y","489,000","6,904,850","6,891,250",
"2888","新光金","Y","4,915,000","56,228,650","56,555,050",
"2889","國票金","","105,000","1,070,300","1,070,750",
"2890","永豐金","","2,023,000","20,807,050","20,908,000",
"2891","中信金","","2,872,000","60,254,300","60,664,700",
"2892","第一金","","237,000","4,780,550","4,786,400",
"2897","王道銀行","Y","0","0","0",
"2901","欣欣","","0","0","0",
"2903","遠百","","309,000","5,228,250","5,256,850",
"2904","匯僑","","3,000","55,350","55,650",
"2905","三商","","3,000","74,550","74,850",
"2906","高林","Y","8,000","86,800","87,350",
"2908","特力","","62,000","1,452,200","1,473,950",
"2910","統領","","0","0","0",
"2911","麗嬰房","Y","103,000","1,350,800","1,361,500",
"2912","統一超","Y","61,000","18,138,500","18,203,500",
"2913","農林","Y","52,000","766,150","771,550",
"2915","潤泰全","","1,787,000","103,002,300","103,680,400",
"2929","淘帝-KY","","13,000","1,334,000","1,342,000",
