"證券代號","證券名稱","暫停現股賣出後現款買進當沖註記","當日沖銷交易成交股數","當日沖銷交易買進成交金額","當日沖銷交易賣出成交金額",
"2936","客思達-KY","Y","0","0","0",
"3002","歐格","","0","0","0",
"3003","健和興","Y","20,000","1,063,900","1,067,800",
"3004","豐達科","","697,000","39,973,500","39,966,200",
"3005","神基","","214,000","9,390,750","9,408,950",
"3006","晶豪科","Y","306,000","13,355,350","13,422,500",
"3008","大立光","Y","342,000","1,067,495,000","1,051,980,000",
"3010","華立","","9,000","524,900","525,100",
"3011","今皓","Y","6,000","46,450","46,020",
"3013","晟銘電","Y","34,000","688,000","692,950",
"3014","聯陽","","49,000","1,857,300","1,859,200",
"3015","全漢","Y","158,000","4,173,700","4,062,750",
"3016","嘉晶","Y","493,000","17,847,300","17,918,400",
"3017","奇鋐","Y","35,000","1,016,500","1,010,450",
"3018","同開","Y","62,000","5,304,700","5,218,400",
"3019","亞光","Y","238,000","24,104,000","24,023,500",
"3021","鴻名","","5,000","74,700","74,550",
"3022","威強電","","20,000","764,100","761,700",
"3023","信邦","Y","1,177,000","100,397,300","99,195,300",
"3025","星通","","0","0","0",
"3026","禾伸堂","Y","885,000","111,905,000","112,291,000",
"3027","盛達","","7,000","71,500","71,550",
"3028","增你強","Y","18,000","415,750","414,600",
"3029","零壹","Y","193,000","3,965,350","3,939,600",
"3030","德律","","188,000","9,741,000","9,703,500",
"3031","佰鴻","Y","6,000","102,750","101,550",
"3032","偉訓","","0","0","0",
"3033","威健","Y","288,000","6,438,550","6,385,200",
"3034","聯詠","Y","240,000","31,115,500","31,322,500",
"3035","智原","","553,000","38,805,700","38,812,100",
"3036","文曄","","164,000","7,746,050","7,752,150",
"3037","欣興","","933,000","17,062,000","17,023,400",
"3038","全台","Y","5,000","49,950","49,900",
"3040","遠見","Y","5,000","302,400","302,300",
"3041","揚智","","86,000","1,265,350","1,272,750",
"3042","晶技","","8,000","311,600","311,450",
"3044","健鼎","","110,000","10,400,300","10,403,600",
"3045","台灣大","Y","327,000","35,743,000","36,013,500",
"3047","訊舟","Y","9,000","79,700","80,040",
"3048","益登","","13,000","233,600","233,700",
"3050","鈺德","Y","23,000","256,250","257,850",
"3052","夆典","","284,000","2,859,500","2,887,500",
"3054","立萬利","Y","0","0","0",
"3055","蔚華科","Y","681,000","19,536,200","19,424,150",
"3056","總太","Y","96,000","2,085,450","2,070,750",
"3058","立德","","4,000","34,630","35,040",
"3059","華晶科","","121,000","3,442,100","3,430,000",
"3060","銘異","","13,000","296,050","296,100",
"3062","建漢","","20,000","366,450","365,300",
"3090","日電貿","","2,540,000","139,084,100","139,041,400",
"3094","聯傑","","7,000","159,400","159,950",
"3130","一零四","","0","0","0",
"3164","景岳","","2,225,000","63,534,350","64,132,650",
"3167","大量","","9,000","458,800","460,300",
"3189","景碩","","95,000","5,212,800","5,240,500",
"3209","全科","","18,000","381,350","383,350",
"3231","緯創","Y","2,541,000","60,707,150","60,439,100",
"3257","虹冠電","","9,000","544,200","544,500",
"3266","昇陽","","0","0","0",
"3296","勝德","Y","24,000","344,750","352,950",
"3305","昇貿","","0","0","0",
"3308","聯德","","5,000","44,370","44,580",
"3311","閎暉","Y","66,000","1,179,400","1,155,300",
"3321","同泰","Y","0","0","0",
"3338","泰碩","","0","0","0",
"3346","麗清","","227,000","16,535,300","16,700,900",
"3356","奇偶","","6,000","169,000","169,550",
"3376","新日興","","107,000","9,336,000","9,335,300",
"3380","明泰","","567,000","13,182,850","13,151,300",
"3406","玉晶光","","1,701,000","525,302,000","526,068,000",
"3413","京鼎","","210,000","48,722,000","49,180,500",
"3416","融程電","","1,000","48,500","48,800",
"3419","譁裕","","39,000","688,500","686,450",
"3432","台端","","296,000","4,793,500","4,778,700",
"3437","榮創","","102,000","3,305,700","3,298,850",
"3443","創意","","1,444,000","444,299,000","445,031,500",
"3450","聯鈞","","40,000","4,411,500","4,434,500",
"3454","晶睿","Y","12,000","1,042,200","1,034,900",
"3481","群創","","7,960,000","102,370,250","102,601,400",
"3494","誠研","","9,000","92,100","92,800",
"3501","維熹","Y","0","0","0",
"3504","揚明光","Y","80,000","4,923,300","4,842,400",
"3514","昱晶","","109,000","1,694,300","1,689,950",
"3515","華擎","","2,048,000","186,098,100","186,407,500",
"3518","柏騰","","158,000","5,058,950","5,023,650",
"3519","綠能","","72,000","1,116,700","1,116,050",
"3528","安馳","","0","0","0",
"3532","台勝科","","668,000","78,322,000","78,362,000",
"3533","嘉澤","Y","153,000","32,600,000","32,407,500",
"3535","晶彩科","","84,000","1,142,100","1,136,450",
"3536","誠創","","100,000","1,412,800","1,414,100",
"3545","敦泰","","3,104,000","102,034,450","102,079,100",
"3550","聯穎","","61,000","1,315,450","1,310,600",
"3561","昇陽光電","","61,000","822,800","819,900",
"3576","新日光","","106,000","1,342,850","1,342,050",
"3579","尚志","Y","17,000","259,000","255,800",
"3583","辛耘","Y","12,000","803,100","813,400",
"3588","通嘉","","249,000","6,782,200","6,873,500",
"3591","艾笛森","","3,000","47,450","46,800",
"3596","智易","","218,000","11,884,800","11,857,000",
"3605","宏致","","3,000","78,650","78,950",
"3607","谷崧","Y","6,000","173,800","172,500",
"3617","碩天","Y","0","0","0",
"3622","洋華","Y","54,000","940,550","931,400",
"3645","達邁","","587,000","48,302,400","48,700,700",
"3653","健策","","3,000","195,500","196,200",
"3661","世芯-KY","","930,000","108,890,000","108,915,000",
"3665","貿聯-KY","","892,000","216,126,500","215,831,000",
"3669","圓展","Y","16,000","306,650","309,000",
"3673","TPK-KY","","947,000","68,202,100","68,346,900",
"3679","新至陞","Y","2,000","159,400","159,700",
"3682","亞太電","","236,000","2,127,670","2,128,550",
"3694","海華","Y","224,000","4,936,450","4,895,050",
"3698","隆達","","200,000","3,921,700","3,923,500",
"3702","大聯大","","368,000","14,100,200","14,136,850",
"3703","欣陸","","931,000","13,025,150","13,010,650",
"3704","合勤控","Y","7,000","96,750","96,550",
"3705","永信","","47,000","1,974,450","1,988,800",
"3706","神達","","28,000","942,550","945,250",
"4104","佳醫","","1,189,000","58,895,200","59,159,750",
"4106","雃博","","17,000","491,300","496,850",
"4108","懷特","","1,099,000","29,147,950","29,439,900",
"4119","旭富","","189,000","12,739,500","12,794,900",
"4133","亞諾法","","14,000","541,400","543,500",
"4137","麗豐-KY","","2,511,000","542,802,000","549,037,000",
"4141","龍燈-KY","","3,000","82,750","83,250",
"4142","國光生","","1,669,000","33,941,350","34,202,000",
"4148","全宇生技-KY","Y","290,000","38,370,000","38,768,500",
"4164","承業醫","Y","229,000","8,118,000","8,186,800",
"4190","佐登-KY","","193,000","14,257,500","14,264,500",
"4306","炎洲","","423,000","6,587,950","6,587,450",
"4414","如興","","448,000","6,830,700","6,852,650",
"4426","利勤","Y","69,000","3,487,400","3,504,000",
"4438","廣越","","1,000","121,000","122,500",
"4526","東台","Y","0","0","0",
"4532","瑞智","","24,000","739,600","737,900",
"4536","拓凱","","0","0","0",
"4545","銘鈺","","10,000","333,150","338,000",
"4551","智伸科","","239,000","44,795,500","45,180,500",
"4552","力達-KY","Y","3,000","288,600","285,700",
"4555","氣立","","73,000","6,055,700","6,021,000",
"4557","永新-KY","Y","1,000","78,800","79,900",
"4560","強信-KY","Y","375,000","28,805,800","28,805,600",
"4562","穎漢","","13,000","528,000","530,200",
"4720","德淵","","0","0","0",
"4722","國精化","","25,000","846,100","852,300",
"4725","信昌化","","1,417,000","36,272,850","36,284,650",
"4737","華廣","","84,000","5,255,400","5,321,300",
"4739","康普","","4,131,000","577,195,000","580,074,000",
"4746","台耀","","2,148,000","144,312,200","146,714,000",
"4755","三福化","Y","4,000","213,400","213,000",
"4763","材料-KY","","12,000","1,541,000","1,543,500",
"4904","遠傳","Y","222,000","17,141,300","17,268,500",
"4906","正文","","276,000","7,054,350","7,021,650",
"4912","聯德控股-KY","Y","47,000","8,469,500","8,553,500",
"4915","致伸","","153,000","9,493,600","9,463,800",
"4916","事欣科","","19,000","649,050","648,450",
"4919","新唐","Y","126,000","8,808,400","8,946,000",
"4927","泰鼎-KY","","4,000","75,700","75,700",
"4930","燦星網","","3,000","37,550","37,500",
"4934","太極","","254,000","2,530,020","2,537,050",
"4935","茂林-KY","","6,000","221,600","221,500",
"4938","和碩","","881,000","63,616,500","63,934,700",
"4942","嘉彰","Y","0","0","0",
"4943","康控-KY","Y","285,000","80,628,500","79,438,000",
"4952","凌通","Y","19,000","894,450","889,550",
"4956","光鋐","Y","54,000","1,182,200","1,151,500",
"4958","臻鼎-KY","","296,000","20,098,200","20,139,600",
"4960","奇美材","","94,000","1,051,450","1,056,650",
"4968","立積","","64,000","4,975,600","4,974,800",
"4976","佳凌","","117,000","5,197,550","5,216,150",
"4977","眾達-KY","Y","6,000","554,500","554,400",
"4994","傳奇","","1,000","51,000","51,500",
"4999","鑫禾","","0","0","0",
"5007","三星","Y","5,000","292,900","294,500",
"5203","訊連","","1,000","63,100","63,400",
"5215","科嘉-KY","","0","0","0",
"5225","東科-KY","Y","1,000","27,200","27,450",
"5234","達興材料","","176,000","16,973,500","16,864,200",
"5243","乙盛-KY","","32,000","1,195,000","1,195,400",
"5258","虹堡","","5,000","100,950","102,200",
"5264","鎧勝-KY","","297,000","24,210,800","24,109,000",
"5269","祥碩","Y","35,000","12,721,500","12,626,000",
"5284","jpp-KY","","0","0","0",
"5285","界霖","","101,000","9,295,500","9,301,500",
"5288","豐祥-KY","Y","0","0","0",
"5305","敦南","","312,000","11,932,850","11,988,950",
"5388","中磊","","362,000","30,394,800","30,363,000",
"5434","崇越","Y","29,000","2,467,600","2,449,900",
"5469","瀚宇博","","90,000","1,577,150","1,576,600",
"5471","松翰","","39,000","1,443,000","1,448,600",
"5515","建國","","1,000","11,250","11,400",
"5519","隆大","Y","540,000","7,765,900","7,914,150",
"5521","工信","","55,000","855,700","855,150",
"5522","遠雄","Y","8,000","259,200","259,250",
"5525","順天","Y","0","0","0",
"5531","鄉林","","747,000","9,374,400","9,390,900",
"5533","皇鼎","","0","0","0",
"5534","長虹","","71,000","6,166,700","6,160,400",
"5538","東明-KY","","2,000","82,300","82,850",
"5607","遠雄港","","15,000","278,300","281,350",
"5608","四維航","","17,000","122,720","122,860",
"5706","鳳凰","","2,000","72,400","72,500",
"5871","中租-KY","","621,000","61,898,500","61,929,800",
"5880","合庫金","","58,000","996,300","1,000,350",
"5907","大洋-KY","","47,000","1,158,750","1,167,850",
"6005","群益證","","254,000","2,852,200","2,870,050",
"6024","群益期","","48,000","2,982,800","2,997,800",
"6108","競國","Y","5,000","123,550","123,250",
"6112","聚碩","","20,000","679,150","676,900",
"6115","鎰勝","","0","0","0",
"6116","彩晶","Y","6,755,000","65,038,530","64,468,870",
"6117","迎廣","","6,000","108,600","108,050",
"6120","達運","Y","385,000","9,678,550","9,493,600",
"6128","上福","","39,000","1,491,950","1,512,350",
"6131","悠克","","33,000","604,750","604,050",
"6133","金橋","","3,000","31,200","31,650",
"6136","富爾特","Y","0","0","0",
"6139","亞翔","","414,000","14,805,500","14,873,150",
"6141","柏承","","779,000","23,415,250","23,254,350",
"6142","友勁","","6,000","48,000","47,980",
"6145","勁永","","134,000","1,237,610","1,236,560",
"6152","百一","Y","31,000","255,250","256,510",
"6153","嘉聯益","Y","804,000","32,821,200","32,477,700",
"6155","鈞寶","","3,000","60,050","60,050",
"6164","華興","","1,000","11,250","11,300",
"6166","凌華","Y","6,000","360,200","359,800",
"6168","宏齊","","120,000","2,485,100","2,484,200",
"6176","瑞儀","Y","121,000","8,730,100","8,656,200",
"6177","達麗","Y","21,000","753,150","751,500",
"6183","關貿","","0","0","0",
"6184","大豐電","Y","7,000","282,900","279,650",
"6189","豐藝","Y","0","0","0",
"6191","精成科","Y","21,000","266,450","265,500",
"6192","巨路","","0","0","0",
"6196","帆宣","","248,000","14,212,800","14,200,000",
"6197","佳必琪","","2,000","58,200","58,100",
"6201","亞弘電","","0","0","0",
"6202","盛群","","180,000","13,763,200","13,846,200",
"6205","詮欣","","1,000","28,450","28,750",
"6206","飛捷","Y","1,000","80,300","80,900",
"6209","今國光","Y","27,000","942,600","930,000",
"6213","聯茂","","258,000","18,334,900","18,180,800",
"6214","精誠","","13,000","829,400","830,100",
"6215","和椿","","50,000","1,113,450","1,107,750",
"6216","居易","","0","0","0",
"6224","聚鼎","","15,000","964,900","973,000",
"6226","光鼎","Y","6,000","56,320","55,800",
"6230","超眾","","24,000","2,172,600","2,161,000",
"6235","華孚","","23,000","425,350","421,650",
"6239","力成","Y","344,000","31,273,900","31,336,500",
"6251","定穎","","2,181,000","21,526,740","21,550,640",
"6257","矽格","","595,000","21,971,800","22,094,550",
"6269","台郡","Y","481,000","46,134,700","46,084,600",
"6271","同欣電","","85,000","10,278,000","10,303,000",
"6277","宏正","Y","18,000","1,707,500","1,716,000",
"6278","台表科","","43,000","1,172,250","1,170,800",
"6281","全國電","","0","0","0",
"6282","康舒","","32,000","662,350","664,800",
"6283","淳安","","5,000","197,950","200,700",
"6285","啟��","","71,000","5,529,800","5,547,500",
"6405","悅城","Y","0","0","0",
"6409","旭隼","","6,000","3,431,000","3,454,000",
"6412","群電","","61,000","3,645,800","3,704,800",
"6414","樺漢","","431,000","193,929,500","197,514,500",
"6415","矽力-KY","Y","19,000","12,097,000","12,068,000",
"6422","君耀-KY","","582,000","37,780,800","37,630,700",
"6431","光麗-KY","","19,000","262,350","261,850",
"6442","光聖","","4,000","151,950","151,200",
"6449","鈺邦","","603,000","34,559,400","34,601,300",
"6451","訊芯-KY","","235,000","34,982,500","35,169,500",
"6452","康友-KY","Y","15,000","5,844,000","5,859,500",
"6456","GIS-KY","","1,019,000","178,605,500","178,543,500",
"6464","台數科","","0","0","0",
"6477","安集","Y","22,000","475,050","469,350",
"6504","南六","","0","0","0",
"6505","台塑化","Y","299,000","34,818,500","35,259,000",
"6525","捷敏-KY","","266,000","23,288,100","23,247,800",
"6531","愛普","Y","92,000","9,149,300","9,088,300",
"6552","易華電","","20,000","1,095,000","1,089,200",
"6579","研揚","","0","0","0",
"6582","申豐","","3,000","177,800","177,600",
"6605","帝寶","","2,000","168,600","168,200",
"8011","台通","Y","47,000","903,150","894,100",
"8016","矽創","","15,000","1,321,200","1,317,900",
"8021","尖點","Y","4,000","80,800","80,700",
"8039","台虹","","93,000","3,908,000","3,929,600",
"8046","南電","Y","314,000","9,819,050","9,783,550",
"8070","長華","","5,000","749,500","746,000",
"8072","陞泰","Y","0","0","0",
"8081","致新","Y","1,000","68,200","68,900",
"8103","瀚荃","Y","10,000","281,600","283,150",
"8105","凌巨","","80,000","1,440,400","1,432,800",
"8110","華東","","73,000","1,020,100","1,015,700",
"8112","至上","","171,000","5,498,550","5,500,200",
"8114","振樺電","","13,000","1,667,500","1,669,000",
"8131","福懋科","","12,000","396,150","398,300",
"8150","南茂","","165,000","3,922,800","3,903,100",
"8163","達方","","67,000","2,058,400","2,062,900",
"8201","無敵","","2,195,000","41,383,900","41,557,700",
"8210","勤誠","","62,000","3,113,550","3,120,300",
"8213","志超","Y","7,000","204,200","204,600",
"8215","明基材","","44,000","823,500","823,400",
"8222","寶一","","27,000","538,850","540,000",
"8249","菱光","","23,000","608,600","603,200",
"8261","富鼎","","32,000","849,150","850,200",
"8271","宇瞻","","8,000","321,100","320,200",
"8341","日友","","64,000","13,952,000","13,901,500",
"8374","羅昇","","30,000","866,350","865,200",
"8404","百和興業-KY","Y","47,000","2,820,200","2,806,600",
"8411","福貞-KY","","7,000","156,750","156,450",
"8422","可寧衛","","24,000","4,604,000","4,619,000",
"8427","基勝-KY","","0","0","0",
"8429","金麗-KY","","6,000","125,050","124,900",
"8442","威宏-KY","","1,000","61,400","61,900",
"8443","阿瘦","","28,000","432,700","434,850",
"8454","富邦媒","","23,000","6,362,500","6,375,000",
"8463","潤泰材","","1,000","18,000","18,000",
"8464","億豐","","16,000","4,468,500","4,479,500",
"8466","美&#x5586;-KY","","0","0","0",
"8467","波力-KY","","0","0","0",
"8473","山林水","Y","448,000","33,816,100","34,069,400",
"8480","泰昇-KY","","1,000","149,000","150,000",
"8481","政伸","","0","0","0",
"8488","吉源-KY","","0","0","0",
"8926","台汽電","","2,361,000","66,795,300","67,012,400",
"8940","新天地","","2,000","27,500","27,400",
"8996","高力","","35,000","1,590,850","1,593,400",
"9103","美德醫療-DR","","39,000","55,380","55,770",
"9105","泰金寶-DR","","126,000","350,380","350,090",
"9136","巨騰-DR","","1,000","7,870","7,950",
"9802","鈺齊-KY","Y","3,000","198,300","198,700",
"9902","台火","Y","5,000","49,030","49,180",
"9904","寶成","","352,000","13,488,300","13,505,300",
"9905","大華","","38,000","1,019,350","1,024,550",
"9906","欣巴巴","","3,000","45,150","45,000",
"9907","統一實","","5,000","65,250","65,750",
"9908","大台北","","0","0","0",
"9910","豐泰","","12,000","1,574,500","1,580,500",
"9911","櫻花","Y","51,000","1,944,800","1,957,400",
"9912","偉聯","Y","130,000","1,512,350","1,492,500",
"9914","美利達","","17,000","2,248,500","2,248,500",
"9917","中保","","13,000","1,167,700","1,169,800",
"9918","欣天然","","0","0","0",
"9919","康那香","Y","18,000","219,050","219,400",
"9921","巨大","","33,000","4,979,500","4,958,500",
"9924","福興","","0","0","0",
"9925","新保","","0","0","0",
"9926","新海","","0","0","0",
"9927","泰銘","","0","0","0",
"9930","中聯資源","","0","0","0",
"9931","欣高","Y","0","0","0",
"9933","中鼎","","744,000","36,425,950","36,895,250",
"9934","成霖","","52,000","1,101,200","1,103,250",
"9937","全國","","1,000","40,700","40,700",
"9938","百和","Y","82,000","6,569,500","6,514,900",
"9939","宏全","","26,000","1,407,000","1,406,200",
"9940","信義","","9,000","387,900","389,600",
"9941","裕融","","5,000","594,000","593,000",
"9942","茂順","Y","0","0","0",
"9943","好樂迪","Y","0","0","0",
"9944","新麗","","59,000","1,158,750","1,164,650",
"9945","潤泰新","Y","1,103,000","38,467,600","38,832,600",
"9946","三發地產","","36,000","506,950","505,200",
"9955","佳龍","","5,000","71,550","71,350",
"9958","世紀鋼","","14,811,000","1,312,469,100","1,320,688,200",