代號,名稱,外資及陸資(不含外資自營商)-買進股數,外資及陸資(不含外資自營商)-賣出股數,外資及陸資(不含外資自營商)-買賣超股數,外資自營商-買進股數,外資自營商-賣出股數,外資自營商-買賣超股數,外資及陸資-買進股數,外資及陸資-賣出股數,外資及陸資-買賣超股數,投信-買進股數,投信-賣出股數,投信-買賣超股數,自營商(自行買賣)-買進股數,自營商(自行買賣)-賣出股數,自營商(自行買賣)-買賣超股數,自營商(避險)-買進股數,自營商(避險)-賣出股數,自營商(避險)-買賣超股數,自營商-買進股數,自營商-賣出股數,自營商-買賣超股數,三大法人買賣超股數合計
"3611","鼎翰","8,000","5,000","3,000","0","0","0","8,000","5,000","3,000","63,000","0","63,000","1,000","1,000","0","0","0","0","1,000","1,000","0","66,000"
"3615","安可","0","0","0","0","0","0","0","0","0","0","0","0","0","6,000","-6,000","0","0","0","0","6,000","-6,000","-6,000"
"3624","光頡","211,000","373,000","-162,000","0","0","0","211,000","373,000","-162,000","0","0","0","0","161,000","-161,000","8,000","284,000","-276,000","8,000","445,000","-437,000","-599,000"
"3625","西勝","9,000","137,000","-128,000","0","0","0","9,000","137,000","-128,000","0","0","0","0","0","0","0","0","0","0","0","0","-128,000"
"3628","盈正","0","0","0","0","0","0","0","0","0","0","0","0","4,000","14,000","-10,000","0","0","0","4,000","14,000","-10,000","-10,000"
"3630","新鉅科","20,000","118,000","-98,000","0","0","0","20,000","118,000","-98,000","0","0","0","0","0","0","0","0","0","0","0","0","-98,000"
"3632","研勤","2,000","0","2,000","0","0","0","2,000","0","2,000","0","0","0","0","0","0","0","0","0","0","0","0","2,000"
"3642","駿熠電","0","0","0","0","0","0","0","0","0","0","0","0","0","4,000","-4,000","0","0","0","0","4,000","-4,000","-4,000"
"3646","艾恩特","0","0","0","0","0","0","0","0","0","0","0","0","25,000","25,000","0","0","0","0","25,000","25,000","0","0"
"3652","精聯","4,000","17,000","-13,000","0","0","0","4,000","17,000","-13,000","0","0","0","12,000","16,000","-4,000","0","0","0","12,000","16,000","-4,000","-17,000"
"3663","鑫科","0","0","0","0","0","0","0","0","0","0","0","0","4,000","0","4,000","0","0","0","4,000","0","4,000","4,000"
"3666","光耀","4,000","6,000","-2,000","0","0","0","4,000","6,000","-2,000","0","0","0","0","0","0","0","0","0","0","0","0","-2,000"
"3675","德微","10,000","2,000","8,000","0","0","0","10,000","2,000","8,000","0","0","0","0","0","0","0","0","0","0","0","0","8,000"
"3680","家登","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000","0","0","0","0","13,000","-13,000","0","0","0","0","13,000","-13,000","-14,000"
"3685","元創精密","3,000","0","3,000","0","0","0","3,000","0","3,000","0","0","0","3,000","3,000","0","0","0","0","3,000","3,000","0","3,000"
"3687","歐買尬","0","0","0","0","0","0","0","0","0","0","0","0","0","2,000","-2,000","0","0","0","0","2,000","-2,000","-2,000"
"3689","湧德","9,000","11,000","-2,000","0","0","0","9,000","11,000","-2,000","0","0","0","0","2,000","-2,000","0","1,000","-1,000","0","3,000","-3,000","-5,000"
"3691","碩禾","31,000","25,000","6,000","0","0","0","31,000","25,000","6,000","0","0","0","1,000","0","1,000","1,000","10,000","-9,000","2,000","10,000","-8,000","-2,000"
"3707","漢磊","4,000","260,000","-256,000","0","0","0","4,000","260,000","-256,000","0","0","0","0","0","0","0","0","0","0","0","0","-256,000"
"3709","鑫聯大投控","34,000","1,000","33,000","0","0","0","34,000","1,000","33,000","0","0","0","0","0","0","0","0","0","0","0","0","33,000"
"4102","永日","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","-1,000"
"4103","百略","4,000","14,000","-10,000","0","0","0","4,000","14,000","-10,000","0","0","0","0","0","0","0","0","0","0","0","0","-10,000"
"4105","東洋","147,000","97,000","50,000","0","0","0","147,000","97,000","50,000","5,000","0","5,000","0","0","0","24,000","1,000","23,000","24,000","1,000","23,000","78,000"
"4107","邦特","148,000","400,000","-252,000","0","0","0","148,000","400,000","-252,000","137,000","0","137,000","162,000","31,000","131,000","184,000","53,000","131,000","346,000","84,000","262,000","147,000"
"4109","穆拉德加捷","6,000","1,000","5,000","0","0","0","6,000","1,000","5,000","0","0","0","0","0","0","0","0","0","0","0","0","5,000"
"4111","濟生","41,000","51,000","-10,000","0","0","0","41,000","51,000","-10,000","0","0","0","0","0","0","0","0","0","0","0","0","-10,000"
"4113","聯上","24,000","0","24,000","0","0","0","24,000","0","24,000","0","0","0","0","0","0","0","0","0","0","0","0","24,000"
"4114","健喬","261,000","71,000","190,000","0","0","0","261,000","71,000","190,000","0","0","0","0","0","0","0","0","0","0","0","0","190,000"
"4120","友華","17,000","1,000","16,000","0","0","0","17,000","1,000","16,000","0","0","0","0","0","0","0","2,000","-2,000","0","2,000","-2,000","14,000"
"4121","優盛","24,000","10,000","14,000","0","0","0","24,000","10,000","14,000","0","0","0","0","0","0","0","0","0","0","0","0","14,000"
"4123","晟德","228,000","735,089","-507,089","0","0","0","228,000","735,089","-507,089","0","0","0","42,000","365,000","-323,000","311,000","6,000","305,000","353,000","371,000","-18,000","-525,089"
"4126","太醫","0","1,000","-1,000","0","0","0","0","1,000","-1,000","0","0","0","0","0","0","0","0","0","0","0","0","-1,000"
"4128","中天","16,000","3,000","13,000","0","0","0","16,000","3,000","13,000","0","0","0","0","0","0","94,000","97,000","-3,000","94,000","97,000","-3,000","10,000"
"4129","聯合","0","33,000","-33,000","0","0","0","0","33,000","-33,000","0","0","0","7,000","60,000","-53,000","2,000","30,000","-28,000","9,000","90,000","-81,000","-114,000"
"4130","健亞","18,000","70,000","-52,000","0","0","0","18,000","70,000","-52,000","0","0","0","0","0","0","54,000","18,000","36,000","54,000","18,000","36,000","-16,000"
"4138","曜亞","15,000","1,000","14,000","0","0","0","15,000","1,000","14,000","0","0","0","0","12,000","-12,000","0","0","0","0","12,000","-12,000","2,000"
"4139","馬光-KY","2,000","74,000","-72,000","0","0","0","2,000","74,000","-72,000","0","0","0","0","0","0","0","0","0","0","0","0","-72,000"
"4147","中裕","651,000","399,000","252,000","0","0","0","651,000","399,000","252,000","188,000","0","188,000","67,000","34,000","33,000","0","0","0","67,000","34,000","33,000","473,000"
"4152","台微體","3,000","6,000","-3,000","0","0","0","3,000","6,000","-3,000","0","0","0","0","0","0","0","0","0","0","0","0","-3,000"
"4153","鈺緯","3,000","5,000","-2,000","0","0","0","3,000","5,000","-2,000","0","0","0","0","0","0","0","0","0","0","0","0","-2,000"
"4154","康樂-KY","0","0","0","0","0","0","0","0","0","0","0","0","1,000","0","1,000","0","0","0","1,000","0","1,000","1,000"
"4157","太景*-KY","29,000","298,900","-269,900","0","0","0","29,000","298,900","-269,900","0","0","0","0","0","0","35,000","0","35,000","35,000","0","35,000","-234,900"
"4161","聿新科","0","0","0","0","0","0","0","0","0","0","0","0","3,000","0","3,000","0","0","0","3,000","0","3,000","3,000"
"4162","智擎","69,000","78,000","-9,000","0","0","0","69,000","78,000","-9,000","0","0","0","0","0","0","43,000","3,000","40,000","43,000","3,000","40,000","31,000"
"4163","鐿鈦","8,000","0","8,000","0","0","0","8,000","0","8,000","0","0","0","0","0","0","1,000","0","1,000","1,000","0","1,000","9,000"
"4167","展旺","1,000","43,000","-42,000","0","0","0","1,000","43,000","-42,000","0","0","0","0","0","0","2,000","5,000","-3,000","2,000","5,000","-3,000","-45,000"
"4168","醣聯","7,000","6,000","1,000","0","0","0","7,000","6,000","1,000","0","0","0","3,000","0","3,000","0","0","0","3,000","0","3,000","4,000"
"4173","久裕","0","0","0","0","0","0","0","0","0","0","0","0","7,000","1,000","6,000","0","0","0","7,000","1,000","6,000","6,000"
"4174","浩鼎","91,025","170,000","-78,975","0","0","0","91,025","170,000","-78,975","0","49,000","-49,000","0","0","0","0","0","0","0","0","0","-127,975"
"4180","安成藥","16,000","100,000","-84,000","0","0","0","16,000","100,000","-84,000","0","0","0","0","0","0","0","0","0","0","0","0","-84,000"
"4188","安克","13,000","0","13,000","0","0","0","13,000","0","13,000","0","0","0","0","0","0","0","0","0","0","0","0","13,000"
"4198","環瑞醫","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","-1,000"
"4207","環泰","0","9,000","-9,000","0","0","0","0","9,000","-9,000","0","0","0","0","0","0","0","0","0","0","0","0","-9,000"
"4303","信立","3,000","1,000","2,000","0","0","0","3,000","1,000","2,000","0","0","0","0","0","0","0","0","0","0","0","0","2,000"
"4401","東隆興","6,000","0","6,000","0","0","0","6,000","0","6,000","0","5,000","-5,000","0","0","0","0","0","0","0","0","0","1,000"
"4402","福大","0","0","0","0","0","0","0","0","0","0","0","0","0","2,000","-2,000","0","0","0","0","2,000","-2,000","-2,000"
"4417","金洲","11,000","4,000","7,000","0","0","0","11,000","4,000","7,000","0","0","0","0","0","0","0","0","0","0","0","0","7,000"
"4432","銘旺實","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0","0","0","1,000","1,000","0","0"
"4502","健信","1,000","0","1,000","0","0","0","1,000","0","1,000","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","0"
"4503","金雨","0","0","0","0","0","0","0","0","0","0","0","0","1,000","1,000","0","0","0","0","1,000","1,000","0","0"
"4506","崇友","69,000","80,000","-11,000","0","0","0","69,000","80,000","-11,000","0","0","0","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000","-10,000"
"4510","高鋒","0","4,000","-4,000","0","0","0","0","4,000","-4,000","0","0","0","2,000","2,000","0","0","0","0","2,000","2,000","0","-4,000"
"4513","福裕","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","-1,000"
"4528","江興鍛","46,000","44,000","2,000","0","0","0","46,000","44,000","2,000","126,000","0","126,000","210,000","3,000","207,000","22,000","0","22,000","232,000","3,000","229,000","357,000"
"4529","淳紳","1,000","0","1,000","0","0","0","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","0","0","1,000"
"4533","協易機","0","10,000","-10,000","0","0","0","0","10,000","-10,000","0","0","0","0","0","0","0","0","0","0","0","0","-10,000"
"4534","慶騰","7,000","2,000","5,000","0","0","0","7,000","2,000","5,000","0","0","0","0","7,000","-7,000","0","0","0","0","7,000","-7,000","-2,000"
"4541","晟田","27,000","0","27,000","0","0","0","27,000","0","27,000","0","0","0","15,000","0","15,000","0","0","0","15,000","0","15,000","42,000"
"4549","桓達","2,000","0","2,000","0","0","0","2,000","0","2,000","0","0","0","5,000","0","5,000","0","6,000","-6,000","5,000","6,000","-1,000","1,000"
"4554","橙的","0","2,000","-2,000","0","0","0","0","2,000","-2,000","0","0","0","0","0","0","0","0","0","0","0","0","-2,000"
"4609","唐鋒","0","0","0","0","0","0","0","0","0","0","0","0","2,000","2,000","0","0","0","0","2,000","2,000","0","0"
"4702","中美實","79,000","0","79,000","0","0","0","79,000","0","79,000","0","0","0","0","0","0","0","0","0","0","0","0","79,000"
"4707","磐亞","0","119,000","-119,000","0","0","0","0","119,000","-119,000","0","0","0","243,000","0","243,000","0","0","0","243,000","0","243,000","124,000"
"4712","南璋","1,000","3,000","-2,000","0","0","0","1,000","3,000","-2,000","0","0","0","0","0","0","0","0","0","0","0","0","-2,000"
"4714","永捷","40,000","4,000","36,000","0","0","0","40,000","4,000","36,000","0","0","0","0","2,000","-2,000","0","0","0","0","2,000","-2,000","34,000"
"4716","大立","0","0","0","0","0","0","0","0","0","0","0","0","2,000","0","2,000","0","0","0","2,000","0","2,000","2,000"
"4721","美琪瑪","65,000","13,000","52,000","0","0","0","65,000","13,000","52,000","0","0","0","0","1,000","-1,000","70,000","47,000","23,000","70,000","48,000","22,000","74,000"
"4726","永昕","1,000","0","1,000","0","0","0","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","0","0","1,000"
"4728","雙美","21,000","29,000","-8,000","0","0","0","21,000","29,000","-8,000","0","0","0","1,000","1,000","0","0","0","0","1,000","1,000","0","-8,000"
"4735","豪展","2,000","11,000","-9,000","0","0","0","2,000","11,000","-9,000","0","0","0","0","0","0","0","0","0","0","0","0","-9,000"
"4736","泰博","85,000","137,000","-52,000","0","0","0","85,000","137,000","-52,000","0","66,000","-66,000","37,000","35,000","2,000","35,000","19,000","16,000","72,000","54,000","18,000","-100,000"
"4743","合一","23,000","25,000","-2,000","0","0","0","23,000","25,000","-2,000","0","0","0","0","0","0","0","0","0","0","0","0","-2,000"
"4745","合富-KY","12,000","69,000","-57,000","0","0","0","12,000","69,000","-57,000","0","0","0","0","0","0","0","0","0","0","0","0","-57,000"
"4803","VHQ-KY","740,713","217,000","523,713","0","0","0","740,713","217,000","523,713","190,000","0","190,000","11,000","90,000","-79,000","115,000","0","115,000","126,000","90,000","36,000","749,713"
"4806","昇華","0","25,000","-25,000","0","0","0","0","25,000","-25,000","0","0","0","0","0","0","0","0","0","0","0","0","-25,000"
"4903","聯光通","819,000","225,000","594,000","0","0","0","819,000","225,000","594,000","0","0","0","0","2,000","-2,000","0","0","0","0","2,000","-2,000","592,000"
"4905","台聯電","0","0","0","0","0","0","0","0","0","0","0","0","2,000","0","2,000","0","0","0","2,000","0","2,000","2,000"
"4907","富宇","1,000","0","1,000","0","0","0","1,000","0","1,000","0","0","0","0","0","0","6,000","0","6,000","6,000","0","6,000","7,000"
"4908","前鼎","1,000","11,000","-10,000","0","0","0","1,000","11,000","-10,000","0","0","0","5,000","3,000","2,000","0","0","0","5,000","3,000","2,000","-8,000"
"4909","新復興","1,000","0","1,000","0","0","0","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","0","0","1,000"
"4933","友輝","8,000","1,000","7,000","0","0","0","8,000","1,000","7,000","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","6,000"
"4939","亞電","2,000","42,000","-40,000","0","0","0","2,000","42,000","-40,000","0","0","0","0","0","0","0","0","0","0","0","0","-40,000"
"4944","兆遠","14,000","0","14,000","0","0","0","14,000","0","14,000","0","0","0","0","0","0","0","0","0","0","0","0","14,000"
"4946","辣椒","2,000","0","2,000","0","0","0","2,000","0","2,000","0","0","0","0","0","0","0","0","0","0","0","0","2,000"
"4947","昂寶-KY","54,000","154,000","-100,000","0","0","0","54,000","154,000","-100,000","17,000","30,000","-13,000","0","4,000","-4,000","95,000","8,000","87,000","95,000","12,000","83,000","-30,000"
"4953","緯軟","4,000","8,000","-4,000","0","0","0","4,000","8,000","-4,000","0","0","0","0","0","0","0","0","0","0","0","0","-4,000"
"4965","商店街","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","-1,000"
"4966","譜瑞-KY","139,000","367,000","-228,000","0","0","0","139,000","367,000","-228,000","13,000","153,000","-140,000","14,000","0","14,000","1,000","0","1,000","15,000","0","15,000","-353,000"
"4971","IET-KY","21,000","8,000","13,000","0","0","0","21,000","8,000","13,000","0","0","0","35,000","0","35,000","1,000","40,000","-39,000","36,000","40,000","-4,000","9,000"
"4972","湯石照明","9,000","126,000","-117,000","0","0","0","9,000","126,000","-117,000","0","0","0","0","0","0","0","0","0","0","0","0","-117,000"
"4973","廣穎","2,000","8,000","-6,000","0","0","0","2,000","8,000","-6,000","0","0","0","0","2,000","-2,000","0","0","0","0","2,000","-2,000","-8,000"
"4974","亞泰","0","197,000","-197,000","0","0","0","0","197,000","-197,000","0","0","0","1,000","0","1,000","0","13,000","-13,000","1,000","13,000","-12,000","-209,000"
"4979","華星光","4,000","27,000","-23,000","0","0","0","4,000","27,000","-23,000","0","0","0","0","3,000","-3,000","1,000","0","1,000","1,000","3,000","-2,000","-25,000"
"4987","科誠","0","0","0","0","0","0","0","0","0","0","8,000","-8,000","0","0","0","0","0","0","0","0","0","-8,000"
"4991","環宇-KY","88,000","34,000","54,000","0","0","0","88,000","34,000","54,000","0","23,000","-23,000","0","0","0","13,000","15,000","-2,000","13,000","15,000","-2,000","29,000"
"5009","榮剛","238,000","276,000","-38,000","0","0","0","238,000","276,000","-38,000","0","0","0","0","0","0","0","67,000","-67,000","0","67,000","-67,000","-105,000"
"5014","建錩","39,000","6,000","33,000","0","0","0","39,000","6,000","33,000","0","0","0","0","0","0","0","0","0","0","0","0","33,000"
"5015","華祺","6,000","0","6,000","0","0","0","6,000","0","6,000","0","0","0","0","0","0","0","0","0","0","0","0","6,000"
"5016","松和","1,000","0","1,000","0","0","0","1,000","0","1,000","0","0","0","0","0","0","0","0","0","0","0","0","1,000"
"5201","凱衛","0","16,000","-16,000","0","0","0","0","16,000","-16,000","0","0","0","0","0","0","0","0","0","0","0","0","-16,000"
"5202","力新","0","0","0","0","0","0","0","0","0","0","0","0","1,000","0","1,000","0","0","0","1,000","0","1,000","1,000"
"5206","坤悅","0","0","0","0","0","0","0","0","0","0","0","0","5,000","0","5,000","0","0","0","5,000","0","5,000","5,000"
"5211","蒙恬","1,000","0","1,000","0","0","0","1,000","0","1,000","0","0","0","2,000","0","2,000","0","0","0","2,000","0","2,000","3,000"
"5213","亞昕","35,000","0","35,000","0","0","0","35,000","0","35,000","0","0","0","0","10,000","-10,000","0","0","0","0","10,000","-10,000","25,000"
"5220","萬達光電","0","2,000","-2,000","0","0","0","0","2,000","-2,000","0","0","0","0","0","0","0","0","0","0","0","0","-2,000"
"5227","立凱-KY","50,000","2,000","48,000","0","0","0","50,000","2,000","48,000","0","0","0","0","0","0","0","0","0","0","0","0","48,000"
"5230","雷笛克光學","0","17,000","-17,000","0","0","0","0","17,000","-17,000","0","0","0","1,000","0","1,000","0","0","0","1,000","0","1,000","-16,000"
"5245","智晶","7,000","3,000","4,000","0","0","0","7,000","3,000","4,000","0","0","0","0","0","0","0","479","-479","0","479","-479","3,521"
"5255","美桀","3,000","33,000","-30,000","0","0","0","3,000","33,000","-30,000","0","0","0","0","0","0","0","0","0","0","0","0","-30,000"
"5263","智崴","16,000","21,000","-5,000","0","0","0","16,000","21,000","-5,000","0","0","0","35,000","0","35,000","0","1,000","-1,000","35,000","1,000","34,000","29,000"
"5272","笙科","0","0","0","0","0","0","0","0","0","0","0","0","3,000","0","3,000","0","0","0","3,000","0","3,000","3,000"
"5274","信驊","71,000","22,000","49,000","0","0","0","71,000","22,000","49,000","2,000","16,023","-14,023","0","0","0","9,000","2,000","7,000","9,000","2,000","7,000","41,977"
"5278","尚凡","3,000","0","3,000","0","0","0","3,000","0","3,000","0","0","0","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000","2,000"
"5281","大峽谷-KY","25,000","187,000","-162,000","0","0","0","25,000","187,000","-162,000","0","0","0","0","0","0","0","0","0","0","0","0","-162,000"
"5287","數字","41,000","7,000","34,000","0","0","0","41,000","7,000","34,000","0","0","0","0","1,000","-1,000","3,000","2,000","1,000","3,000","3,000","0","34,000"
"5289","宜鼎","59,000","137,000","-78,000","0","0","0","59,000","137,000","-78,000","12,000","0","12,000","0","6,000","-6,000","175,000","41,000","134,000","175,000","47,000","128,000","62,000"
"5291","邑昇","0","0","0","0","0","0","0","0","0","0","0","0","1,000","0","1,000","0","0","0","1,000","0","1,000","1,000"
"5299","杰力","14,000","1,000","13,000","0","0","0","14,000","1,000","13,000","15,000","0","15,000","0","0","0","8,000","4,000","4,000","8,000","4,000","4,000","32,000"
"5301","寶得利","0","4,000","-4,000","0","0","0","0","4,000","-4,000","0","0","0","3,000","0","3,000","0","0","0","3,000","0","3,000","-1,000"
"5302","太欣","15,000","29,000","-14,000","0","0","0","15,000","29,000","-14,000","0","0","0","0","0","0","0","0","0","0","0","0","-14,000"
"5306","桂盟","16,000","1,000","15,000","0","0","0","16,000","1,000","15,000","0","0","0","0","0","0","0","1,000","-1,000","0","1,000","-1,000","14,000"
"5309","系統電","2,000","0","2,000","0","0","0","2,000","0","2,000","0","0","0","0","0","0","0","0","0","0","0","0","2,000"
"5310","天剛","0","0","0","0","0","0","0","0","0","0","0","0","7,000","0","7,000","0","0","0","7,000","0","7,000","7,000"
"5312","寶島科","0","15,000","-15,000","0","0","0","0","15,000","-15,000","0","0","0","0","0","0","0","0","0","0","0","0","-15,000"
"5315","光聯","30,000","14,000","16,000","0","0","0","30,000","14,000","16,000","0","0","0","0","0","0","0","0","0","0","0","0","16,000"
"5317","凱美","1,000","405,000","-404,000","0","0","0","1,000","405,000","-404,000","0","0","0","0","0","0","21,000","301,000","-280,000","21,000","301,000","-280,000","-684,000"
"5324","士開","0","0","0","0","0","0","0","0","0","0","0","0","0","3,000","-3,000","0","0","0","0","3,000","-3,000","-3,000"
"5328","華容","0","9,000","-9,000","0","0","0","0","9,000","-9,000","0","0","0","0","0","0","0","0","0","0","0","0","-9,000"
"5340","建榮","73,000","0","73,000","0","0","0","73,000","0","73,000","0","0","0","0","0","0","0","0","0","0","0","0","73,000"
"5344","立衛","0","0","0","0","0","0","0","0","0","0","0","0","2,000","13,000","-11,000","0","0","0","2,000","13,000","-11,000","-11,000"
"5347","世界","980,000","1,291,000","-311,000","0","0","0","980,000","1,291,000","-311,000","0","344","-344","8,000","46,000","-38,000","156,000","87,000","69,000","164,000","133,000","31,000","-280,344"
"5349","先豐","56,000","416,000","-360,000","0","0","0","56,000","416,000","-360,000","0","0","0","2,000","2,000","0","3,000","10,000","-7,000","5,000","12,000","-7,000","-367,000"
"5351","鈺創","44,000","1,000","43,000","0","0","0","44,000","1,000","43,000","0","0","0","0","0","0","0","0","0","0","0","0","43,000"
"5353","台林","4,000","0","4,000","0","0","0","4,000","0","4,000","0","0","0","12,000","0","12,000","0","0","0","12,000","0","12,000","16,000"
"5356","協益","46,000","60,000","-14,000","0","0","0","46,000","60,000","-14,000","0","0","0","0","0","0","0","0","0","0","0","0","-14,000"
"5371","中光電","240,000","661,000","-421,000","0","0","0","240,000","661,000","-421,000","0","0","0","0","0","0","0","21,000","-21,000","0","21,000","-21,000","-442,000"
"5386","青雲","0","196,000","-196,000","0","0","0","0","196,000","-196,000","0","0","0","1,000","3,000","-2,000","0","0","0","1,000","3,000","-2,000","-198,000"
"5392","應華","51,000","28,000","23,000","0","0","0","51,000","28,000","23,000","0","0","0","0","0","0","1,000","0","1,000","1,000","0","1,000","24,000"
"5398","慕康生醫","2,000","2,000","0","0","0","0","2,000","2,000","0","0","0","0","2,000","0","2,000","0","0","0","2,000","0","2,000","2,000"
"5410","國眾","7,000","47,000","-40,000","0","0","0","7,000","47,000","-40,000","0","0","0","0","0","0","0","0","0","0","0","0","-40,000"
"5425","台半","36,000","382,000","-346,000","0","0","0","36,000","382,000","-346,000","128,000","0","128,000","0","170,000","-170,000","10,000","34,000","-24,000","10,000","204,000","-194,000","-412,000"
"5426","振發","33,000","0","33,000","0","0","0","33,000","0","33,000","0","0","0","18,000","0","18,000","0","0","0","18,000","0","18,000","51,000"
"5438","東友","0","30,000","-30,000","0","0","0","0","30,000","-30,000","0","0","0","0","0","0","0","0","0","0","0","0","-30,000"
"5439","高技","523,000","164,000","359,000","0","0","0","523,000","164,000","359,000","150,000","0","150,000","0","0","0","56,000","0","56,000","56,000","0","56,000","565,000"
"5443","均豪","34,000","75,000","-41,000","0","0","0","34,000","75,000","-41,000","0","0","0","0","0","0","0","1,000","-1,000","0","1,000","-1,000","-42,000"
"5450","寶聯通","0","0","0","0","0","0","0","0","0","0","0","0","13,000","0","13,000","0","0","0","13,000","0","13,000","13,000"
"5457","宣德","13,000","50,000","-37,000","0","0","0","13,000","50,000","-37,000","0","0","0","5,000","0","5,000","5,000","3,000","2,000","10,000","3,000","7,000","-30,000"
"5465","富驊","1,000","35,000","-34,000","0","0","0","1,000","35,000","-34,000","0","0","0","3,000","0","3,000","0","0","0","3,000","0","3,000","-31,000"
"5474","聰泰","4,000","0","4,000","0","0","0","4,000","0","4,000","0","0","0","0","0","0","0","0","0","0","0","0","4,000"
"5475","德宏","13,000","1,000","12,000","0","0","0","13,000","1,000","12,000","0","0","0","0","0","0","0","0","0","0","0","0","12,000"
"5478","智冠","70,000","93,000","-23,000","0","0","0","70,000","93,000","-23,000","0","0","0","9,000","7,000","2,000","92,000","53,000","39,000","101,000","60,000","41,000","18,000"
"5481","華韡","0","9,000","-9,000","0","0","0","0","9,000","-9,000","0","0","0","9,000","0","9,000","0","0","0","9,000","0","9,000","0"
"5483","中美晶","1,926,000","3,326,000","-1,400,000","0","0","0","1,926,000","3,326,000","-1,400,000","0","250,000","-250,000","239,000","92,000","147,000","113,000","90,000","23,000","352,000","182,000","170,000","-1,480,000"
"5487","通泰","0","0","0","0","0","0","0","0","0","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","-1,000"
"5488","松普","0","0","0","0","0","0","0","0","0","0","0","0","0","8,000","-8,000","0","0","0","0","8,000","-8,000","-8,000"
"5489","彩富","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000","0","0","0","0","0","0","0","0","0","0","0","0","1,000"
"5490","同亨","11,000","14,000","-3,000","0","0","0","11,000","14,000","-3,000","0","70,000","-70,000","0","0","0","0","0","0","0","0","0","-73,000"
"5498","凱崴","0","12,000","-12,000","0","0","0","0","12,000","-12,000","0","0","0","0","0","0","0","0","0","0","0","0","-12,000"
"5508","永信建","4,000","34,000","-30,000","0","0","0","4,000","34,000","-30,000","0","0","0","0","0","0","0","0","0","0","0","0","-30,000"
"5512","力麒","23,000","206,000","-183,000","0","0","0","23,000","206,000","-183,000","0","0","0","0","0","0","182,000","85,000","97,000","182,000","85,000","97,000","-86,000"
"5516","雙喜","0","0","0","0","0","0","0","0","0","0","0","0","0","2,000","-2,000","0","0","0","0","2,000","-2,000","-2,000"
"5530","龍巖","136,000","204,000","-68,000","0","0","0","136,000","204,000","-68,000","0","0","0","0","0","0","0","0","0","0","0","0","-68,000"
"5536","聖暉","46,000","33,000","13,000","0","0","0","46,000","33,000","13,000","0","0","0","0","0","0","58,000","9,000","49,000","58,000","9,000","49,000","62,000"
"5609","中菲行","3,000","0","3,000","0","0","0","3,000","0","3,000","0","0","0","0","0","0","0","0","0","0","0","0","3,000"
"5820","日盛金","317,000","279,000","38,000","0","0","0","317,000","279,000","38,000","0","0","0","0","0","0","0","0","0","0","0","0","38,000"
"5864","致和證","7,000","1,000","6,000","0","0","0","7,000","1,000","6,000","0","0","0","0","0","0","0","0","0","0","0","0","6,000"
"5903","全家","0","18,000","-18,000","0","0","0","0","18,000","-18,000","0","0","0","0","0","0","0","0","0","0","0","0","-18,000"
"5904","寶雅","15,000","22,000","-7,000","0","0","0","15,000","22,000","-7,000","0","0","0","0","1,000","-1,000","0","0","0","0","1,000","-1,000","-8,000"
"5905","南仁湖","26,000","0","26,000","0","0","0","26,000","0","26,000","0","0","0","0","0","0","0","0","0","0","0","0","26,000"
"6015","宏遠證","29,000","0","29,000","0","0","0","29,000","0","29,000","0","0","0","0","0","0","0","0","0","0","0","0","29,000"
"6016","康和證","60,000","13,000","47,000","0","0","0","60,000","13,000","47,000","0","0","0","0","0","0","0","0","0","0","0","0","47,000"
"6021","大慶證","34,000","0","34,000","0","0","0","34,000","0","34,000","0","0","0","0","0","0","0","0","0","0","0","0","34,000"
"6023","元大期","134,000","4,000","130,000","0","0","0","134,000","4,000","130,000","0","0","0","0","0","0","0","0","0","0","0","0","130,000"
"6026","福邦證","79,000","0","79,000","0","0","0","79,000","0","79,000","0","0","0","0","0","0","0","0","0","0","0","0","79,000"
"6101","寬魚國際","12,000","3,000","9,000","0","0","0","12,000","3,000","9,000","0","0","0","5,000","0","5,000","0","0","0","5,000","0","5,000","14,000"
"6104","創惟","16,000","0","16,000","0","0","0","16,000","0","16,000","0","0","0","0","3,000","-3,000","0","0","0","0","3,000","-3,000","13,000"
"6111","大宇資","25,000","28,000","-3,000","0","0","0","25,000","28,000","-3,000","0","0","0","0","1,000","-1,000","4,000","9,000","-5,000","4,000","10,000","-6,000","-9,000"
