"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="00637L","元大滬深300正2","14,860,000","400,000","14,460,000","0","0","0","0","0","0","12,213,000","350,000","100,000","250,000","17,783,000","5,820,000","11,963,000","26,673,000",
"2888","新光金","33,508,288","14,286,786","19,221,502","0","0","0","0","0","0","1,940,000","261,000","62,000","199,000","1,945,000","204,000","1,741,000","21,161,502",
"2303","聯電","37,385,000","18,183,000","19,202,000","0","0","0","0","0","0","1,266,000","103,000","30,000","73,000","1,882,000","689,000","1,193,000","20,468,000",
"2883","開發金","20,006,000","3,342,000","16,664,000","0","0","0","0","0","0","2,862,000","1,301,000","4,000","1,297,000","1,758,000","193,000","1,565,000","19,526,000",
"2884","玉山金","21,217,329","4,413,000","16,804,329","0","0","0","0","0","0","280,000","19,000","48,000","-29,000","313,000","4,000","309,000","17,084,329",
"2448","晶電","10,919,000","2,785,741","8,133,259","0","0","0","0","0","0","3,690,000","480,000","217,000","263,000","3,937,000","510,000","3,427,000","11,823,259",
"1402","遠東新","11,152,000","1,446,480","9,705,520","0","0","0","500,000","0","500,000","-237,000","48,000","562,000","-514,000","277,000","0","277,000","9,968,520",
="00633L","富邦上証正2","4,178,000","41,000","4,137,000","0","0","0","0","0","0","5,009,000","0","61,000","-61,000","8,955,000","3,885,000","5,070,000","9,146,000",
="073431","鴻海群益78購01","0","0","0","0","0","0","0","0","0","8,337,000","0","0","0","8,433,000","96,000","8,337,000","8,337,000",
"2603","長榮","8,303,000","2,027,000","6,276,000","0","0","0","0","0","0","2,035,000","504,000","97,000","407,000","1,965,000","337,000","1,628,000","8,311,000",
"2337","旺宏","17,840,000","13,367,000","4,473,000","0","0","0","0","0","0","3,744,000","4,000","83,000","-79,000","5,921,000","2,098,000","3,823,000","8,217,000",
"2618","長榮航","9,230,000","2,469,000","6,761,000","0","0","0","0","0","0","1,332,000","2,000","88,000","-86,000","1,681,000","263,000","1,418,000","8,093,000",
"2856","元富證","8,291,000","629,000","7,662,000","0","0","0","0","0","0","0","0","0","0","0","0","0","7,662,000",
"1101","台泥","7,446,000","2,498,000","4,948,000","0","0","0","1,546,000","0","1,546,000","574,000","549,000","93,000","456,000","127,000","9,000","118,000","7,068,000",
"2834","臺企銀","9,514,922","2,194,000","7,320,922","0","0","0","0","0","0","-1,674,000","33,000","2,333,000","-2,300,000","686,000","60,000","626,000","5,646,922",
"1102","亞泥","6,187,255","1,441,649","4,745,606","0","0","0","434,000","0","434,000","256,000","18,000","43,000","-25,000","281,000","0","281,000","5,435,606",
"1605","華新","9,568,000","5,234,718","4,333,282","0","0","0","0","0","0","729,000","81,000","146,000","-65,000","1,150,000","356,000","794,000","5,062,282",
="00632R","元大台灣50反1","3,237,000","1,325,000","1,912,000","0","0","0","0","0","0","3,045,000","3,750,000","2,640,000","1,110,000","9,580,000","7,645,000","1,935,000","4,957,000",
"2903","遠百","4,804,000","93,000","4,711,000","0","0","0","0","0","0","-3,000","1,000","4,000","-3,000","0","0","0","4,708,000",
"2610","華航","5,785,000","1,528,000","4,257,000","0","0","0","500,000","100,000","400,000","-65,000","0","65,000","-65,000","0","0","0","4,592,000",
"2353","宏��","10,857,000","7,917,706","2,939,294","0","0","0","0","0","0","1,647,000","120,000","4,000","116,000","1,873,000","342,000","1,531,000","4,586,294",
"2881","富邦金","6,568,312","2,574,512","3,993,800","0","0","0","0","0","0","346,000","161,000","0","161,000","271,000","86,000","185,000","4,339,800",
"1444","力麗","2,724,000","392,000","2,332,000","0","0","0","0","0","0","1,880,000","2,000","0","2,000","1,878,000","0","1,878,000","4,212,000",
"1216","統一","8,424,314","5,079,229","3,345,085","0","0","0","454,000","0","454,000","289,000","101,000","12,000","89,000","263,000","63,000","200,000","4,088,085",
="077340","智邦凱基7A購03","0","0","0","0","0","0","0","0","0","3,957,000","0","0","0","4,142,000","185,000","3,957,000","3,957,000",
"2886","兆豐金","7,005,826","3,671,176","3,334,650","0","0","0","0","0","0","371,000","305,000","100,000","205,000","176,000","10,000","166,000","3,705,650",
="00655L","國泰中國A50正2","1,109,000","41,000","1,068,000","0","0","0","0","0","0","2,584,000","0","0","0","3,719,000","1,135,000","2,584,000","3,652,000",
"3037","欣興","6,276,000","3,420,000","2,856,000","0","0","0","0","0","0","755,000","4,000","74,000","-70,000","900,000","75,000","825,000","3,611,000",
="070773","群創凱基76購01","0","0","0","0","0","0","0","0","0","3,595,000","0","0","0","4,129,000","534,000","3,595,000","3,595,000",
"3481","群創","8,559,262","5,101,000","3,458,262","0","0","0","0","0","0","35,000","18,000","0","18,000","410,000","393,000","17,000","3,493,262",
"2882","國泰金","5,364,517","2,478,133","2,886,384","0","0","0","824,000","696,000","128,000","389,000","300,000","0","300,000","208,000","119,000","89,000","3,403,384",
"6116","彩晶","6,845,000","3,624,000","3,221,000","0","0","0","0","0","0","19,000","9,000","78,000","-69,000","114,000","26,000","88,000","3,240,000",
"1314","中石化","4,625,000","1,661,000","2,964,000","0","0","0","0","0","0","222,000","77,000","4,000","73,000","546,000","397,000","149,000","3,186,000",
"3035","智原","2,823,000","1,541,000","1,282,000","0","0","0","822,000","0","822,000","826,000","544,000","240,000","304,000","612,000","90,000","522,000","2,930,000",
="077979","智邦凱基7A購05","0","0","0","0","0","0","0","0","0","2,820,000","0","0","0","2,971,000","151,000","2,820,000","2,820,000",
="06015P","聯發科群益76售04","0","0","0","0","0","0","0","0","0","2,812,000","0","0","0","2,845,000","33,000","2,812,000","2,812,000",
"5871","中租-KY","3,224,402","2,653,000","571,402","0","0","0","1,029,000","0","1,029,000","1,191,000","757,000","0","757,000","468,000","34,000","434,000","2,791,402",
"2498","宏達電","2,410,000","1,769,900","640,100","0","0","0","0","0","0","2,069,000","198,000","139,000","59,000","2,058,000","48,000","2,010,000","2,709,100",
="073806","禾伸堂麥證79購01","0","0","0","3,162,000","553,000","2,609,000","0","0","0","2,607,000","0","0","0","3,162,000","555,000","2,607,000","2,607,000",
="05683P","友達元大76售01","0","0","0","0","0","0","0","0","0","2,586,000","0","0","0","2,783,000","197,000","2,586,000","2,586,000",
"2885","元大金","7,137,000","4,879,000","2,258,000","0","0","0","0","0","0","301,000","5,000","10,000","-5,000","438,000","132,000","306,000","2,559,000",
="075067","友達麥證7B購01","0","0","0","2,506,000","0","2,506,000","0","0","0","2,506,000","0","0","0","2,506,000","0","2,506,000","2,506,000",
="06427P","微星元大77售05","0","0","0","0","0","0","0","0","0","2,476,000","0","0","0","2,720,000","244,000","2,476,000","2,476,000",
"2027","大成鋼","2,676,000","2,453,000","223,000","0","0","0","862,000","0","862,000","1,354,000","167,000","244,000","-77,000","1,779,000","348,000","1,431,000","2,439,000",
="077542","美律統一7B購02","0","0","0","0","0","0","0","0","0","2,395,000","0","0","0","2,395,000","0","2,395,000","2,395,000",
="067555","T50反1元大76購01","0","0","0","0","0","0","0","0","0","2,370,000","0","0","0","2,620,000","250,000","2,370,000","2,370,000",
="077869","美律永豐7A購03","0","0","0","0","0","0","0","0","0","2,344,000","0","0","0","2,591,000","247,000","2,344,000","2,344,000",
="06229P","鴻海群益76售10","0","0","0","0","0","0","0","0","0","2,328,000","0","0","0","2,348,000","20,000","2,328,000","2,328,000",
="073944","友達麥證7A購01","0","0","0","2,312,000","0","2,312,000","0","0","0","2,312,000","0","0","0","2,312,000","0","2,312,000","2,312,000",
="07049P","佳世達元大79售02","0","0","0","0","0","0","0","0","0","2,305,000","0","0","0","2,622,000","317,000","2,305,000","2,305,000",
="071650","康普國泰78購02","0","0","0","0","0","0","0","0","0","2,291,000","0","0","0","2,306,000","15,000","2,291,000","2,291,000",
="00636","國泰中國A50","1,098,000","13,000","1,085,000","0","0","0","0","0","0","1,204,000","510,000","0","510,000","1,283,000","589,000","694,000","2,289,000",
"2344","華邦電","13,012,372","8,126,000","4,886,372","0","0","0","0","0","0","-2,612,000","8,000","1,199,000","-1,191,000","742,000","2,163,000","-1,421,000","2,274,372",
="072857","大立光麥證77購01","0","0","0","2,456,000","199,000","2,257,000","0","0","0","2,257,000","0","0","0","2,456,000","199,000","2,257,000","2,257,000",
"2891","中信金","11,164,805","9,928,096","1,236,709","0","0","0","90,000","0","90,000","907,000","375,000","0","375,000","589,000","57,000","532,000","2,233,709",
="07223P","台光電麥證7A售01","0","0","0","2,243,000","20,000","2,223,000","0","0","0","2,223,000","0","0","0","2,243,000","20,000","2,223,000","2,223,000",
"2890","永豐金","6,828,000","3,126,000","3,702,000","0","0","0","0","0","0","-1,488,000","10,000","5,000","5,000","712,000","2,205,000","-1,493,000","2,214,000",
="05886P","日月光中信75售01","0","0","0","0","0","0","0","0","0","2,179,000","0","0","0","2,410,000","231,000","2,179,000","2,179,000",
="074088","A50正2國泰79購02","0","0","0","0","0","0","0","0","0","2,153,000","0","0","0","2,330,000","177,000","2,153,000","2,153,000",
="069581","聯發科中信78購01","0","0","0","0","0","0","0","0","0","2,111,000","0","0","0","3,032,000","921,000","2,111,000","2,111,000",
="077874","康普永豐7A購02","0","0","0","0","0","0","0","0","0","2,090,000","0","0","0","2,090,000","0","2,090,000","2,090,000",
="073188","葡萄王麥證78購01","0","0","0","2,188,000","22,000","2,166,000","0","0","0","2,079,000","0","0","0","2,200,000","121,000","2,079,000","2,079,000",
"3231","緯創","6,688,000","5,391,059","1,296,941","0","0","0","0","0","0","781,000","451,000","8,000","443,000","573,000","235,000","338,000","2,077,941",
"2002","中鋼","8,307,758","6,530,000","1,777,758","0","0","0","0","0","0","264,000","2,000","4,000","-2,000","266,000","0","266,000","2,041,758",
="071649","康普國泰77購01","0","0","0","0","0","0","0","0","0","2,017,000","0","0","0","2,628,000","611,000","2,017,000","2,017,000",
"2439","美律","3,317,000","1,452,000","1,865,000","0","0","0","20,000","0","20,000","119,000","329,000","242,000","87,000","326,000","294,000","32,000","2,004,000",
="073634","元上證元大78購01","0","0","0","0","0","0","0","0","0","1,999,000","0","0","0","1,999,000","0","1,999,000","1,999,000",
="075447","美律凱基79購02","0","0","0","0","0","0","0","0","0","1,996,000","0","0","0","3,408,000","1,412,000","1,996,000","1,996,000",
="073328","康友麥證78購01","0","0","0","3,036,000","1,058,000","1,978,000","0","0","0","1,978,000","0","0","0","3,036,000","1,058,000","1,978,000","1,978,000",
="070690","A50正2群益76購01","0","0","0","0","0","0","0","0","0","1,978,000","0","0","0","1,978,000","0","1,978,000","1,978,000",
="072463","康友麥證77購01","0","0","0","2,702,000","733,000","1,969,000","0","0","0","1,969,000","0","0","0","2,702,000","733,000","1,969,000","1,969,000",
="072846","葡萄王麥證77購01","0","0","0","2,302,000","43,000","2,259,000","0","0","0","1,968,000","0","0","0","2,340,000","372,000","1,968,000","1,968,000",
="068389","台積電玉山75購02","0","0","0","0","0","0","0","0","0","1,957,000","0","0","0","1,957,000","0","1,957,000","1,957,000",
="073493","康普元富78購01","0","0","0","0","0","0","0","0","0","1,945,000","0","0","0","2,193,000","248,000","1,945,000","1,945,000",
="069957","FB上証元大76購01","0","0","0","0","0","0","0","0","0","1,938,000","0","0","0","1,938,000","0","1,938,000","1,938,000",
="070617","華新科永豐76購01","0","0","0","0","0","0","0","0","0","1,923,000","0","0","0","2,111,000","188,000","1,923,000","1,923,000",
="075438","奇力新麥證79購01","0","0","0","2,594,000","678,000","1,916,000","0","0","0","1,916,000","0","0","0","2,594,000","678,000","1,916,000","1,916,000",
="05721P","聯發科元大76售01","0","0","0","0","0","0","0","0","0","1,903,000","0","0","0","1,999,000","96,000","1,903,000","1,903,000",
="077200","仁寶麥證7B購01","0","0","0","2,670,000","786,000","1,884,000","0","0","0","1,884,000","0","0","0","2,670,000","786,000","1,884,000","1,884,000",
="07119P","聯發科元富79售04","0","0","0","0","0","0","0","0","0","1,879,000","0","0","0","2,104,000","225,000","1,879,000","1,879,000",
="03093X","永豐金元大61展01","0","0","0","0","0","0","0","0","0","1,878,000","0","0","0","1,878,000","0","1,878,000","1,878,000",
="07124P","聯發科元大79售13","0","0","0","0","0","0","0","0","0","1,870,000","0","0","0","2,089,000","219,000","1,870,000","1,870,000",
="073925","美律凱基78購03","0","0","0","0","0","0","0","0","0","1,855,000","0","0","0","3,509,000","1,654,000","1,855,000","1,855,000",
="077760","華新科富邦7C購01","0","0","0","0","0","0","0","0","0","1,838,000","0","0","0","2,678,000","840,000","1,838,000","1,838,000",
="073184","台勝科群益77購08","0","0","0","0","0","0","0","0","0","1,835,000","0","0","0","1,835,000","0","1,835,000","1,835,000",
="06971P","聯電日盛79售01","0","0","0","0","0","0","0","0","0","1,789,000","0","0","0","1,994,000","205,000","1,789,000","1,789,000",
"5880","合庫金","4,532,115","2,883,460","1,648,655","0","0","0","0","0","0","138,000","9,000","0","9,000","129,000","0","129,000","1,786,655",
"1303","南亞","2,596,553","933,000","1,663,553","0","0","0","0","0","0","121,000","4,000","2,000","2,000","130,000","11,000","119,000","1,784,553",
="071773","滬深2X群益78購03","0","0","0","0","0","0","0","0","0","1,719,000","0","0","0","1,719,000","0","1,719,000","1,719,000",
="05236P","T50正2群益75售01","0","0","0","0","0","0","0","0","0","1,712,000","0","0","0","1,713,000","1,000","1,712,000","1,712,000",
="076797","華擎麥證7B購01","0","0","0","1,710,000","0","1,710,000","0","0","0","1,710,000","0","0","0","1,710,000","0","1,710,000","1,710,000",
="076796","華擎麥證7A購01","0","0","0","1,708,000","0","1,708,000","0","0","0","1,708,000","0","0","0","1,708,000","0","1,708,000","1,708,000",
="070339","元上證群益76購01","0","0","0","0","0","0","0","0","0","1,691,000","0","0","0","1,691,000","0","1,691,000","1,691,000",
="075208","葡萄王麥證7A購01","0","0","0","1,943,000","167,000","1,776,000","0","0","0","1,685,000","0","0","0","2,108,000","423,000","1,685,000","1,685,000",
="071457","康普國泰78購01","0","0","0","0","0","0","0","0","0","1,682,000","0","0","0","2,305,000","623,000","1,682,000","1,682,000",
="075473","義隆麥證79購01","0","0","0","1,677,000","0","1,677,000","0","0","0","1,677,000","0","0","0","1,677,000","0","1,677,000","1,677,000",
"3702","大聯大","2,637,000","742,225","1,894,775","0","0","0","0","0","0","-241,000","6,000","220,000","-214,000","54,000","81,000","-27,000","1,653,775",
="076186","百和興麥證79購01","0","0","0","1,620,000","0","1,620,000","0","0","0","1,620,000","0","0","0","1,620,000","0","1,620,000","1,620,000",
="074803","華邦電日盛79購01","0","0","0","0","0","0","0","0","0","1,614,000","0","0","0","2,193,000","579,000","1,614,000","1,614,000",
="07340P","宏達電元大7A售01","0","0","0","0","0","0","0","0","0","1,613,000","0","0","0","1,727,000","114,000","1,613,000","1,613,000",
="066806","上証2X中信77購01","0","0","0","0","0","0","0","0","0","1,612,000","0","0","0","1,623,000","11,000","1,612,000","1,612,000",
="075735","訊芯麥證79購01","0","0","0","1,654,000","5,000","1,649,000","0","0","0","1,608,000","0","0","0","1,654,000","46,000","1,608,000","1,608,000",
="06097P","可成元大76售06","0","0","0","0","0","0","0","0","0","1,602,000","0","0","0","1,632,000","30,000","1,602,000","1,602,000",
="075727","致茂麥證7A購01","0","0","0","1,720,000","115,000","1,605,000","0","0","0","1,593,000","0","0","0","1,755,000","162,000","1,593,000","1,593,000",
="073309","東陽麥證78購01","0","0","0","1,686,000","103,000","1,583,000","0","0","0","1,583,000","0","0","0","1,686,000","103,000","1,583,000","1,583,000",
="077364","世芯永豐7A購02","0","0","0","0","0","0","0","0","0","1,577,000","0","0","0","2,249,000","672,000","1,577,000","1,577,000",
="072715","台積電麥證77購02","0","0","0","1,564,000","11,000","1,553,000","0","0","0","1,553,000","0","0","0","1,564,000","11,000","1,553,000","1,553,000",
"2323","中環","78,000","167,000","-89,000","0","0","0","0","0","0","1,635,000","1,667,000","32,000","1,635,000","0","0","0","1,546,000",
="070070","鴻海統一79購01","0","0","0","0","0","0","0","0","0","1,544,000","0","0","0","2,807,000","1,263,000","1,544,000","1,544,000",
="075074","智伸科麥證79購01","0","0","0","1,659,000","117,000","1,542,000","0","0","0","1,542,000","0","0","0","1,659,000","117,000","1,542,000","1,542,000",
="070437","臺股指元大76購13","0","0","0","0","0","0","0","0","0","1,526,000","0","0","0","1,576,000","50,000","1,526,000","1,526,000",
="075736","GIS麥證79購01","0","0","0","2,972,000","1,464,000","1,508,000","0","0","0","1,508,000","0","0","0","2,972,000","1,464,000","1,508,000","1,508,000",
="075640","華邦電中信79購02","0","0","0","0","0","0","0","0","0","1,507,000","0","0","0","1,507,000","0","1,507,000","1,507,000",
="076979","台郡永豐7A購01","0","0","0","0","0","0","0","0","0","1,482,000","0","0","0","1,536,000","54,000","1,482,000","1,482,000",
"3443","創意","2,238,000","1,613,000","625,000","0","0","0","705,000","0","705,000","140,000","263,000","138,000","125,000","154,000","139,000","15,000","1,470,000",
="075722","國喬麥證7A購01","0","0","0","1,569,000","100,000","1,469,000","0","0","0","1,469,000","0","0","0","1,569,000","100,000","1,469,000","1,469,000",
="074106","台積電元大78購12","0","0","0","0","0","0","0","0","0","1,456,000","0","0","0","2,579,000","1,123,000","1,456,000","1,456,000",
="074667","台灣50兆豐7B購02","0","0","0","0","0","0","0","0","0","1,455,000","0","0","0","1,455,000","0","1,455,000","1,455,000",
="072934","為升麥證77購01","0","0","0","1,492,000","32,000","1,460,000","0","0","0","1,437,000","0","0","0","1,492,000","55,000","1,437,000","1,437,000",
="076904","世芯元富7A購01","0","0","0","0","0","0","0","0","0","1,435,000","0","0","0","1,645,000","210,000","1,435,000","1,435,000",
="075733","麗豐麥證79購01","0","0","0","1,436,000","11,000","1,425,000","0","0","0","1,425,000","0","0","0","1,436,000","11,000","1,425,000","1,425,000",
="075840","群創凱基79購01","0","0","0","0","0","0","0","0","0","1,424,000","0","0","0","1,504,000","80,000","1,424,000","1,424,000",
="075951","葡萄王麥證79購01","0","0","0","1,426,000","23,000","1,403,000","0","0","0","1,404,000","0","0","0","1,430,000","26,000","1,404,000","1,404,000",
="075693","臺股指元大79購20","0","0","0","0","0","0","0","0","0","1,397,000","0","0","0","1,779,000","382,000","1,397,000","1,397,000",
="073671","盛群麥證79購01","0","0","0","1,397,000","0","1,397,000","0","0","0","1,397,000","0","0","0","1,397,000","0","1,397,000","1,397,000",
="077376","美律元大7A購02","0","0","0","0","0","0","0","0","0","1,388,000","0","0","0","2,322,000","934,000","1,388,000","1,388,000",
="077391","智邦統一7B購01","0","0","0","0","0","0","0","0","0","1,378,000","0","0","0","1,543,000","165,000","1,378,000","1,378,000",
="06038P","聯電台新78售02","0","0","0","0","0","0","0","0","0","1,378,000","0","0","0","1,388,000","10,000","1,378,000","1,378,000",
="074256","為升麥證79購01","0","0","0","1,670,000","92,000","1,578,000","0","0","0","1,376,000","0","0","0","1,710,000","334,000","1,376,000","1,376,000",
="05885P","聯發科元大75售07","0","0","0","0","0","0","0","0","0","1,357,000","0","0","0","1,357,000","0","1,357,000","1,357,000",
="074674","華邦電中信79購01","0","0","0","0","0","0","0","0","0","1,356,000","0","0","0","1,356,000","0","1,356,000","1,356,000",
="073737","華邦電中信78購01","0","0","0","0","0","0","0","0","0","1,355,000","0","0","0","1,355,000","0","1,355,000","1,355,000",
"1326","台化","1,876,331","587,000","1,289,331","0","0","0","10,000","0","10,000","55,000","2,000","3,000","-1,000","56,000","0","56,000","1,354,331",
="073729","眾達凱基78購01","0","0","0","0","0","0","0","0","0","1,350,000","0","0","0","1,355,000","5,000","1,350,000","1,350,000",
="077203","順德麥證7B購01","0","0","0","1,344,000","0","1,344,000","0","0","0","1,344,000","0","0","0","1,344,000","0","1,344,000","1,344,000",
="05719P","佳世達元大75售02","0","0","0","0","0","0","0","0","0","1,337,000","0","0","0","1,386,000","49,000","1,337,000","1,337,000",
="06438P","欣興元大77售01","0","0","0","0","0","0","0","0","0","1,333,000","0","0","0","1,639,000","306,000","1,333,000","1,333,000",
="077803","康普永豐7A購01","0","0","0","0","0","0","0","0","0","1,333,000","0","0","0","1,343,000","10,000","1,333,000","1,333,000",
="077306","TPK麥證7A購01","0","0","0","1,330,000","0","1,330,000","0","0","0","1,330,000","0","0","0","1,330,000","0","1,330,000","1,330,000",
="077086","滬深2X群益7A購06","0","0","0","0","0","0","0","0","0","1,326,000","0","0","0","2,643,000","1,317,000","1,326,000","1,326,000",
="06317P","康普元大77售02","0","0","0","0","0","0","0","0","0","1,323,000","0","0","0","1,364,000","41,000","1,323,000","1,323,000",
"2408","南亞科","4,675,203","3,142,000","1,533,203","0","0","0","0","149,000","-149,000","-80,000","116,000","206,000","-90,000","119,000","109,000","10,000","1,304,203",
="006205","富邦上証","890,000","0","890,000","0","0","0","0","0","0","414,000","10,000","0","10,000","1,647,000","1,243,000","404,000","1,304,000",
="05705P","敦南元富75售01","0","0","0","0","0","0","0","0","0","1,300,000","0","0","0","1,300,000","0","1,300,000","1,300,000",
="069320","台勝科元大75購01","0","0","0","0","0","0","0","0","0","1,299,000","0","0","0","1,299,000","0","1,299,000","1,299,000",
="077289","台化麥證7A購01","0","0","0","1,283,000","0","1,283,000","0","0","0","1,283,000","0","0","0","1,283,000","0","1,283,000","1,283,000",
="071901","滬深2X中信79購01","0","0","0","0","0","0","0","0","0","1,279,000","0","0","0","1,705,000","426,000","1,279,000","1,279,000",
"2606","裕民","2,114,000","653,000","1,461,000","0","0","0","200,000","0","200,000","-390,000","1,000","401,000","-400,000","27,000","17,000","10,000","1,271,000",
="074482","盛群麥證7A購01","0","0","0","2,697,000","1,434,000","1,263,000","0","0","0","1,264,000","0","0","0","2,840,000","1,576,000","1,264,000","1,264,000",
="076405","美律群益7A購05","0","0","0","0","0","0","0","0","0","1,258,000","0","0","0","1,515,000","257,000","1,258,000","1,258,000",
="074270","康友麥證79購01","0","0","0","2,159,000","656,000","1,503,000","0","0","0","1,250,000","0","0","0","2,232,000","982,000","1,250,000","1,250,000",
="060019","鴻海永昌75購01","0","0","0","0","0","0","0","0","0","1,243,000","0","0","0","1,243,000","0","1,243,000","1,243,000",
="072943","新日興麥證77購01","0","0","0","1,280,000","86,000","1,194,000","0","0","0","1,230,000","0","0","0","1,316,000","86,000","1,230,000","1,230,000",
="075216","富邦金麥證7A購01","0","0","0","1,505,000","452,000","1,053,000","0","0","0","1,228,000","0","0","0","1,762,000","534,000","1,228,000","1,228,000",
="06178P","聯發科統一76售02","0","0","0","0","0","0","0","0","0","1,227,000","0","0","0","1,257,000","30,000","1,227,000","1,227,000",
="06597P","可成元大77售05","0","0","0","0","0","0","0","0","0","1,226,000","0","0","0","2,024,000","798,000","1,226,000","1,226,000",
="072417","嘉聯益凱基78購01","0","0","0","0","0","0","0","0","0","1,223,000","0","0","0","1,720,000","497,000","1,223,000","1,223,000",
="077193","亞德客麥證7B購01","0","0","0","2,083,000","862,000","1,221,000","0","0","0","1,221,000","0","0","0","2,083,000","862,000","1,221,000","1,221,000",
="077308","新唐麥證7B購01","0","0","0","1,316,000","100,000","1,216,000","0","0","0","1,216,000","0","0","0","1,316,000","100,000","1,216,000","1,216,000",
="073519","康普凱基78購02","0","0","0","0","0","0","0","0","0","1,216,000","0","0","0","1,268,000","52,000","1,216,000","1,216,000",
="05977P","台光電元大76售01","0","0","0","0","0","0","0","0","0","1,202,000","0","0","0","2,002,000","800,000","1,202,000","1,202,000",
="075726","順德麥證7A購02","0","0","0","1,203,000","2,000","1,201,000","0","0","0","1,201,000","0","0","0","1,203,000","2,000","1,201,000","1,201,000",
="075210","為升麥證79購02","0","0","0","1,270,000","75,000","1,195,000","0","0","0","1,195,000","0","0","0","1,270,000","75,000","1,195,000","1,195,000",
="073466","可成凱基79購01","0","0","0","0","0","0","0","0","0","1,195,000","0","0","0","2,126,000","931,000","1,195,000","1,195,000",
="072646","禾伸堂麥證77購01","0","0","0","1,380,000","179,000","1,201,000","0","0","0","1,188,000","0","0","0","1,408,000","220,000","1,188,000","1,188,000",
="073310","榮成麥證78購01","0","0","0","1,183,000","0","1,183,000","0","0","0","1,183,000","0","0","0","1,183,000","0","1,183,000","1,183,000",
="073793","亞德客麥證79購01","0","0","0","1,426,000","107,000","1,319,000","0","0","0","1,173,000","0","0","0","1,426,000","253,000","1,173,000","1,173,000",
="072633","亞德客麥證77購01","0","0","0","1,206,000","33,000","1,173,000","0","0","0","1,173,000","0","0","0","1,206,000","33,000","1,173,000","1,173,000",
"2371","大同","1,535,000","1,864,000","-329,000","0","0","0","0","0","0","1,496,000","189,000","194,000","-5,000","1,698,000","197,000","1,501,000","1,167,000",
"6005","群益證","1,575,000","408,000","1,167,000","0","0","0","0","0","0","0","0","0","0","0","0","0","1,167,000",
="070541","大立光元富76購04","0","0","0","0","0","0","0","0","0","1,163,000","0","0","0","1,702,000","539,000","1,163,000","1,163,000",
="074902","華邦電玉山7C購01","0","0","0","0","0","0","0","0","0","1,156,000","0","0","0","1,848,000","692,000","1,156,000","1,156,000",
="076813","世芯永豐7A購01","0","0","0","0","0","0","0","0","0","1,155,000","0","0","0","2,291,000","1,136,000","1,155,000","1,155,000",
="072984","東陽凱基77購01","0","0","0","0","0","0","0","0","0","1,150,000","0","0","0","1,151,000","1,000","1,150,000","1,150,000",
="073667","智伸科麥證78購01","0","0","0","1,270,000","120,000","1,150,000","0","0","0","1,150,000","0","0","0","1,270,000","120,000","1,150,000","1,150,000",
="075150","GIS元富79購01","0","0","0","0","0","0","0","0","0","1,149,000","0","0","0","1,530,000","381,000","1,149,000","1,149,000",
="074588","致茂凱基79購01","0","0","0","0","0","0","0","0","0","1,140,000","0","0","0","1,201,000","61,000","1,140,000","1,140,000",
="076918","燿華國泰7A購01","0","0","0","0","0","0","0","0","0","1,137,000","0","0","0","1,266,000","129,000","1,137,000","1,137,000",
="074819","奇力新國票79購01","0","0","0","0","0","0","0","0","0","1,132,000","0","0","0","1,241,000","109,000","1,132,000","1,132,000",
="077919","美律元大7A購03","0","0","0","0","0","0","0","0","0","1,131,000","0","0","0","2,392,000","1,261,000","1,131,000","1,131,000",
="073797","順德麥證79購01","0","0","0","1,129,000","0","1,129,000","0","0","0","1,129,000","0","0","0","1,129,000","0","1,129,000","1,129,000",
="07125P","聯發科元大79售14","0","0","0","0","0","0","0","0","0","1,122,000","0","0","0","1,310,000","188,000","1,122,000","1,122,000",
="077648","創意國泰7C購01","0","0","0","0","0","0","0","0","0","1,122,000","0","0","0","2,617,000","1,495,000","1,122,000","1,122,000",
="077300","德律麥證7A購01","0","0","0","2,235,000","1,194,000","1,041,000","0","0","0","1,120,000","0","0","0","2,330,000","1,210,000","1,120,000","1,120,000",
="073025","國巨麥證77購01","0","0","0","2,382,000","791,000","1,591,000","0","0","0","1,120,000","0","0","0","3,012,000","1,892,000","1,120,000","1,120,000",
="076659","麗豐中信7C購01","0","0","0","0","0","0","0","0","0","1,115,000","0","0","0","1,395,000","280,000","1,115,000","1,115,000",
="072002","鴻海元大77購04","0","0","0","0","0","0","0","0","0","1,110,000","0","0","0","1,138,000","28,000","1,110,000","1,110,000",
="072407","友達凱基77購01","0","0","0","0","0","0","0","0","0","1,107,000","0","0","0","2,544,000","1,437,000","1,107,000","1,107,000",
"2481","強茂","1,294,000","1,921,988","-627,988","0","0","0","661,000","0","661,000","1,070,000","245,000","51,000","194,000","954,000","78,000","876,000","1,103,012",
="071108","創意國泰79購04","0","0","0","0","0","0","0","0","0","1,100,000","0","0","0","2,696,000","1,596,000","1,100,000","1,100,000",
