"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
="076735","樺漢凱基7A購01","0","0","0","0","0","0","0","0","0","239,000","0","0","0","405,000","166,000","239,000","239,000",
="076849","華擎國票7A購01","0","0","0","0","0","0","0","0","0","239,000","0","0","0","240,000","1,000","239,000","239,000",
="070020","旺宏元富79購01","0","0","0","0","0","0","0","0","0","239,000","0","0","0","4,428,000","4,189,000","239,000","239,000",
="069481","友達元大76購02","0","0","0","0","0","0","0","0","0","239,000","0","0","0","329,000","90,000","239,000","239,000",
="073323","神基麥證78購01","0","0","0","239,000","0","239,000","0","0","0","239,000","0","0","0","239,000","0","239,000","239,000",
="06258P","華邦電元大77售01","0","0","0","0","0","0","0","0","0","237,000","0","0","0","665,000","428,000","237,000","237,000",
"2511","太子","285,000","48,000","237,000","0","0","0","0","0","0","0","0","0","0","0","0","0","237,000",
="069897","國喬群益76購01","0","0","0","0","0","0","0","0","0","235,000","0","0","0","235,000","0","235,000","235,000",
="077634","燿華統一7A購01","0","0","0","0","0","0","0","0","0","235,000","0","0","0","235,000","0","235,000","235,000",
="077460","國巨元大7A購07","0","0","0","0","0","0","0","0","0","234,000","0","0","0","482,000","248,000","234,000","234,000",
="072261","葡萄王兆豐78購01","0","0","0","0","0","0","0","0","0","234,000","0","0","0","296,000","62,000","234,000","234,000",
="07256P","國喬元富7A售02","0","0","0","0","0","0","0","0","0","233,000","0","0","0","671,000","438,000","233,000","233,000",
="071595","禾伸堂元大77購03","0","0","0","0","0","0","0","0","0","233,000","0","0","0","233,000","0","233,000","233,000",
="074280","台勝科兆豐78購02","0","0","0","0","0","0","0","0","0","233,000","0","0","0","233,000","0","233,000","233,000",
="072476","友達國票77購01","1,000","0","1,000","0","0","0","0","0","0","231,000","0","0","0","391,000","160,000","231,000","232,000",
"2633","台灣高鐵","1,985,000","1,781,000","204,000","0","0","0","0","0","0","28,000","0","3,000","-3,000","31,000","0","31,000","232,000",
="076559","群創元大7A購02","0","0","0","0","0","0","0","0","0","231,000","0","0","0","232,000","1,000","231,000","231,000",
="073259","康普元大77購04","0","0","0","0","0","0","0","0","0","231,000","0","0","0","858,000","627,000","231,000","231,000",
="075947","彩晶元大79購02","0","0","0","0","0","0","0","0","0","230,000","0","0","0","353,000","123,000","230,000","230,000",
="077136","A50正2元大7A購03","0","0","0","0","0","0","0","0","0","230,000","0","0","0","250,000","20,000","230,000","230,000",
="067959","康控統一75購01","0","0","0","0","0","0","0","0","0","230,000","0","0","0","230,000","0","230,000","230,000",
="070188","宏�硒I邦77購01","0","0","0","0","0","0","0","0","0","229,000","0","0","0","429,000","200,000","229,000","229,000",
="071267","宏�痐舅j77購02","0","0","0","0","0","0","0","0","0","229,000","0","0","0","437,000","208,000","229,000","229,000",
"1808","潤隆","230,000","15,000","215,000","0","0","0","0","0","0","14,000","0","0","0","14,000","0","14,000","229,000",
="05870P","可成兆豐76售02","0","0","0","0","0","0","0","0","0","228,000","0","0","0","327,000","99,000","228,000","228,000",
"2605","新興","280,000","54,000","226,000","0","0","0","0","0","0","2,000","3,000","1,000","2,000","0","0","0","228,000",
="074621","麗豐元大79購01","0","0","0","0","0","0","0","0","0","227,000","0","0","0","282,000","55,000","227,000","227,000",
="073817","華邦電元大78購02","0","0","0","0","0","0","0","0","0","227,000","0","0","0","885,000","658,000","227,000","227,000",
"8404","百和興業-KY","315,000","143,000","172,000","0","0","0","50,000","0","50,000","4,000","4,000","1,000","3,000","25,000","24,000","1,000","226,000",
="074720","深中小群益79購02","0","0","0","0","0","0","0","0","0","225,000","0","0","0","225,000","0","225,000","225,000",
="075343","葡萄王國票79購01","0","0","0","0","0","0","0","0","0","225,000","0","0","0","462,000","237,000","225,000","225,000",
="077379","全新元大7A購01","0","0","0","0","0","0","0","0","0","225,000","0","0","0","225,000","0","225,000","225,000",
="06092P","大立光元富76售10","0","0","0","0","0","0","0","0","0","225,000","0","0","0","291,000","66,000","225,000","225,000",
="066389","可成國泰75購01","0","0","0","0","0","0","0","0","0","225,000","0","0","0","443,000","218,000","225,000","225,000",
="06396P","訊芯元大77售02","0","0","0","0","0","0","0","0","0","225,000","0","0","0","235,000","10,000","225,000","225,000",
="070832","全宇凱基77購01","0","0","0","0","0","0","0","0","0","225,000","0","0","0","230,000","5,000","225,000","225,000",
="07054P","中租元大79售03","0","0","0","0","0","0","0","0","0","225,000","0","0","0","455,000","230,000","225,000","225,000",
"6422","君耀-KY","247,000","31,000","216,000","0","0","0","0","0","0","9,000","9,000","0","9,000","0","0","0","225,000",
="077159","葡萄王凱基7A購01","0","0","0","0","0","0","0","0","0","224,000","0","0","0","265,000","41,000","224,000","224,000",
="072838","GIS國泰77購02","0","0","0","0","0","0","0","0","0","224,000","0","0","0","1,027,000","803,000","224,000","224,000",
"2355","敬鵬","234,000","0","234,000","0","0","0","0","0","0","-11,000","0","0","0","0","11,000","-11,000","223,000",
="06690P","GIS群益78售01","0","0","0","0","0","0","0","0","0","222,000","0","0","0","416,000","194,000","222,000","222,000",
="076956","上証2X中信82購01","0","0","0","0","0","0","0","0","0","221,000","0","0","0","260,000","39,000","221,000","221,000",
="076721","宏�硈肭�7A購01","0","0","0","0","0","0","0","0","0","220,000","0","0","0","978,000","758,000","220,000","220,000",
="076997","鴻海元大7A購04","0","0","0","0","0","0","0","0","0","220,000","0","0","0","473,000","253,000","220,000","220,000",
="076002","貿聯中信79購02","0","0","0","0","0","0","0","0","0","220,000","0","0","0","250,000","30,000","220,000","220,000",
="076183","達邁麥證7A購01","0","0","0","222,000","2,000","220,000","0","0","0","220,000","0","0","0","222,000","2,000","220,000","220,000",
="071577","鴻海群益77購01","0","0","0","0","0","0","0","0","0","220,000","0","0","0","220,000","0","220,000","220,000",
="072982","麗豐永豐77購01","0","0","0","0","0","0","0","0","0","220,000","0","0","0","230,000","10,000","220,000","220,000",
="073702","宏達電富邦79購01","0","0","0","0","0","0","0","0","0","220,000","0","0","0","266,000","46,000","220,000","220,000",
="076343","鎧勝中信7A購01","0","0","0","0","0","0","0","0","0","219,000","0","0","0","449,000","230,000","219,000","219,000",
="077149","TPK元大7A購04","0","0","0","0","0","0","0","0","0","219,000","0","0","0","294,000","75,000","219,000","219,000",
="074691","為升凱基79購01","0","0","0","0","0","0","0","0","0","219,000","0","0","0","262,000","43,000","219,000","219,000",
="06299P","亞光群益77售03","0","0","0","0","0","0","0","0","0","219,000","0","0","0","262,000","43,000","219,000","219,000",
="072156","智易國泰77購01","0","0","0","0","0","0","0","0","0","219,000","0","0","0","219,000","0","219,000","219,000",
="070245","京鼎元大76購01","0","0","0","0","0","0","0","0","0","218,000","0","0","0","605,000","387,000","218,000","218,000",
="077957","中壽元富7A購01","0","0","0","0","0","0","0","0","0","218,000","0","0","0","388,000","170,000","218,000","218,000",
="075219","元大金麥證7A購01","0","0","0","890,000","673,000","217,000","0","0","0","217,000","0","0","0","890,000","673,000","217,000","217,000",
="076450","華通元富7A購01","0","0","0","0","0","0","0","0","0","217,000","0","0","0","217,000","0","217,000","217,000",
="075954","正崴麥證79購01","0","0","0","216,000","0","216,000","0","0","0","216,000","0","0","0","216,000","0","216,000","216,000",
="073292","大立光凱基77購09","0","0","0","0","0","0","0","0","0","216,000","0","0","0","216,000","0","216,000","216,000",
="07053P","臻鼎元大79售02","0","0","0","0","0","0","0","0","0","216,000","0","0","0","391,000","175,000","216,000","216,000",
="072330","鴻海凱基77購02","0","0","0","0","0","0","0","0","0","216,000","0","0","0","221,000","5,000","216,000","216,000",
="075256","鴻海兆豐7A購02","0","0","0","0","0","0","0","0","0","215,000","0","0","0","255,000","40,000","215,000","215,000",
="071512","康普元大77購01","0","0","0","0","0","0","0","0","0","215,000","0","0","0","220,000","5,000","215,000","215,000",
="076521","台積電台新7B購01","0","0","0","0","0","0","0","0","0","214,000","0","0","0","214,000","0","214,000","214,000",
="06776P","GIS元大78售08","0","0","0","0","0","0","0","0","0","214,000","0","0","0","294,000","80,000","214,000","214,000",
="067231","台積電統一75購03","0","0","0","0","0","0","0","0","0","214,000","0","0","0","214,000","0","214,000","214,000",
="073368","瑞昱元大78購01","0","0","0","0","0","0","0","0","0","214,000","0","0","0","230,000","16,000","214,000","214,000",
="072135","全新永豐77購01","0","0","0","0","0","0","0","0","0","214,000","0","0","0","350,000","136,000","214,000","214,000",
="068952","臺股指兆豐75購01","0","0","0","0","0","0","0","0","0","213,000","0","0","0","213,000","0","213,000","213,000",
="06938P","大成鋼元大79售03","0","0","0","0","0","0","0","0","0","213,000","0","0","0","324,000","111,000","213,000","213,000",
="069989","智原凱基76購01","0","0","0","0","0","0","0","0","0","213,000","0","0","0","213,000","0","213,000","213,000",
="070654","台積電統一78購03","0","0","0","0","0","0","0","0","0","213,000","0","0","0","223,000","10,000","213,000","213,000",
="06807P","GIS群益78售02","0","0","0","0","0","0","0","0","0","212,000","0","0","0","212,000","0","212,000","212,000",
="075848","建準日盛79購01","0","0","0","0","0","0","0","0","0","211,000","0","0","0","292,000","81,000","211,000","211,000",
="077447","為升台新7B購01","0","0","0","0","0","0","0","0","0","211,000","0","0","0","315,000","104,000","211,000","211,000",
="065207","旺宏凱基75購01","0","0","0","0","0","0","0","0","0","211,000","0","0","0","211,000","0","211,000","211,000",
="069003","旺宏日盛75購01","0","0","0","0","0","0","0","0","0","211,000","0","0","0","816,000","605,000","211,000","211,000",
="077978","鴻海凱基7A購04","0","0","0","0","0","0","0","0","0","211,000","0","0","0","216,000","5,000","211,000","211,000",
="075971","奇力新群益7A購03","0","0","0","0","0","0","0","0","0","210,000","0","0","0","220,000","10,000","210,000","210,000",
="068293","信邦元大75購01","0","0","0","0","0","0","0","0","0","210,000","0","0","0","210,000","0","210,000","210,000",
="070271","GIS國泰78購01","0","0","0","0","0","0","0","0","0","210,000","0","0","0","263,000","53,000","210,000","210,000",
="069263","新光金凱基75購02","0","0","0","0","0","0","0","0","0","210,000","0","0","0","210,000","0","210,000","210,000",
="071680","盛群元富77購01","0","0","0","0","0","0","0","0","0","210,000","0","0","0","330,000","120,000","210,000","210,000",
="07000P","全新元大7B售01","0","0","0","0","0","0","0","0","0","210,000","0","0","0","220,000","10,000","210,000","210,000",
="05979P","新唐元大76售01","0","0","0","0","0","0","0","0","0","210,000","0","0","0","210,000","0","210,000","210,000",
="070822","台泥元富76購01","0","0","0","0","0","0","0","0","0","210,000","0","0","0","210,000","0","210,000","210,000",
"1309","台達化","249,000","35,000","214,000","0","0","0","0","0","0","-4,000","0","4,000","-4,000","0","0","0","210,000",
="074566","聯發科群益79購01","0","0","0","0","0","0","0","0","0","209,000","0","0","0","478,000","269,000","209,000","209,000",
="064721","玉晶光元富78購02","0","0","0","0","0","0","0","0","0","209,000","0","0","0","229,000","20,000","209,000","209,000",
="07355P","潤泰全富邦7A售02","0","0","0","0","0","0","0","0","0","209,000","0","0","0","345,000","136,000","209,000","209,000",
="072196","全新元大78購01","0","0","0","0","0","0","0","0","0","209,000","0","0","0","414,000","205,000","209,000","209,000",
="07384P","國巨中信7B售04","0","0","0","0","0","0","0","0","0","209,000","0","0","0","910,000","701,000","209,000","209,000",
="077005","TPK元大7A購02","0","0","0","0","0","0","0","0","0","208,000","0","0","0","228,000","20,000","208,000","208,000",
="077158","華新凱基7A購02","0","0","0","0","0","0","0","0","0","208,000","0","0","0","483,000","275,000","208,000","208,000",
="06326P","可成群益77售03","0","0","0","0","0","0","0","0","0","208,000","0","0","0","240,000","32,000","208,000","208,000",
="07209P","TPK群益7A售06","0","0","0","0","0","0","0","0","0","208,000","0","0","0","208,000","0","208,000","208,000",
"3494","誠研","256,000","48,000","208,000","0","0","0","0","0","0","0","0","0","0","0","0","0","208,000",
="077478","葡萄王日盛7A購01","0","0","0","0","0","0","0","0","0","208,000","0","0","0","358,000","150,000","208,000","208,000",
="075395","上銀元大79購02","0","0","0","0","0","0","0","0","0","207,000","0","0","0","1,746,000","1,539,000","207,000","207,000",
="06057P","GIS群益76售05","0","0","0","0","0","0","0","0","0","207,000","0","0","0","273,000","66,000","207,000","207,000",
="070108","聯發科群益76購03","0","0","0","0","0","0","0","0","0","207,000","0","0","0","595,000","388,000","207,000","207,000",
="072284","友達統一78購01","0","0","0","0","0","0","0","0","0","207,000","0","0","0","306,000","99,000","207,000","207,000",
="077784","台積電凱基7A購01","0","0","0","0","0","0","0","0","0","207,000","0","0","0","255,000","48,000","207,000","207,000",
"1722","台肥","273,000","63,000","210,000","0","0","0","0","0","0","-3,000","0","0","0","0","3,000","-3,000","207,000",
="07278P","TPK永豐7A售03","0","0","0","0","0","0","0","0","0","206,000","0","0","0","206,000","0","206,000","206,000",
="067075","可成群益75購01","0","0","0","0","0","0","0","0","0","205,000","0","0","0","205,000","0","205,000","205,000",
="07307P","聯發科凱基7A售08","0","0","0","0","0","0","0","0","0","205,000","0","0","0","305,000","100,000","205,000","205,000",
="072246","仁寶元大77購01","0","0","0","0","0","0","0","0","0","205,000","0","0","0","405,000","200,000","205,000","205,000",
="077755","群創國泰7A購01","0","0","0","0","0","0","0","0","0","205,000","0","0","0","455,000","250,000","205,000","205,000",
="077557","國巨富邦7B購04","0","0","0","0","0","0","0","0","0","205,000","0","0","0","230,000","25,000","205,000","205,000",
="077170","智邦元大7A購02","0","0","0","0","0","0","0","0","0","204,000","0","0","0","402,000","198,000","204,000","204,000",
="075953","國巨麥證7A購02","0","0","0","284,000","70,000","214,000","0","0","0","204,000","0","0","0","284,000","80,000","204,000","204,000",
="076591","台苯群益7B購01","0","0","0","0","0","0","0","0","0","204,000","0","0","0","234,000","30,000","204,000","204,000",
="07002P","鴻海凱基79售06","0","0","0","0","0","0","0","0","0","204,000","0","0","0","289,000","85,000","204,000","204,000",
="070742","聯電富邦78購01","0","0","0","0","0","0","0","0","0","204,000","0","0","0","329,000","125,000","204,000","204,000",
="07227P","宏達電麥證7B售01","3,000","0","3,000","269,000","68,000","201,000","0","0","0","201,000","0","0","0","269,000","68,000","201,000","204,000",
"2499","東貝","227,000","23,000","204,000","0","0","0","0","0","0","0","0","0","0","0","0","0","204,000",
="074791","台積電群益79購03","0","0","0","0","0","0","0","0","0","203,000","0","0","0","203,000","0","203,000","203,000",
="074863","台積電群益79購06","0","0","0","0","0","0","0","0","0","203,000","0","0","0","338,000","135,000","203,000","203,000",
="068658","南亞科統一75購02","0","0","0","0","0","0","0","0","0","203,000","0","0","0","208,000","5,000","203,000","203,000",
="072784","禾伸堂元大77購07","0","0","0","0","0","0","0","0","0","203,000","0","0","0","204,000","1,000","203,000","203,000",
="072393","崇越元大77購01","0","0","0","0","0","0","0","0","0","203,000","0","0","0","256,000","53,000","203,000","203,000",
="076847","富邦金國票7A購01","0","0","0","0","0","0","0","0","0","201,000","0","0","0","390,000","189,000","201,000","201,000",
="067956","訊芯元大75購01","0","0","0","0","0","0","0","0","0","201,000","0","0","0","415,000","214,000","201,000","201,000",
="05601P","華擎群益76售01","0","0","0","0","0","0","0","0","0","201,000","0","0","0","201,000","0","201,000","201,000",
="072877","美律元大77購06","0","0","0","0","0","0","0","0","0","201,000","0","0","0","301,000","100,000","201,000","201,000",
="077877","盛群永豐7A購01","0","0","0","0","0","0","0","0","0","201,000","0","0","0","950,000","749,000","201,000","201,000",
="076646","中信金元富7A購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="076993","盛群群益7A購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="077091","旺宏群益7A購06","0","0","0","0","0","0","0","0","0","200,000","0","0","0","608,000","408,000","200,000","200,000",
="076042","康普凱基79購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","300,000","100,000","200,000","200,000",
="076121","群創群益79購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="074917","鴻海富邦7B購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","230,000","30,000","200,000","200,000",
="075146","上証2X元富79購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="074579","上証2X凱基79購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","334,000","134,000","200,000","200,000",
="074526","康普元大78購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","220,000","20,000","200,000","200,000",
="075388","為升台新7A購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","360,000","160,000","200,000","200,000",
="075327","群創玉山79購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="075856","華邦電元大79購06","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="075829","T50反1台新7B購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="075842","訊芯凱基79購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","453,000","253,000","200,000","200,000",
="05864P","光磊元大75售04","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="066180","友達富邦76購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="069107","富邦金凱基75購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","300,000","100,000","200,000","200,000",
="071703","正文群益77購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="071711","TPK中信7A購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="069606","矽格元大75購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="069494","敦南元大75購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="070324","滬深2X康和76購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="069923","上証2X永昌77購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="072823","宏�眵峇@77購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="072768","鴻海元大77購08","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="072530","華新科麥證77購01","0","0","0","1,347,000","1,268,000","79,000","0","0","0","200,000","0","0","0","1,768,000","1,568,000","200,000","200,000",
="073370","友達元大78購03","0","0","0","0","0","0","0","0","0","200,000","0","0","0","341,000","141,000","200,000","200,000",
="073253","亞光元大77購05","0","0","0","0","0","0","0","0","0","200,000","0","0","0","450,000","250,000","200,000","200,000",
="072448","臺股指永豐77購03","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="074283","臻鼎兆豐78購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","379,000","179,000","200,000","200,000",
="074361","FB上証群益78購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="074339","滬深2X統一79購03","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="074501","樺漢凱基78購01","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="077873","TPK永豐7A購06","0","0","0","0","0","0","0","0","0","200,000","0","0","0","377,000","177,000","200,000","200,000",
="077607","康友元大7A購02","0","0","0","0","0","0","0","0","0","200,000","0","0","0","200,000","0","200,000","200,000",
="076088","潤泰全玉山7B購01","0","0","0","0","0","0","0","0","0","199,000","0","0","0","199,000","0","199,000","199,000",
="076459","上証2X群益7B購01","0","0","0","0","0","0","0","0","0","199,000","0","0","0","201,000","2,000","199,000","199,000",
="076383","嘉澤日盛7A購01","0","0","0","0","0","0","0","0","0","199,000","0","0","0","229,000","30,000","199,000","199,000",
="076880","日電貿元大7A購01","0","0","0","0","0","0","0","0","0","199,000","0","0","0","209,000","10,000","199,000","199,000",
="06526P","大同元大77售05","0","0","0","0","0","0","0","0","0","199,000","0","0","0","488,000","289,000","199,000","199,000",
="03526C","滬深2X元富77牛01","0","0","0","0","0","0","0","0","0","199,000","0","0","0","315,000","116,000","199,000","199,000",
="074012","達運群益78購01","0","0","0","0","0","0","0","0","0","199,000","0","0","0","199,000","0","199,000","199,000",
="073339","GIS中信7C購01","0","0","0","0","0","0","0","0","0","199,000","0","0","0","244,000","45,000","199,000","199,000",
="077572","智邦元大7A購03","0","0","0","0","0","0","0","0","0","199,000","0","0","0","210,000","11,000","199,000","199,000",
="078011","立隆電永豐7A購02","0","0","0","0","0","0","0","0","0","199,000","0","0","0","449,000","250,000","199,000","199,000",
"1413","宏洲","204,000","5,000","199,000","0","0","0","0","0","0","0","0","0","0","0","0","0","199,000",
="074662","中壽富邦7A購01","0","0","0","0","0","0","0","0","0","198,000","0","0","0","198,000","0","198,000","198,000",
="074772","京鼎玉山7C購01","0","0","0","0","0","0","0","0","0","198,000","0","0","0","199,000","1,000","198,000","198,000",
="06343P","台積電永豐77售01","0","0","0","0","0","0","0","0","0","198,000","0","0","0","1,558,000","1,360,000","198,000","198,000",
="077399","麗豐元富7A購02","0","0","0","0","0","0","0","0","0","197,000","0","0","0","433,000","236,000","197,000","197,000",
="070033","可成群益76購04","0","550,000","-550,000","0","0","0","0","0","0","747,000","0","0","0","747,000","0","747,000","197,000",
="06403P","大立光凱基77售07","0","0","0","0","0","0","0","0","0","197,000","0","0","0","327,000","130,000","197,000","197,000",
="071133","台苯凱基77購02","0","0","0","0","0","0","0","0","0","197,000","0","0","0","297,000","100,000","197,000","197,000",
="071099","亞光元富77購02","0","0","0","0","0","0","0","0","0","196,000","0","0","0","209,000","13,000","196,000","196,000",
="06195P","可成元富76售05","0","0","0","0","0","0","0","0","0","196,000","0","0","0","196,000","0","196,000","196,000",
="06592P","亞光群益77售05","0","0","0","0","0","0","0","0","0","196,000","0","0","0","196,000","0","196,000","196,000",
="068803","聚陽凱基75購01","0","0","0","0","0","0","0","0","0","196,000","0","0","0","196,000","0","196,000","196,000",
="074068","鴻海中信78購02","0","0","0","0","0","0","0","0","0","196,000","0","0","0","746,000","550,000","196,000","196,000",
="074487","華通凱基78購02","0","0","0","0","0","0","0","0","0","196,000","0","0","0","672,000","476,000","196,000","196,000",
"2850","新產","122,000","25,000","97,000","0","0","0","0","0","0","99,000","100,000","1,000","99,000","0","0","0","196,000",
="077893","燿華麥證7A購01","0","0","0","196,000","0","196,000","0","0","0","196,000","0","0","0","196,000","0","196,000","196,000",
="075339","創意統一7A購02","0","0","0","0","0","0","0","0","0","195,000","0","0","0","200,000","5,000","195,000","195,000",
="075227","聯茂麥證7A購01","0","0","0","195,000","0","195,000","0","0","0","195,000","0","0","0","195,000","0","195,000","195,000",
="075518","上証2X元富79購02","0","0","0","0","0","0","0","0","0","195,000","0","0","0","200,000","5,000","195,000","195,000",
="077132","旺宏富邦7B購02","0","0","0","0","0","0","0","0","0","195,000","0","0","0","209,000","14,000","195,000","195,000",
="076244","旺宏統一79購02","0","0","0","0","0","0","0","0","0","195,000","0","0","0","367,000","172,000","195,000","195,000",
="06476P","嘉聯益凱基77售03","0","0","0","0","0","0","0","0","0","195,000","0","0","0","251,000","56,000","195,000","195,000",
="07095P","新唐元大79售04","0","0","0","0","0","0","0","0","0","195,000","0","0","0","214,000","19,000","195,000","195,000",
="076619","達邁國泰7B購01","0","0","0","0","0","0","0","0","0","194,000","0","0","0","200,000","6,000","194,000","194,000",
="077147","貿聯元大7A購01","0","0","0","0","0","0","0","0","0","194,000","0","0","0","1,063,000","869,000","194,000","194,000",
="072529","微星麥證77購01","0","0","0","643,000","155,000","488,000","0","0","0","194,000","0","0","0","787,000","593,000","194,000","194,000",
="076557","新光鋼元大7A購01","0","0","0","0","0","0","0","0","0","193,000","0","0","0","433,000","240,000","193,000","193,000",
="075961","達邁國泰7C購01","0","0","0","0","0","0","0","0","0","193,000","0","0","0","200,000","7,000","193,000","193,000",
="06911P","大立光元大79售04","0","0","0","0","0","0","0","0","0","193,000","0","0","0","400,000","207,000","193,000","193,000",
="075571","創意元大79購05","0","0","0","0","0","0","0","0","0","192,000","0","0","0","192,000","0","192,000","192,000",
="069108","神基凱基75購01","0","0","0","0","0","0","0","0","0","192,000","0","0","0","302,000","110,000","192,000","192,000",
="073818","華邦電元大78購03","0","0","0","0","0","0","0","0","0","192,000","0","0","0","943,000","751,000","192,000","192,000",
="07322P","國巨元大7A售05","0","0","0","0","0","0","0","0","0","192,000","0","0","0","2,199,000","2,007,000","192,000","192,000",
="075935","葡萄王元大79購05","0","0","0","0","0","0","0","0","0","191,000","0","0","0","298,000","107,000","191,000","191,000",
="077311","強茂統一7B購01","0","0","0","0","0","0","0","0","0","191,000","0","0","0","525,000","334,000","191,000","191,000",
="077347","鴻海中信7A購03","0","0","0","0","0","0","0","0","0","191,000","0","0","0","350,000","159,000","191,000","191,000",
="07288P","燿華元大7A售03","0","0","0","0","0","0","0","0","0","191,000","0","0","0","256,000","65,000","191,000","191,000",
"2911","麗嬰房","196,000","4,000","192,000","0","0","0","0","0","0","-1,000","0","1,000","-1,000","0","0","0","191,000",
"6139","亞翔","195,000","14,000","181,000","0","0","0","0","0","0","10,000","1,000","0","1,000","13,000","4,000","9,000","191,000",
="075564","旺宏元大79購03","0","0","0","0","0","0","0","0","0","190,000","0","0","0","312,000","122,000","190,000","190,000",
="077307","隆達麥證7A購01","0","0","0","200,000","10,000","190,000","0","0","0","190,000","0","0","0","200,000","10,000","190,000","190,000",
="06279P","台郡富邦79售01","0","0","0","0","0","0","0","0","0","190,000","0","0","0","200,000","10,000","190,000","190,000",
="06025P","上銀元大77售02","0","0","0","0","0","0","0","0","0","190,000","0","0","0","240,000","50,000","190,000","190,000",
="05463P","GIS元大75售02","0","0","0","0","0","0","0","0","0","190,000","0","0","0","203,000","13,000","190,000","190,000",
="070417","友達第一78購01","0","0","0","0","0","0","0","0","0","190,000","0","0","0","200,000","10,000","190,000","190,000",
="070929","台灣50康和76購03","0","0","0","0","0","0","0","0","0","190,000","0","0","0","342,000","152,000","190,000","190,000",
="072465","臺股指麥證77購01","0","0","0","200,000","10,000","190,000","0","0","0","190,000","0","0","0","200,000","10,000","190,000","190,000",
="070629","大立光群益77購08","0","0","0","0","0","0","0","0","0","190,000","0","0","0","200,000","10,000","190,000","190,000",
="05806P","電子類元大75售02","0","0","0","0","0","0","0","0","0","188,000","0","0","0","188,000","0","188,000","188,000",
="06193P","中石化凱基76售02","0","0","0","0","0","0","0","0","0","188,000","0","0","0","590,000","402,000","188,000","188,000",
="075692","臺股指元大79購19","0","0","0","0","0","0","0","0","0","187,000","0","0","0","197,000","10,000","187,000","187,000",
="072778","致茂元大77購01","0","0","0","0","0","0","0","0","0","187,000","0","0","0","235,000","48,000","187,000","187,000",
="073887","TPK永豐78購01","0","0","0","0","0","0","0","0","0","187,000","0","0","0","187,000","0","187,000","187,000",
="06498P","訊芯群益77售02","0","0","0","0","0","0","0","0","0","186,000","0","0","0","231,000","45,000","186,000","186,000",
="06402P","大同元富77售05","0","0","0","0","0","0","0","0","0","186,000","0","0","0","201,000","15,000","186,000","186,000",
="06860P","宏達電元富78售02","0","0","0","0","0","0","0","0","0","186,000","0","0","0","411,000","225,000","186,000","186,000",
="074523","創意元大7A購01","0","0","0","0","0","0","0","0","0","185,000","0","0","0","385,000","200,000","185,000","185,000",
="073044","聯發科統一77購03","0","0","0","0","0","0","0","0","0","185,000","0","0","0","1,984,000","1,799,000","185,000","185,000",
