代號,名稱,前資餘額(張),資買,資賣,現償,資餘額,資屬證金,資使用率(%),資限額,前券餘額(張),券賣,券買,券償,券餘額,券屬證金,券使用率(%),券限額,資券相抵(張),備註
"4907","富宇","1,689","27","14","0","1,702","106","40.0","4,255","1","0","0","0","1","0","0.02","4,255","1",""
"4908","前鼎","3,451","7","5","0","3,453","132","17.65","19,559","9","0","0","0","9","0","0.04","19,559","0",""
"4909","新復興","1,227","0","0","53","1,174","20","5.03","23,339","1","0","0","0","1","0","0.0","23,339","0",""
"4924","欣厚-KY","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXB"
"4933","友輝","3,355","1","24","0","3,332","39","17.23","19,332","0","0","0","0","0","0","0.0","19,332","0",""
"4939","亞電","8,990","74","29","5","9,030","95","36.78","24,550","164","2","26","0","140","60","0.57","24,550","0",""
"4944","兆遠","183","0","1","0","182","1","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"4947","昂寶-KY","2,694","88","79","0","2,703","108","19.31","13,996","22","5","2","0","25","0","0.17","13,996","0",""
"4953","緯軟","1,712","3","4","0","1,711","26","15.59","10,969","6","0","2","0","4","0","0.03","10,969","0",""
"4966","譜瑞-KY","2,667","60","91","5","2,631","169","13.41","19,613","50","6","0","0","56","1","0.28","19,613","6",""
"4971","IET-KY","2,867","34","18","0","2,883","121","31.91","9,033","33","0","0","0","33","0","0.36","9,033","1",""
"4972","湯石照明","2,873","230","213","0","2,890","143","28.97","9,973","34","25","33","0","26","0","0.26","9,973","1",""
"4973","廣穎","2,644","0","3","0","2,641","85","16.3","16,193","6","0","0","0","6","0","0.03","16,193","0",""
"4974","亞泰","4,701","20","20","0","4,701","54","25.93","18,125","139","4","15","0","128","1","0.7","18,125","1",""
"4979","華星光","8,940","38","50","0","8,928","150","42.53","20,992","280","12","12","0","280","0","1.33","20,992","2",""
"4991","環宇-KY","10,135","120","167","0","10,088","333","49.25","20,482","111","5","5","0","111","0","0.54","20,482","1",""
"4995","晶達","3,704","27","12","0","3,719","52","40.38","9,209","3","0","0","0","3","0","0.03","9,209","0",""
"5009","榮剛","6,066","3","2","16","6,051","256","5.18","116,683","20","0","0","0","20","0","0.01","116,683","0",""
"5011","久陽","338","0","0","0","338","1","3.28","10,283","0","0","0","0","0","0","0.0","10,283","0",""
"5013","強新","53","0","0","0","53","6","0.15","33,354","0","0","0","0","0","0","0.0","33,354","0",""
"5014","建錩","15,457","61","28","2","15,488","1,089","37.47","41,333","41","0","8","0","33","0","0.07","41,333","0",""
"5015","華祺","358","0","5","0","353","35","2.32","15,159","0","0","0","0","0","0","0.0","15,159","0",""
"5016","松和","179","0","2","0","177","33","1.42","12,405","0","0","0","0","0","0","0.0","12,405","0",""
"5102","富強","254","2","2","0","254","0","1.58","16,021","0","0","0","0","0","0","0.0","16,021","0",""
"5201","凱衛","5,982","36","79","0","5,939","1","77.45","7,668","328","10","4","0","334","0","4.35","7,668","0","@"
"5202","力新","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5206","坤悅","725","1","10","0","716","6","1.92","37,125","0","0","0","0","0","0","0.0","37,125","0",""
"5210","寶碩","2,027","0","0","0","2,027","1","12.34","16,424","0","0","0","0","0","0","0.0","16,424","0",""
"5211","蒙恬","1,729","10","10","0","1,729","51","21.59","8,006","1","0","0","0","1","0","0.01","8,006","0",""
"5212","凌網","1,348","2","2","45","1,303","0","15.04","8,658","0","0","0","0","0","0","0.0","8,658","0","11C"
"5213","亞昕","3,264","119","37","0","3,346","128","3.87","86,357","645","6","0","0","651","0","0.75","86,357","0",""
"5230","雷笛克光學","3,825","9","33","0","3,801","13","29.26","12,988","6","0","0","0","6","0","0.04","12,988","0",""
"5245","智晶","1,122","15","16","0","1,121","8","9.61","11,656","71","0","5","0","66","0","0.56","11,656","0",""
"5251","天鉞電","1,780","4","0","0","1,784","332","22.9","7,788","0","0","0","0","0","0","0.0","7,788","1",""
"5255","美桀","4,661","58","89","0","4,630","229","39.72","11,655","124","8","2","0","130","1","1.11","11,655","3",""
"5263","智崴","1,806","2","10","0","1,798","40","19.45","9,240","3","0","0","0","3","0","0.03","9,240","0",""
"5272","笙科","2,822","14","1","0","2,835","191","19.56","14,489","2","0","0","0","2","0","0.01","14,489","0",""
"5274","信驊","157","4","0","1","160","2","2.0","7,987","6","0","0","0","6","0","0.07","7,987","0",""
"5281","大峽谷-KY","2,264","49","56","0","2,257","204","24.39","9,252","200","16","18","0","198","5","2.14","9,252","0","11A"
"5287","數字","524","13","40","0","497","51","4.66","10,645","9","3","1","0","11","0","0.1","10,645","0",""
"5289","宜鼎","5,989","552","524","0","6,017","231","32.09","18,745","236","58","16","0","278","0","1.48","18,745","14",""
"5291","邑昇","1,140","2","1","0","1,141","75","13.6","8,387","0","0","0","0","0","0","0.0","8,387","0",""
"5301","寶得利","11,600","4","201","97","11,306","1","72.31","15,635","44","14","0","0","58","0","0.37","15,635","0","@"
"5302","太欣","5,560","213","83","0","5,690","242","14.01","40,594","10","5","10","0","5","0","0.01","40,594","6","11A"
"5304","鼎創達","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"5306","桂盟","671","6","0","0","677","15","2.25","30,000","0","0","0","0","0","0","0.0","30,000","0",""
"5309","系統電","140","0","1","7","132","1","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5310","天剛","5,608","23","4","0","5,627","74","45.37","12,400","0","0","0","0","0","0","0.0","12,400","0",""
"5312","寶島科","1,511","2","1","0","1,512","864","10.07","15,014","0","0","0","0","0","0","0.0","15,014","0",""
"5314","世紀","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5315","光聯","6,934","17","20","20","6,911","1,841","25.99","26,587","11","0","0","0","11","0","0.04","26,587","0",""
"5317","凱美","6,187","148","244","0","6,091","127","18.09","33,653","553","224","82","0","695","11","2.06","33,653","29",""
"5321","友銓","1,137","447","165","0","1,419","65","19.7","7,200","0","0","0","0","0","0","0.0","7,200","0","11B"
"5324","士開","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5328","華容","941","0","0","0","941","73","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5340","建榮","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5344","立衛","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXA"
"5345","天揚","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5347","世界","3,461","33","18","1","3,475","111","0.84","409,745","200","3","13","0","190","1","0.04","409,745","3",""
"5349","先豐","7,578","71","81","0","7,568","409","13.5","56,024","53","5","4","0","54","0","0.09","56,024","5",""
"5351","鈺創","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5353","台林","2,368","27","36","0","2,359","10","12.58","18,750","0","0","0","0","0","0","0.0","18,750","4",""
"5355","佳總","3,024","1","9","0","3,016","8","8.2","36,740","0","0","0","0","0","0","0.0","36,740","0",""
"5356","協益","2,268","167","147","0","2,288","68","7.1","32,200","87","84","38","0","133","0","0.41","32,200","3",""
"5371","中光電","3,081","33","443","0","2,671","125","2.45","108,605","126","20","32","3","111","10","0.1","108,605","0",""
"5381","合正","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5383","金利","203","11","81","0","133","14","1.06","12,525","0","0","0","0","0","0","0.0","12,525","0",""
"5386","青雲","1,830","73","101","0","1,802","125","53.32","3,379","413","82","75","0","420","8","12.42","3,379","19","11AC"
"5392","應華","9,345","13","49","0","9,309","366","32.94","28,260","47","1","0","0","48","0","0.16","28,260","3",""
"5398","慕康生醫","2,004","78","111","0","1,971","39","23.85","8,262","1","0","0","0","1","0","0.01","8,262","1",""
"5403","中菲","765","1","0","0","766","1","4.89","15,657","0","0","0","0","0","0","0.0","15,657","0",""
"5410","國眾","6,005","31","83","70","5,883","98","27.39","21,475","48","0","0","0","48","0","0.22","21,475","0",""
"5425","台半","9,599","115","344","1","9,369","81","15.53","60,293","536","91","40","0","587","9","0.97","60,293","5",""
"5426","振發","8,144","8","3","0","8,149","378","22.66","35,950","10","0","0","0","10","0","0.02","35,950","0",""
"5432","達威","896","1","0","0","897","63","17.34","5,171","0","0","0","0","0","0","0.0","5,171","0","11B"
"5438","東友","1,230","0","0","0","1,230","10","4.37","28,134","0","0","0","0","0","0","0.0","28,134","0",""
"5439","高技","4,962","230","238","0","4,954","263","23.04","21,493","73","29","10","0","92","0","0.42","21,493","14",""
"5443","均豪","9,932","88","27","2","9,991","179","24.2","41,284","20","8","0","0","28","0","0.06","41,284","0",""
"5450","寶聯通","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5452","佶優","4,492","6","16","0","4,482","462","12.05","37,190","0","0","0","0","0","0","0.0","37,190","0",""
"5455","昇益","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"5457","宣德","14,060","176","81","0","14,155","94","59.09","23,951","2,001","166","121","0","2,046","1","8.54","23,951","11",""
"5460","同協","766","1","1","0","766","56","4.25","18,008","0","0","0","0","0","0","0.0","18,008","0",""
"5464","霖宏","1,186","3","0","0","1,189","13","6.69","17,767","0","0","0","0","0","0","0.0","17,767","0",""
"5465","富驊","4,699","149","80","0","4,768","23","26.72","17,838","7","5","0","0","12","0","0.06","17,838","6",""
"5468","凱鈺","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXA"
"5474","聰泰","1,869","28","9","0","1,888","108","22.39","8,432","2","1","0","0","3","0","0.03","8,432","6",""
"5475","德宏","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5478","智冠","1,642","82","68","0","1,656","48","5.19","31,868","129","3","34","0","98","1","0.3","31,868","2",""
"5480","統盟","5,213","30","113","0","5,130","696","10.3","49,774","35","0","35","0","0","0","0.0","49,774","0",""
"5481","華韡","14,627","233","531","2","14,327","641","60.52","23,673","339","26","199","4","162","7","0.68","23,673","289",""
"5483","中美晶","21,100","1,773","2,178","0","20,695","578","13.98","148,014","1,058","655","127","10","1,576","48","1.06","148,014","45",""
"5487","通泰","290","0","0","0","290","55","5.16","5,611","0","0","0","0","0","0","0.0","5,611","0",""
"5488","松普","8,999","26","1","0","9,024","523","39.41","22,896","0","0","0","0","0","0","0.0","22,896","13",""
"5489","彩富","344","0","5","0","339","45","1.31","25,729","0","0","0","0","0","0","0.0","25,729","0",""
"5490","同亨","5,977","37","91","1","5,922","193","25.09","23,599","205","25","19","0","211","2","0.89","23,599","3",""
"5493","三聯","239","0","2","0","237","71","2.14","11,066","0","0","0","0","0","0","0.0","11,066","0","11C"
"5498","凱崴","11,598","62","71","0","11,589","542","31.72","36,526","3","0","1","0","2","0","0.0","36,526","0",""
"5508","永信建","619","2","10","0","611","24","1.12","54,357","0","0","0","0","0","0","0.0","54,357","0",""
"5511","德昌","209","8","0","0","217","0","0.76","28,360","0","0","0","0","0","0","0.0","28,360","0",""
"5512","力麒","25,577","2,134","1,595","10","26,106","704","14.03","185,998","72","259","24","1","306","0","0.16","185,998","36",""
"5514","三豐","546","3","3","0","546","36","1.23","44,160","0","0","0","0","0","0","0.0","44,160","0",""
"5516","雙喜","1,566","4","2","0","1,568","0","16.37","9,573","0","0","0","0","0","0","0.0","9,573","0","11B"
"5520","力泰","17","0","0","0","17","0","0.09","17,739","0","0","0","0","0","0","0.0","17,739","0","11BC"
"5523","豐謙","942","56","36","0","962","44","3.4","28,212","0","0","0","0","0","0","0.0","28,212","0",""
"5529","志嘉","10","0","9","0","1","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5530","龍巖","4,379","1","5","0","4,375","818","4.38","99,771","2","0","0","0","2","0","0.0","99,771","0",""
"5536","聖暉","1,522","27","25","1","1,523","61","12.91","11,788","6","0","0","0","6","0","0.05","11,788","0",""
"5603","陸海","3,704","94","2","0","3,796","0","19.38","19,581","0","0","0","0","0","0","0.0","19,581","0",""
"5604","中連貨","35","0","0","0","35","26","0.12","27,195","0","0","0","0","0","0","0.0","27,195","0",""
"5609","中菲行","1,163","11","36","0","1,138","12","3.52","32,250","10","0","0","0","10","0","0.03","32,250","1",""
"5701","劍湖山","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"5703","亞都","69","0","0","0","69","1","0.39","17,559","0","0","0","0","0","0","0.0","17,559","0","11BC"
"5704","老爺知","203","0","0","0","203","5","2.08","9,715","0","0","0","0","0","0","0.0","9,715","0","11C"
"5820","日盛金","8,649","663","587","0","8,725","176","0.98","885,590","30","17","1","0","46","5","0.0","885,590","0",""
"5902","德記","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"5903","全家","92","3","1","0","94","1","0.16","55,805","1","0","0","0","1","0","0.0","55,805","0",""
"5904","寶雅","111","12","20","0","103","0","0.42","24,421","0","0","0","0","0","0","0.0","24,421","0",""
"5905","南仁湖","2,189","16","18","0","2,187","34","4.29","50,979","4","0","0","0","4","0","0.0","50,979","0",""
"6015","宏遠證","6,184","26","34","0","6,176","590","6.7","92,058","1","0","0","0","1","0","0.0","92,058","0",""
"6016","康和證","12,568","26","95","0","12,499","365","8.15","153,334","6","0","0","0","6","0","0.0","153,334","0",""
"6020","大展證","215","0","0","0","215","0","0.34","63,088","0","0","0","0","0","0","0.0","63,088","0",""
"6021","大慶證","5,173","15","18","0","5,170","41","6.74","76,688","0","0","0","0","0","0","0.0","76,688","0",""
"6023","元大期","92","2","1","0","93","6","0.16","58,069","0","0","0","0","0","0","0.0","58,069","0",""
"6026","福邦證","7,503","22","75","0","7,450","459","12.32","60,425","4","5","0","0","9","0","0.01","60,425","0",""
"6101","寬魚國際","3,039","239","156","1","3,121","453","69.44","4,494","103","128","15","0","216","7","4.8","4,494","10",""
"6103","合邦","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"6104","創惟","6,644","4","9","5","6,634","184","29.25","22,677","10","1","0","0","11","0","0.04","22,677","0",""
"6109","亞元","585","0","0","0","585","187","3.21","18,171","0","0","0","0","0","0","0.0","18,171","0",""
"6111","大宇資","3,490","30","40","14","3,466","300","51.76","6,695","46","28","2","0","72","0","1.07","6,695","0",""
"6113","亞矽","5,963","12","43","0","5,932","1,006","47.41","12,511","0","0","0","0","0","0","0.0","12,511","0",""
"6114","久威","1,132","2","0","0","1,134","28","13.94","8,131","4","0","0","0","4","0","0.04","8,131","0",""
"6118","建達","2,824","5","3","0","2,826","196","12.43","22,722","3","0","0","0","3","0","0.01","22,722","33","11A"
"6121","新普","3,219","34","17","0","3,236","66","6.99","46,242","10","0","0","0","10","0","0.02","46,242","1",""
"6122","擎邦","3,629","6","0","0","3,635","577","21.15","17,182","2","0","0","0","2","0","0.01","17,182","0",""
"6123","上奇","7,069","919","983","0","7,005","181","48.45","14,456","129","61","46","0","144","5","0.99","14,456","41",""
"6124","業強","413","2","0","0","415","5","0.9","45,619","0","0","0","0","0","0","0.0","45,619","0","11C"
"6125","廣運","5,561","40","8","0","5,593","383","9.05","61,752","0","0","0","0","0","0","0.0","61,752","0",""
"6126","信音","5,316","2","13","0","5,305","56","16.89","31,404","2","0","1","0","1","0","0.0","31,404","0",""
"6127","九豪","11,868","1,006","566","0","12,308","570","45.24","27,201","635","199","146","0","688","24","2.52","27,201","19",""
"6129","普誠","8,585","16","40","0","8,561","378","18.92","45,235","1","0","0","0","1","0","0.0","45,235","0",""
"6134","萬旭","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"6138","茂達","7,913","74","42","1","7,944","388","30.92","25,690","196","8","2","0","202","10","0.78","25,690","0",""
"6140","訊達","599","0","29","0","570","61","5.94","9,591","0","0","0","0","0","0","0.0","9,591","0",""
"6143","振曜","8,789","22","96","0","8,715","106","41.85","20,820","509","15","5","0","519","10","2.49","20,820","0",""
"6144","得利影","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"6146","耕興","138","3","1","0","140","3","0.61","22,863","2","0","0","0","2","0","0.0","22,863","0",""
"6147","頎邦","14,009","319","825","1","13,502","444","8.25","163,565","786","675","528","0","933","20","0.57","163,565","17",""
"6148","驊宏資","95","0","0","0","95","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"6150","撼訊","3,963","155","194","9","3,915","124","51.74","7,566","396","0","22","0","374","2","4.94","7,566","0","62ACD"
"6151","晉倫","785","3","4","0","784","39","5.67","13,814","0","0","0","0","0","0","0.0","13,814","0",""
"6154","順發","428","733","289","0","872","32","4.35","20,020","14","27","0","0","41","0","0.2","20,020","76",""
"6156","松上","5,080","6","43","0","5,043","388","26.06","19,345","37","6","0","0","43","0","0.22","19,345","0",""
"6158","禾昌","12,154","28","80","0","12,102","16","42.47","28,494","0","0","0","0","0","0","0.0","28,494","0",""
"6160","欣技","1,954","3","2","0","1,955","12","11.41","17,122","0","0","0","0","0","0","0.0","17,122","0",""
"6161","捷波","12,577","85","96","0","12,566","563","42.29","29,708","37","1","7","0","31","0","0.1","29,708","3",""
"6163","華電網","5,963","43","15","0","5,991","139","23.15","25,870","0","5","0","0","5","0","0.01","25,870","0",""
"6167","久正","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"6170","統振","3,485","5","6","0","3,484","169","15.54","22,417","2","0","0","0","2","0","0.0","22,417","0",""
"6171","亞銳士","483","44","145","0","382","4","2.53","15,087","8","0","5","0","3","0","0.01","15,087","0",""
"6173","信昌電","10,896","849","845","0","10,900","638","25.34","43,000","1,388","809","177","0","2,020","106","4.69","43,000","84",""
"6174","安��","116","0","0","0","116","28","0.92","12,500","0","0","0","0","0","0","0.0","12,500","0","11C"
"6175","立敦","7,553","197","177","1","7,572","625","26.43","28,643","170","8","6","0","172","0","0.6","28,643","6",""
"6179","亞通","4,766","11","9","0","4,768","30","25.72","18,536","0","0","0","0","0","0","0.0","18,536","0",""
"6180","橘子","21,008","870","778","0","21,100","1,120","48.11","43,856","2,419","208","141","0","2,486","23","5.66","43,856","28",""
"6182","合晶","63,147","3,591","6,058","8","60,672","1,753","50.46","120,224","3,305","1,489","863","0","3,931","213","3.26","120,224","160",""
"6185","幃翔","1,709","1","9","0","1,701","113","5.5","30,903","0","0","0","0","0","0","0.0","30,903","0",""
