代號,名稱,前資餘額(張),資買,資賣,現償,資餘額,資屬證金,資使用率(%),資限額,前券餘額(張),券賣,券買,券償,券餘額,券屬證金,券使用率(%),券限額,資券相抵(張),備註
"2066","世德","508","1","4","0","505","7","5.53","9,125","0","0","0","0","0","0","0.0","9,125","0",""
"2221","大甲","2,831","11","13","0","2,829","85","26.67","10,606","0","0","0","0","0","0","0.0","10,606","0",""
"2230","泰茂","631","1","0","0","632","0","6.38","9,904","0","0","0","0","0","0","0.0","9,904","0","11C"
"2233","宇隆","2,937","54","33","0","2,958","147","24.04","12,303","6","0","1","0","5","1","0.04","12,303","0",""
"2235","謚源","816","0","4","0","812","0","9.05","8,969","0","0","0","0","0","0","0.0","8,969","0","11B"
"2596","綠意","1,222","2","24","0","1,200","7","4.92","24,345","0","0","0","0","0","0","0.0","24,345","0",""
"2640","大車隊","1,079","8","26","0","1,061","61","8.7","12,189","1","0","0","0","1","0","0.0","12,189","0",""
"2641","正德","13,856","0","1,192","3","12,661","175","0.0","0","1","0","0","0","1","0","0.0","0","0","OX"
"2719","燦星旅","160","0","0","0","160","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"2724","富驛-KY","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"2726","雅茗-KY","987","0","0","0","987","8","11.74","8,406","0","0","0","0","0","0","0.0","8,406","0","11B"
"2732","六角","2,457","478","492","0","2,443","114","26.91","9,076","45","19","20","0","44","5","0.48","9,076","4",""
"2734","易飛網","317","1","0","0","318","22","4.2","7,564","0","0","0","0","0","0","0.0","7,564","0",""
"2736","高野","102","11","6","0","107","11","0.87","12,248","0","0","0","0","0","0","0.0","12,248","0","11C"
"2916","滿心","90","6","0","0","96","0","0.82","11,609","0","0","0","0","0","0","0.0","11,609","0",""
"2924","東凌-KY","29","0","0","0","29","1","0.34","8,501","0","0","0","0","0","0","0.0","8,501","0","11B"
"2926","誠品生活","99","0","0","0","99","0","0.83","11,847","0","0","0","0","0","0","0.0","11,847","0","11C"
"2928","紅馬-KY","1,489","62","13","0","1,538","92","13.0","11,825","35","0","6","0","29","0","0.24","11,825","0",""
"3064","泰偉","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3066","李洲","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"3068","美磊","6,245","61","70","0","6,236","94","26.68","23,366","83","4","23","0","64","0","0.27","23,366","0",""
"3071","協禧","5,302","22","15","0","5,309","224","17.69","30,000","10","0","1","0","9","0","0.03","30,000","0",""
"3073","凱柏實業","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXA"
"3078","僑威","9,610","151","18","273","9,470","680","16.65","56,847","49","115","10","0","154","0","0.27","56,847","0",""
"3081","聯亞","2,311","182","172","7","2,314","75","10.21","22,643","434","86","104","0","416","4","1.83","22,643","4",""
"3083","網龍","2,369","40","20","5","2,384","125","11.12","21,426","55","1","0","0","56","0","0.26","21,426","0",""
"3085","新零售","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3086","華義","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"3088","艾訊","1,413","46","46","0","1,413","34","7.11","19,854","5","0","0","0","5","0","0.02","19,854","0",""
"3089","遠昇","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXA"
"3092","鴻碩","5,894","74","31","1","5,936","213","34.01","17,450","19","1","1","0","19","0","0.1","17,450","0",""
"3093","港建","283","0","0","0","283","2","3.11","9,072","0","0","0","0","0","0","0.0","9,072","0","11C"
"3095","及成","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXA"
"3105","穩懋","7,246","320","501","130","6,935","300","6.88","100,666","576","62","43","1","594","13","0.59","100,666","429",""
"3114","好德","3,498","14","31","0","3,481","180","27.84","12,503","56","18","5","0","69","0","0.55","12,503","1",""
"3118","進階","303","1","0","0","304","1","3.74","8,113","0","0","0","0","0","0","0.0","8,113","0",""
"3122","笙泉","979","14","35","0","958","53","9.75","9,824","1","0","0","0","1","0","0.01","9,824","0",""
"3128","昇銳","4,232","159","242","1","4,148","161","39.5","10,500","212","30","71","0","171","0","1.62","10,500","3","11AC"
"3141","晶宏","6,052","0","21","0","6,031","127","37.74","15,980","56","0","2","0","54","0","0.33","15,980","0",""
"3144","新揚科","5,670","67","73","1","5,663","187","22.5","25,159","8","0","0","0","8","0","0.03","25,159","0",""
"3152","璟德","846","6","2","1","849","17","4.92","17,254","49","3","0","0","52","1","0.3","17,254","0",""
"3162","精確","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3163","波若威","5,629","11","33","0","5,607","222","30.16","18,588","60","1","0","0","61","0","0.32","18,588","0",""
"3169","亞信","2,793","0","4","0","2,789","443","21.01","13,272","0","0","0","0","0","0","0.0","13,272","0",""
"3171","新洲","530","0","1","0","529","0","5.39","9,800","0","0","0","0","0","0","0.0","9,800","0",""
"3188","鑫龍騰","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3191","和進","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3202","樺晟","15,113","87","21","1","15,178","308","60.61","25,040","22","3","0","0","25","0","0.09","25,040","0",""
"3205","佰研","2,769","68","31","0","2,806","171","34.24","8,193","314","7","4","0","317","1","3.86","8,193","5",""
"3206","志豐","2,647","8","0","0","2,655","131","20.49","12,955","8","0","0","0","8","0","0.06","12,955","0",""
"3207","耀勝","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3211","順達","3,053","6","10","0","3,049","95","8.02","37,992","8","0","4","0","4","0","0.01","37,992","0",""
"3213","茂訊","590","0","7","0","583","45","3.97","14,671","7","0","0","0","7","0","0.04","14,671","0",""
"3217","優群","4,510","18","25","1","4,502","70","21.93","20,526","49","6","1","0","54","0","0.26","20,526","0",""
"3218","大學光","5,527","23","76","0","5,474","91","28.76","19,030","32","1","6","0","27","0","0.14","19,030","0",""
"3219","倚強","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3221","台嘉碩","4,362","79","62","20","4,359","20","18.09","24,092","15","0","0","0","15","0","0.06","24,092","0",""
"3224","三顧","9,031","145","169","2","9,005","497","62.08","14,504","249","46","36","0","259","3","1.78","14,504","0",""
"3226","至寶電","233","0","0","0","233","0","1.44","16,107","0","0","0","0","0","0","0.0","16,107","0","11C"
"3227","原相","12,313","101","98","1","12,315","394","36.81","33,450","376","21","14","0","383","6","1.14","33,450","0",""
"3230","錦明","3,318","0","0","0","3,318","89","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3232","昱捷","2,331","7","4","0","2,334","50","29.57","7,891","17","0","2","0","15","11","0.19","7,891","0",""
"3234","光環","8,414","27","61","15","8,365","263","46.13","18,131","447","9","48","0","408","6","2.25","18,131","0",""
"3236","千如","4,878","88","50","0","4,916","149","29.41","16,710","41","3","5","0","39","0","0.23","16,710","0",""
"3252","海灣","6,508","20","10","0","6,518","11","82.91","7,861","0","0","0","0","0","0","0.0","7,861","0","@"
"3259","鑫創","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3260","威剛","18,128","99","111","0","18,116","530","32.32","56,043","1,853","213","136","0","1,930","17","3.44","56,043","0",""
"3264","欣銓","13,271","263","42","0","13,492","243","11.01","122,499","192","28","13","0","207","5","0.16","122,499","0",""
"3265","台星科","4,567","59","74","1","4,551","113","13.35","34,065","107","18","1","0","124","0","0.36","34,065","1",""
"3272","東碩","3,575","224","869","6","2,924","260","22.37","13,066","110","11","10","0","111","0","0.84","13,066","2",""
"3276","宇環","2,989","20","47","15","2,947","36","16.9","17,428","4","0","0","0","4","0","0.02","17,428","0",""
"3284","太普高","10,152","13","16","0","10,149","1,368","72.54","13,990","1","0","0","0","1","0","0.0","13,990","0",""
"3285","微端","1,879","12","111","0","1,780","173","16.14","11,027","1","0","1","0","0","0","0.0","11,027","0",""
"3287","廣寰科","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3288","點晶","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXAC"
"3289","宜特","6,780","67","125","0","6,722","121","42.69","15,743","496","19","24","0","491","37","3.11","15,743","0",""
"3290","東浦","3,005","1","0","0","3,006","1,221","12.07","24,887","0","0","0","0","0","0","0.0","24,887","0",""
"3293","鈊象","3,280","15","10","4","3,281","159","18.72","17,521","5","0","1","0","4","0","0.02","17,521","0",""
"3294","英濟","7,888","17","13","0","7,892","186","23.92","32,993","29","0","3","0","26","0","0.07","32,993","0",""
"3297","杭特","640","2","2","0","640","3","6.94","9,214","6","0","0","0","6","0","0.06","9,214","0",""
"3299","帛漢","2,938","10","9","0","2,939","139","19.24","15,274","8","0","0","0","8","0","0.05","15,274","0",""
"3303","岱稜","2,364","41","11","0","2,394","33","9.96","24,022","0","0","0","0","0","0","0.0","24,022","0",""
"3306","鼎天","957","0","0","1","956","51","7.55","12,651","0","0","0","0","0","0","0.0","12,651","0",""
"3310","佳穎","5,970","18","3","1","5,984","84","38.12","15,695","28","0","6","0","22","0","0.14","15,695","0",""
"3313","斐成","7,068","413","184","0","7,297","90","48.33","15,097","638","61","16","0","683","19","4.52","15,097","14",""
"3317","尼克森","5,935","63","59","0","5,939","302","38.78","15,312","477","133","41","0","569","12","3.71","15,312","0",""
"3322","建舜電","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3323","加百裕","10,789","28","95","1","10,721","434","49.4","21,699","159","3","3","0","159","2","0.73","21,699","1",""
"3324","雙鴻","15,586","142","120","6","15,602","335","75.5","20,663","1,035","249","170","0","1,114","83","5.39","20,663","0",""
"3325","旭品","5,390","33","38","0","5,385","187","29.81","18,063","15","0","0","0","15","0","0.08","18,063","0",""
"3332","幸康","57","0","0","0","57","1","0.47","12,026","0","0","0","0","0","0","0.0","12,026","0","11C"
"3339","泰谷","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3354","律勝","3,376","40","47","0","3,369","94","19.22","17,528","82","4","11","0","75","1","0.42","17,528","1",""
"3360","尚立","4,793","6","4","0","4,795","562","25.41","18,864","13","0","0","0","13","0","0.06","18,864","0",""
"3362","先進光","5,867","184","95","0","5,956","337","25.51","23,344","459","11","8","0","462","4","1.97","23,344","4",""
"3363","上詮","10,461","8","9","0","10,460","55","54.0","19,368","0","0","0","0","0","0","0.0","19,368","0",""
"3372","典範","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3373","熱映","2,296","0","3","0","2,293","119","21.18","10,822","0","0","0","0","0","0","0.0","10,822","0",""
"3374","精材","25,437","585","802","13","25,207","1,351","37.11","67,923","2,677","562","378","0","2,861","141","4.21","67,923","49",""
"3379","彬台","1,570","27","66","2","1,529","33","16.07","9,510","18","1","5","0","14","0","0.14","9,510","0","11A"
"3388","崇越電","174","0","2","0","172","5","1.07","16,025","0","0","0","0","0","0","0.0","16,025","0",""
"3390","旭軟","10,301","32","2","34","10,297","91","61.49","16,745","40","0","0","0","40","0","0.23","16,745","0",""
"3402","漢科","1,998","139","197","0","1,940","68","10.62","18,261","2","2","0","0","4","0","0.02","18,261","17",""
"3428","光燿科","9,452","31","43","0","9,440","325","39.23","24,058","75","7","0","0","82","0","0.34","24,058","0",""
"3431","長天","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3434","哲固","871","56","23","0","904","23","15.92","5,675","8","2","0","0","10","0","0.17","5,675","0",""
"3438","類比科","7,458","1","13","0","7,446","89","44.2","16,844","16","0","1","0","15","0","0.08","16,844","0",""
"3441","聯一光","4,854","24","24","0","4,854","227","48.49","10,009","165","1","3","0","163","24","1.62","10,009","0",""
"3444","利機","1,995","18","4","0","2,009","66","20.54","9,778","10","0","0","0","10","0","0.1","9,778","0",""
"3452","益通","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3455","由田","4,517","45","13","0","4,549","94","29.6","15,367","10","0","2","0","8","0","0.05","15,367","0",""
"3466","致振","149","0","0","0","149","29","0.97","15,221","0","0","0","0","0","0","0.0","15,221","0","11C"
"3479","安勤","2,322","40","18","0","2,344","75","16.95","13,822","5","0","0","0","5","0","0.03","13,822","0",""
"3483","力致","3,371","20","42","0","3,349","41","24.87","13,464","0","0","0","0","0","0","0.0","13,464","0",""
"3484","崧騰","3,096","8","9","0","3,095","153","17.75","17,434","4","0","0","0","4","0","0.02","17,434","1",""
"3489","森寶","1,560","0","9","0","1,551","144","7.46","20,782","0","0","0","0","0","0","0.0","20,782","0",""
"3490","單井","6,536","10","10","0","6,536","193","38.02","17,190","20","0","0","0","20","0","0.11","17,190","0",""
"3491","昇達科","3,824","34","11","1","3,846","67","27.43","14,020","19","2","1","0","20","0","0.14","14,020","0",""
"3492","長盛","2,432","5","4","0","2,433","254","27.39","8,882","0","0","0","0","0","0","0.0","8,882","0",""
"3498","陽程","4,536","19","20","0","4,535","105","23.35","19,418","39","4","0","0","43","0","0.22","19,418","0",""
"3499","環天科","3,910","65","207","6","3,762","83","27.37","13,742","3","1","0","0","4","0","0.02","13,742","0",""
"3508","位速","8,667","253","97","0","8,823","84","36.54","24,144","1,128","171","59","0","1,240","34","5.13","24,144","9",""
"3511","矽瑪","1,945","27","56","1","1,915","16","17.18","11,143","66","3","20","0","49","0","0.43","11,143","0",""
"3512","能緹","4,347","29","9","1","4,366","80","39.69","11,000","94","0","4","0","90","0","0.81","11,000","0",""
"3516","亞帝歐","4,408","11","1","0","4,418","39","34.04","12,978","0","0","0","0","0","0","0.0","12,978","0",""
"3520","振維","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","62OXAD"
"3521","鴻翊","807","0","5","0","802","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"3522","宏森","8,500","74","112","0","8,462","1,168","72.09","11,737","238","0","0","0","238","4","2.02","11,737","0",""
"3523","迎輝","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","11OXC"
"3526","凡甲","5,822","24","20","1","5,825","207","35.39","16,459","158","57","9","0","206","0","1.25","16,459","0",""
"3527","聚積","3,638","135","166","0","3,607","120","41.49","8,692","167","3","0","0","170","88","1.95","8,692","0",""
"3529","力旺","3,533","24","20","0","3,537","393","18.66","18,947","101","4","5","0","100","2","0.52","18,947","0",""
"3531","先益","654","0","8","0","646","16","4.22","15,293","1","0","0","0","1","0","0.0","15,293","0",""
"3537","堡達","3,701","256","157","0","3,800","135","31.21","12,173","52","10","4","0","58","2","0.47","12,173","3",""
"3540","曜越","4,335","25","22","8","4,330","250","26.0","16,653","67","0","1","0","66","1","0.39","16,653","2",""
"3541","西柏","3,250","4","22","0","3,232","58","26.21","12,330","18","1","6","0","13","0","0.1","12,330","0",""
"3546","宇峻","4,426","82","88","0","4,420","362","46.52","9,501","18","1","3","0","16","1","0.16","9,501","1",""
"3548","兆利","4,221","19","7","5","4,228","72","27.93","15,137","23","0","0","0","23","0","0.15","15,137","0",""
"3551","世禾","1,974","22","3","2","1,991","78","14.02","14,193","5","0","1","0","4","0","0.02","14,193","0",""
"3552","同致","6,990","79","34","21","7,014","302","32.81","21,375","184","21","2","0","203","0","0.94","21,375","0",""
"3555","重鳥鵬","90","0","0","0","90","0","4.87","1,845","0","0","0","0","0","0","0.0","1,845","0","11C"
"3556","禾瑞亞","1,793","4","2","0","1,795","58","12.07","14,867","5","0","0","0","5","0","0.03","14,867","0",""
"3558","神準","1,579","33","18","0","1,594","62","12.99","12,265","4","0","0","0","4","0","0.03","12,265","0",""
"3563","牧德","2,714","126","129","0","2,711","128","25.45","10,652","307","20","8","0","319","15","2.99","10,652","1",""
"3567","逸昌","1,734","2","3","1","1,732","54","19.53","8,868","0","0","0","0","0","0","0.0","8,868","0",""
"3577","泓格","584","45","2","0","627","0","5.21","12,014","0","0","0","0","0","0","0.0","12,014","0",""
"3580","友威科","4,116","55","38","0","4,133","11","58.66","7,045","12","0","0","0","12","0","0.17","7,045","0",""
"3581","博磊","1,727","11","30","0","1,708","102","13.19","12,944","7","0","0","0","7","0","0.05","12,944","0",""
"3587","閎康","4,675","12","13","0","4,674","269","30.0","15,578","9","0","1","0","8","1","0.05","15,578","0",""
"3594","磐儀","4,148","135","145","0","4,138","259","29.24","14,150","70","2","0","0","72","0","0.5","14,150","0",""
"3609","東林","362","8","0","0","370","280","4.87","7,584","0","0","0","0","0","0","0.0","7,584","0","11BC"
"3611","鼎翰","1,499","11","18","0","1,492","23","15.48","9,638","2","0","0","0","2","0","0.02","9,638","0",""
"3615","安可","4,199","10","3","0","4,206","563","24.57","17,116","1","0","0","0","1","0","0.0","17,116","0",""
"3623","富晶通","778","2","5","0","775","43","10.62","7,294","1","0","0","0","1","0","0.01","7,294","0",""
"3624","光頡","7,674","495","399","0","7,770","336","26.48","29,335","272","6","18","0","260","0","0.88","29,335","11",""
"3625","西勝","7,925","30","8","2","7,945","389","45.2","17,574","16","0","0","0","16","0","0.09","17,574","0",""
"3628","盈正","1,690","128","126","0","1,692","132","15.04","11,250","15","0","0","0","15","0","0.13","11,250","55",""
"3630","新鉅科","8,665","22","20","0","8,667","925","34.2","25,337","1,225","101","25","0","1,301","73","5.13","25,337","0",""
"3631","晟楠","15,913","7","7","1","15,912","0","79.63","19,980","0","0","0","0","0","0","0.0","19,980","0","11@C"
"3632","研勤","1,788","4","4","0","1,788","100","15.15","11,797","2","0","0","0","2","0","0.01","11,797","0",""
"3642","駿熠電","4,208","111","64","0","4,255","8","56.04","7,592","6","0","0","0","6","0","0.07","7,592","0",""
"3646","艾恩特","2,658","125","169","0","2,614","80","26.76","9,765","246","68","39","0","275","25","2.81","9,765","15",""
"3652","精聯","1,489","24","30","0","1,483","105","12.59","11,774","3","0","0","0","3","0","0.02","11,774","1",""
"3663","鑫科","2,363","6","12","0","2,357","52","15.99","14,739","1","0","0","0","1","0","0.0","14,739","0",""
"3664","安瑞-KY","2,170","4","1","0","2,173","6","16.54","13,130","5","0","0","0","5","0","0.03","13,130","0",""
"3666","光耀","2,188","2","12","0","2,178","49","19.87","10,961","0","0","0","0","0","0","0.0","10,961","0",""
"3672","康聯訊","1,645","4","3","0","1,646","1","19.85","8,292","0","0","0","0","0","0","0.0","8,292","0","11C"
"3675","德微","1,954","11","12","2","1,951","348","17.56","11,107","30","0","2","0","28","0","0.25","11,107","0",""
"3680","家登","3,247","9","7","0","3,249","92","18.41","17,640","11","1","1","0","11","0","0.06","17,640","0",""
"3685","元創精密","4,075","12","11","0","4,076","136","40.36","10,099","36","0","0","0","36","0","0.35","10,099","0",""
"3687","歐買尬","1,578","0","10","0","1,568","166","20.86","7,514","6","0","0","0","6","0","0.07","7,514","0",""
"3689","湧德","4,216","12","7","0","4,221","78","24.23","17,418","12","0","0","0","12","0","0.06","17,418","0",""
"3691","碩禾","3,315","42","28","1","3,328","143","21.82","15,247","1,730","53","15","0","1,768","10","11.59","15,247","1",""
"3693","營邦","751","16","1","0","766","12","7.95","9,627","0","0","0","0","0","0","0.0","9,627","0","11C"
"3707","漢磊","23,960","208","166","12","23,990","645","34.54","69,437","1,120","124","87","1","1,156","14","1.66","69,437","29",""
"3709","鑫聯大投控","846","4","3","0","847","60","4.25","19,892","0","0","0","0","0","0","0.0","19,892","0",""
"3710","連展投控","7,997","9","25","0","7,981","454","15.4","51,822","0","0","0","0","0","0","0.0","51,822","0",""
"4102","永日","997","4","1","0","1,000","2","9.44","10,593","0","0","0","0","0","0","0.0","10,593","0",""
"4103","百略","2,034","34","111","0","1,957","10","7.11","27,499","0","10","0","0","10","0","0.03","27,499","0",""
"4105","東洋","6,320","35","89","143","6,123","151","9.85","62,162","11","0","0","0","11","0","0.01","62,162","0",""
"4107","邦特","3,521","524","230","0","3,815","99","22.02","17,324","173","0","64","0","109","3","0.62","17,324","6",""
"4109","穆拉德加捷","4,506","0","224","5","4,277","299","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"4111","濟生","2,366","667","460","0","2,573","104","18.06","14,245","51","20","8","1","62","1","0.43","14,245","45",""
"4113","聯上","6,406","604","80","0","6,930","23","13.47","51,441","0","0","0","0","0","0","0.0","51,441","0",""
"4114","健喬","7,596","3,700","1,759","0","9,537","1,103","20.73","46,004","19","235","3","0","251","6","0.54","46,004","56",""
"4116","明基醫","684","2","2","0","684","10","6.13","11,141","0","0","0","0","0","0","0.0","11,141","0",""
"4120","友華","2,266","5","8","0","2,263","183","10.43","21,686","7","0","0","0","7","4","0.03","21,686","0",""
"4121","優盛","3,260","56","87","0","3,229","250","17.61","18,329","15","1","0","0","16","0","0.08","18,329","0",""
"4123","晟德","9,633","715","595","0","9,753","319","13.15","74,143","1,450","32","34","0","1,448","7","1.95","74,143","9",""
"4126","太醫","3,006","18","6","0","3,018","323","18.28","16,503","0","0","0","0","0","0","0.0","16,503","0",""
"4127","天良","1,615","3","1","0","1,617","39","14.13","11,440","0","0","0","0","0","0","0.0","11,440","0",""
"4129","聯合","5,125","51","52","0","5,124","175","25.71","19,925","51","3","0","0","54","0","0.27","19,925","0",""
"4130","健亞","5,012","200","163","0","5,049","188","20.03","25,201","44","11","0","0","55","0","0.21","25,201","1",""
"4138","曜亞","1,118","81","118","0","1,081","118","14.41","7,500","1","0","0","0","1","0","0.01","7,500","0",""
"4153","鈺緯","2,750","54","181","0","2,623","57","21.25","12,341","34","9","1","0","42","0","0.34","12,341","2",""
"4157","太景*-KY","0","1,505","0","0","1,505","65","0.83","179,190","0","0","0","0","0","0","0.0","179,190","0",""
"4161","聿新科","3,127","24","18","0","3,133","30","23.98","13,064","5","1","0","0","6","0","0.04","13,064","0",""
"4162","智擎","5,049","43","80","8","5,004","153","13.6","36,788","36","0","0","0","36","2","0.09","36,788","0",""
"4163","鐿鈦","1,429","2","4","0","1,427","11","14.18","10,059","1","0","0","0","1","1","0.0","10,059","0",""
"4173","久裕","5,274","0","11","0","5,263","59","47.23","11,143","2","0","0","0","2","0","0.01","11,143","0",""
"4205","中華食","17","0","0","0","17","3","0.08","20,175","0","0","0","0","0","0","0.0","20,175","0","11C"
"4207","環泰","3,712","59","79","0","3,692","215","8.67","42,538","7","0","0","0","7","0","0.01","42,538","0",""
"4303","信立","345","3","5","0","343","10","6.86","5,000","4","1","0","0","5","0","0.1","5,000","0",""
"4304","勝昱","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"4305","世坤","0","0","0","0","0","0","0.0","13,753","0","0","0","0","0","0","0.0","13,753","0","11C"
"4401","東隆興","539","1","3","0","537","24","1.78","30,071","2","0","0","0","2","0","0.0","30,071","0",""
"4406","新昕纖","201","0","0","0","201","1","1.54","12,978","0","0","0","0","0","0","0.0","12,978","0","11BC"
"4413","飛寶企業","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"4416","三圓","158","0","0","0","158","0","1.05","15,003","0","0","0","0","0","0","0.0","15,003","0","11BC"
"4417","金洲","2,170","5","2","0","2,173","51","10.35","20,992","0","0","0","0","0","0","0.0","20,992","0",""
"4420","光明","1,546","1","2","0","1,545","15","15.27","10,113","0","0","0","0","0","0","0.0","10,113","0",""
"4429","聚紡","1,362","0","0","0","1,362","1","15.86","8,587","0","0","0","0","0","0","0.0","8,587","0","11C"
"4430","耀億","281","1","0","0","282","0","2.04","13,768","0","0","0","0","0","0","0.0","13,768","0",""
"4432","銘旺實","842","0","1","0","841","28","6.64","12,647","0","0","0","0","0","0","0.0","12,647","0",""
"4433","興采","136","0","0","0","136","14","1.72","7,874","0","0","0","0","0","0","0.0","7,874","0","11C"
"4502","健信","969","4","4","0","969","21","25.88","3,744","6","1","0","0","7","0","0.18","3,744","0",""
"4506","崇友","48","1","22","0","27","0","0.06","44,253","0","0","0","0","0","0","0.0","44,253","0",""
"4510","高鋒","2,830","7","12","0","2,825","87","10.46","27,002","0","0","0","0","0","0","0.0","27,002","0",""
"4513","福裕","2,925","0","15","0","2,910","118","15.14","19,220","0","0","0","0","0","0","0.0","19,220","0",""
"4523","永彰","1,397","0","0","0","1,397","7","8.73","16,000","0","0","0","0","0","0","0.0","16,000","0",""
"4527","方土霖","171","0","0","0","171","0","0.89","19,038","0","0","0","0","0","0","0.0","19,038","0",""
"4528","江興鍛","4,440","183","274","0","4,349","185","22.73","19,128","32","2","11","0","23","0","0.12","19,128","0",""
"4529","淳紳","4,294","22","19","0","4,297","403","35.48","12,109","170","4","0","0","174","0","1.43","12,109","0",""
"4530","宏易","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"4533","協易機","9,474","10","39","0","9,445","19","23.84","39,608","0","0","0","0","0","0","0.0","39,608","0",""
"4534","慶騰","8,069","2","14","10","8,047","180","36.78","21,875","12","0","5","0","7","0","0.03","21,875","0",""
"4535","至興","87","0","3","0","84","0","0.44","18,915","0","0","0","0","0","0","0.0","18,915","0","11C"
"4541","晟田","1,513","76","91","0","1,498","111","11.06","13,535","9","2","9","0","2","0","0.01","13,535","0",""
"4543","萬在","153","4","0","0","157","2","1.1","14,210","0","0","0","0","0","0","0.0","14,210","0","11C"
"4549","桓達","2,357","38","5","0","2,390","68","23.67","10,097","2","0","0","0","2","0","0.01","10,097","0",""
"4550","長佳","518","0","12","0","506","15","5.77","8,757","1","0","0","0","1","0","0.01","8,757","0",""
"4556","旭然","158","1","0","0","159","0","1.8","8,807","0","0","0","0","0","0","0.0","8,807","0","11C"
"4609","唐鋒","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"4706","大恭","84","0","0","0","84","0","0.42","19,757","0","0","0","0","0","0","0.0","19,757","0","11C"
"4707","磐亞","7,861","232","120","0","7,973","438","12.97","61,426","85","1","10","0","76","0","0.12","61,426","0",""
"4711","永純","283","1","3","0","281","0","1.84","15,264","0","0","0","0","0","0","0.0","15,264","0",""
"4712","南璋","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0.0","0","0","OX"
"4714","永捷","16,745","55","99","0","16,701","303","78.3","21,327","49","5","0","0","54","0","0.25","21,327","0",""
"4716","大立","10,324","10","1","0","10,333","1,332","55.53","18,606","2","0","0","0","2","0","0.01","18,606","0",""
"4721","美琪瑪","9,785","257","124","4","9,914","228","52.88","18,746","1,507","736","140","0","2,103","47","11.21","18,746","18",""
"4728","雙美","3,134","81","119","0","3,096","121","22.73","13,615","190","0","3","0","187","0","1.37","13,615","0",""
"4735","豪展","1,472","7","2","0","1,477","28","17.32","8,527","14","3","0","0","17","0","0.19","8,527","0",""
"4736","泰博","1,710","204","129","0","1,785","59","9.11","19,581","538","15","14","0","539","4","2.75","19,581","2",""
"4745","合富-KY","3,449","273","325","1","3,396","16","23.54","14,424","17","9","11","0","15","0","0.1","14,424","5",""
"4747","強生","54","0","0","0","54","13","0.71","7,504","0","0","0","0","0","0","0.0","7,504","0",""
"4803","VHQ-KY","4,099","603","411","0","4,291","175","45.12","9,510","131","6","21","1","115","5","1.2","9,510","5",""
"4804","大略-KY","3,347","35","45","0","3,337","31","37.04","9,007","1","0","0","0","1","0","0.01","9,007","0",""
"4806","昇華","6,037","130","3","0","6,164","7","77.47","7,956","643","53","34","0","662","0","8.32","7,956","0","@"
"4903","聯光通","13,494","397","355","6","13,530","219","59.94","22,569","571","237","30","0","778","12","3.44","22,569","27",""
"4905","台聯電","697","15","21","0","691","43","6.42","10,755","0","0","0","0","0","0","0.0","10,755","0",""
