"股票代號","股票名稱","資買進","資賣出","資現償","資前餘額","資今餘","資限額","券買進","券賣出","券現償","券前餘","券今餘","券限額","資券互抵","註記",
"2013","中鋼構","2,603","1,874","0","5,280","6,009","50,000","219","248","0","835","864","50,000","1,299","",
"2014","中鴻","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2015","豐興","1","14","0","145","132","145,399","0","0","0","0","0","145,399","0","",
"2017","官田鋼","495","1,138","0","13,274","12,631","81,786","4","0","0","6","2","81,786","2","",
"2020","美亞","116","174","0","5,632","5,574","58,381","9","0","0","9","0","58,381","0","X",
"2022","聚亨","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2023","燁輝","147","188","7","23,248","23,200","455,294","4","0","0","621","617","455,294","0","",
"2024","志聯","275","750","0","5,601","5,126","24,375","0","0","0","10","10","24,375","23","",
"2025","千興","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2027","大成鋼","5,230","5,474","0","40,441","40,197","236,487","115","1,071","0","267","1,223","236,487","356","",
"2028","威致","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2029","盛餘","5","4","0","1,993","1,994","80,295","0","0","15","15","0","80,295","0","X",
"2030","彰源","254","36","0","9,288","9,506","71,631","0","0","0","0","0","71,631","0","X",
"2031","新光鋼","4,616","3,035","3","16,264","17,842","76,548","436","1,295","5","1,771","2,625","76,548","122","",
"2032","新鋼","241","107","0","2,963","3,097","32,630","0","0","0","0","0","32,630","0","X",
"2033","佳大","84","118","0","2,262","2,228","20,173","7","8","2","85","84","20,173","4","",
"2034","允強","64","48","0","4,002","4,018","101,782","0","0","0","0","0","101,782","0","X",
"2038","海光","529","745","0","9,566","9,350","45,316","20","100","0","279","359","45,316","10","",
"2049","上銀","457","165","1","2,824","3,115","70,039","91","3","0","1,446","1,358","70,039","3","",
"2059","川湖","0","1","0","453","452","23,824","2","0","0","12","10","23,824","0","",
"2062","橋椿","7","17","0","4,063","4,053","40,910","0","0","0","4","4","40,910","0","",
"2069","運錩","26","28","0","3,570","3,568","35,428","0","0","19","76","57","35,428","0","",
"2101","南港","41","93","0","29,925","29,873","208,483","0","0","0","1","1","208,483","0","",
"2102","泰豐","15","85","255","9,257","8,932","118,332","1","0","0","1","0","118,332","0","X",
"2103","台橡","55","40","0","5,608","5,623","206,427","55","3","0","84","32","206,427","1","",
"2104","中橡","169","211","0","11,139","11,097","157,146","54","143","0","349","438","157,146","1","",
"2105","正新","236","229","1","5,434","5,440","810,353","0","0","1","1","0","810,353","0","X",
"2106","建大","60","99","0","1,600","1,561","218,607","0","0","0","0","0","218,607","0","X",
"2107","厚生","51","25","0","2,171","2,197","92,500","0","0","0","0","0","92,500","0","",
"2108","南帝","52","76","0","1,562","1,538","117,242","0","0","0","0","0","117,242","0","X",
"2109","華豐","274","221","0","13,171","13,224","61,479","252","27","0","853","628","61,479","1","",
"2114","鑫永銓","1","8","0","404","397","16,881","0","0","0","1","1","16,881","0","",
"2115","六暉-KY","0","0","0","959","959","20,491","0","0","0","1","1","20,491","0","",
"2201","裕隆","162","322","0","13,653","13,493","393,229","43","0","0","43","0","393,229","0","X",
"2204","中華","21","39","0","1,409","1,391","346,012","0","0","0","1","1","346,012","0","",
"2206","三陽工業","297","92","0","27,926","28,131","217,148","0","3","0","10","13","217,148","20","",
"2207","和泰車","7","5","0","381","383","136,544","12","0","0","26","14","136,544","0","",
"2208","台船","0","29","0","496","467","0","5","0","0","24","19","0","0","OX",
"2228","劍麟","9","13","0","1,377","1,373","18,945","0","0","0","0","0","18,945","0","X",
"2231","為升","229","239","0","3,605","3,595","25,296","2","75","0","111","184","25,296","39","",
"2236","百達-KY","5","21","0","1,661","1,645","9,576","0","0","0","5","5","9,576","0","",
"2239","英利-KY","16","75","0","2,030","1,971","27,500","1","4","0","30","33","27,500","0","",
"2301","光寶科","49","70","2","8,839","8,816","587,716","8","16","0","224","232","587,716","0","",
"2302","麗正","0","2","0","2,611","2,609","0","0","0","0","0","0","0","0","OX",
"2303","聯電","3,433","2,638","0","78,015","78,810","3,156,079","0","0","0","0","0","3,156,079","0","X",
"2305","全友","134","99","0","7,328","7,363","42,355","2","16","0","29","43","42,355","0","",
"2308","台達電","77","49","1","7,135","7,162","649,385","0","0","0","0","0","649,385","0","X",
"2311","日月光","1,761","522","1","17,205","18,443","2,185,019","16","12","0","280","276","2,185,019","1","",
"2312","金寶","17","140","1","29,066","28,942","363,914","0","0","0","0","0","363,914","0","X",
"2313","華通","3,729","1,340","11","44,882","47,260","297,955","0","0","9","9","0","297,955","0","X",
"2314","台揚","585","634","0","13,425","13,376","40,667","1","21","0","201","221","40,667","2","",
"2316","楠梓電","48","134","0","7,379","7,293","56,401","0","0","0","0","0","56,401","0","X",
"2317","鴻海","1,618","1,548","91","98,161","98,140","4,332,184","477","55","3","1,065","640","4,332,184","30","",
"2321","東訊","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2323","中環","1,868","1,326","0","58,996","59,538","457,661","0","0","18","18","0","457,661","0","X",
"2324","仁寶","307","647","0","16,695","16,355","1,104,797","25","1","0","111","87","1,104,797","0","",
"2325","矽品","0","26","0","75","49","0","0","0","0","2","2","0","0","OX",
"2327","國巨","609","501","0","4,695","4,803","87,683","77","304","1","657","883","87,683","2","",
"2328","廣宇","185","139","7","29,382","29,421","129,586","3","16","0","274","287","129,586","6","",
"2329","華泰","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2330","台積電","715","605","24","12,661","12,747","6,482,595","11","107","0","304","400","6,482,595","11","",
"2331","精英","54","84","25","31,487","31,432","139,350","28","5","0","90","67","139,350","1","",
"2332","友訊","207","187","1","50,553","50,572","162,999","25","0","0","147","122","162,999","4","",
"2337","旺宏","3,077","3,023","0","43,975","44,029","451,180","0","0","239","239","0","451,180","0","X",
"2338","光罩","250","56","0","28,972","29,166","63,178","0","0","0","0","0","63,178","0","X",
"2340","光磊","811","333","0","18,170","18,648","111,359","1","6","50","232","187","111,359","8","",
"2342","茂矽","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2344","華邦電","3,271","1,387","24","102,270","104,130","995,000","0","0","0","0","0","995,000","0","X",
"2345","智邦","1,876","841","12","25,766","26,789","138,978","0","0","2","2","0","138,978","0","X",
"2347","聯強","136","260","0","4,613","4,489","416,986","0","0","0","0","0","416,986","0","X",
"2348","海悅","85","110","0","518","493","21,400","21","1","0","42","22","21,400","8","",
"2349","錸德","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2351","順德","68","39","5","4,700","4,724","45,535","19","60","0","396","437","45,535","0","",
"2352","佳世達","280","307","7","38,541","38,507","491,695","39","15","0","420","396","491,695","0","",
"2353","宏��","1,998","2,104","2","72,124","72,016","769,125","968","0","72","1,060","20","769,125","0","X",
"2354","鴻準","427","82","28","18,968","19,285","353,621","6","12","0","154","160","353,621","5","",
"2355","敬鵬","8","63","0","5,513","5,458","99,373","13","10","0","418","415","99,373","0","",
"2356","英業達","237","120","5","18,710","18,822","896,868","0","0","6","6","0","896,868","0","X",
"2357","華碩","16","47","0","531","500","185,690","0","0","0","0","0","185,690","0","X",
"2358","廷鑫","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2359","所羅門","420","368","0","13,109","13,161","42,867","5","11","0","42","48","42,867","0","",
"2360","致茂","58","74","0","2,963","2,947","103,003","1","15","0","15","29","103,003","3","",
"2362","藍天","218","110","0","12,972","13,080","170,790","5","0","0","5","0","170,790","0","X",
"2363","矽統","1,230","1,073","191","33,543","33,509","140,015","1","10","0","16","25","140,015","4","",
"2364","倫飛","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2365","昆盈","34","29","0","5,567","5,572","60,884","0","0","0","1","1","60,884","0","",
"2367","燿華","1,928","1,974","404","61,066","60,616","151,815","0","0","13","13","0","151,815","0","X",
"2368","金像電","144","72","0","23,787","23,859","138,061","0","0","0","0","0","138,061","0","X",
"2369","菱生","85","47","0","14,198","14,236","95,025","22","0","0","22","0","95,025","0","X",
"2371","大同","3,547","4,353","0","302,853","302,047","584,884","354","264","3","23,077","22,984","584,884","46","",
"2373","震旦行","2","0","0","194","196","59,050","0","0","0","0","0","59,050","0","X",
"2374","佳能","44","49","0","6,083","6,078","70,591","0","0","0","0","0","70,591","0","X",
"2375","智寶","591","293","0","7,938","8,236","22,879","94","135","0","242","283","22,879","11","",
"2376","技嘉","1,598","1,312","3","6,689","6,972","158,922","0","0","0","0","0","158,922","0","X",
"2377","微星","1,498","707","21","8,501","9,271","211,214","859","0","22","892","11","211,214","0","X",
"2379","瑞昱","641","558","0","5,112","5,195","126,626","0","137","0","76","213","126,626","5","",
"2380","虹光","192","3","0","25,176","25,365","52,055","0","0","0","0","0","52,055","0","X",
"2382","廣達","77","92","0","4,815","4,800","965,656","21","0","0","21","0","965,656","0","X",
"2383","台光電","537","391","3","8,373","8,516","79,913","0","0","1","1","0","79,913","0","X",
"2385","群光","5","19","0","1,054","1,040","180,151","0","0","0","0","0","180,151","0","",
"2387","精元","25","5","0","4,309","4,329","55,274","0","0","0","0","0","55,274","0","X",
"2388","威盛","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2390","云辰","89","91","0","18,334","18,332","53,505","20","0","0","20","0","53,505","0","X",
"2392","正崴","24","204","0","6,924","6,744","128,081","0","12","0","164","176","128,081","0","",
"2393","億光","12","41","0","7,859","7,830","110,121","59","0","6","65","0","110,121","0","X",
"2395","研華","3","6","1","487","483","174,358","0","3","0","6","9","174,358","0","",
"2397","友通","77","14","0","665","728","28,672","0","0","0","0","0","28,672","0","X",
"2399","映泰","2,342","2,653","0","21,911","21,600","44,525","845","59","1","6,978","6,191","44,525","102","",
"2401","凌陽","365","173","0","22,049","22,241","147,998","0","0","0","0","0","147,998","0","X",
"2402","毅嘉","124","149","0","15,150","15,125","83,912","18","0","2","20","0","83,912","0","X",
"2404","漢唐","106","117","0","2,355","2,344","59,558","0","0","0","0","0","59,558","0","X",
"2405","浩鑫","572","709","5","40,476","40,334","84,856","727","24","0","3,261","2,558","84,856","0","",
"2406","國碩","134","181","2","26,625","26,576","84,764","165","2","20","1,528","1,345","84,764","1","",
"2408","南亞科","1,292","821","23","26,961","27,409","759,678","603","329","0","3,534","3,260","759,678","38","",
"2409","友達","6,014","5,781","2","231,103","231,334","2,406,061","2,107","0","33","2,141","1","2,406,061","0","X",
"2412","中華電","12","119","0","692","585","1,939,361","6","0","0","6","0","1,939,361","0","X",
"2413","環科","26","7","0","7,031","7,050","31,839","51","0","0","157","106","31,839","0","",
"2414","精技","23","7","0","607","623","40,433","0","0","0","0","0","40,433","0","",
"2415","錩新","3","2","1","4,162","4,162","20,000","0","2","0","20","22","20,000","0","",
"2417","圓剛","67","77","0","9,396","9,386","48,223","0","0","0","0","0","48,223","0","X",
"2419","仲琦","66","158","0","19,152","19,060","60,371","0","0","0","0","0","60,371","0","X",
"2420","新巨","30","8","1","1,272","1,293","38,162","0","0","0","0","0","38,162","0","",
"2421","建準","55","76","0","5,930","5,909","62,732","28","38","0","307","317","62,732","3","",
"2423","固緯","21","0","0","1,263","1,284","36,261","0","0","0","0","0","36,261","0","X",
"2424","隴華","1","1","0","506","506","7,500","0","0","0","0","0","7,500","0","",
"2425","承啟","624","857","9","10,229","9,987","27,312","414","0","13","434","7","27,312","0","X",
"2426","鼎元","162","226","0","14,870","14,806","75,050","0","0","1","1","0","75,050","0","X",
"2427","三商電","75","310","0","11,154","10,919","46,078","0","0","0","0","0","46,078","0","X",
"2428","興勤","143","136","0","6,644","6,651","32,028","3","0","0","20","17","32,028","0","",
"2429","銘旺科","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2430","燦坤","40","2","0","545","583","41,865","0","0","0","3","3","41,865","0","",
"2431","聯昌","27","10","0","5,700","5,717","27,731","0","0","1","1","0","27,731","0","X",
"2433","互盛電","1","0","0","123","124","36,124","0","0","0","0","0","36,124","0","",
"2434","統懋","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2436","偉詮電","134","84","0","19,050","19,100","55,643","0","0","0","0","0","55,643","0","X",
"2438","翔耀","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2439","美律","343","333","6","9,534","9,538","50,207","0","0","5","5","0","50,207","0","X",
"2440","太空梭","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2441","超豐","19","22","0","944","941","142,211","0","0","0","2","2","142,211","1","",
"2442","新美齊","243","290","0","9,680","9,633","58,009","0","0","0","4","4","58,009","7","",
"2443","新利虹","0","0","0","3,378","3,378","0","0","0","0","0","0","0","0","OX",
"2444","友旺","148","147","0","21,121","21,122","22,353","12","99","0","1,257","1,344","22,353","0","@",
"2448","晶電","3,925","3,072","50","68,811","69,614","272,175","957","151","11","3,353","2,536","272,175","80","",
"2449","京元電子","120","49","0","7,185","7,256","305,227","3","6","0","18","21","305,227","2","",
"2450","神腦","2","0","0","327","329","64,563","0","0","0","0","0","64,563","0","X",
"2451","創見","136","25","0","3,081","3,192","107,690","0","0","0","0","0","107,690","0","X",
"2453","凌群","34","45","0","3,699","3,688","25,000","0","0","0","0","0","25,000","0","X",
"2454","聯發科","259","194","10","8,540","8,595","395,360","533","0","3","574","38","395,360","0","X",
"2455","全新","886","832","10","25,196","25,240","46,226","1,110","0","5","1,121","6","46,226","0","X",
"2456","奇力新","1,238","586","0","11,955","12,607","59,436","74","436","1","3,563","3,924","59,436","8","",
"2457","飛宏","83","296","5","24,062","23,844","84,422","0","0","0","0","0","84,422","0","X",
"2458","義隆","148","475","0","16,092","15,765","108,528","0","0","0","0","0","108,528","0","X",
"2459","敦吉","8","30","0","1,282","1,260","26,825","0","0","0","0","0","26,825","0","X",
"2460","建通","126","147","0","9,801","9,780","42,300","0","0","0","0","0","42,300","0","X",
"2461","光群雷","278","396","0","14,285","14,167","41,331","1","4","0","9","12","41,331","5","",
"2462","良得電","112","170","0","11,327","11,269","28,621","0","16","0","18","34","28,621","10","",
"2464","盟立","244","104","0","8,869","9,009","48,882","0","0","0","0","0","48,882","0","X",
"2465","麗臺","1,217","1,265","0","4,988","4,940","13,396","5","0","18","23","0","13,396","0","X",
"2466","冠西電","35","35","0","4,123","4,123","37,326","0","0","0","30","30","37,326","0","",
"2467","志聖","40","59","0","8,097","8,078","39,686","0","0","0","3","3","39,686","0","",
"2468","華經","46","73","0","2,149","2,122","17,490","0","0","0","0","0","17,490","0","X",
"2471","資通","7","7","0","1,046","1,046","11,813","0","0","0","0","0","11,813","0","",
"2472","立隆電","40","48","0","5,126","5,118","32,798","1","1","0","47","47","32,798","0","",
"2474","可成","374","586","10","9,932","9,710","192,597","0","0","0","0","0","192,597","0","X",
"2475","華映","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2476","鉅祥","24","5","0","1,929","1,948","46,242","0","0","0","0","0","46,242","0","X",
"2477","美隆電","120","16","0","6,380","6,484","49,554","0","2","0","6","8","49,554","0","",
"2478","大毅","2,342","1,704","2","7,184","7,820","47,919","9","469","0","315","775","47,919","351","",
"2480","敦陽科","427","46","3","1,167","1,545","26,590","0","1","0","0","1","26,590","3","",
"2481","強茂","2,586","2,083","0","11,312","11,815","92,448","0","0","284","284","0","92,448","0","X",
"2482","連宇","35","24","0","5,032","5,043","15,518","0","0","0","0","0","15,518","0","",
"2483","百容","5","3","1","2,907","2,908","27,654","0","0","0","8","8","27,654","0","",
"2484","希華","53","42","1","8,137","8,147","39,855","0","0","0","0","0","39,855","0","X",
"2485","兆赫","152","91","26","21,882","21,917","79,422","0","0","0","0","0","79,422","0","X",
"2486","一詮","14","10","10","8,244","8,238","51,313","0","0","0","0","0","51,313","0","",
"2488","漢平","85","30","10","4,367","4,412","19,999","24","0","0","109","85","19,999","0","",
"2489","瑞軒","102","117","0","9,678","9,663","208,590","0","0","0","0","0","208,590","0","X",
"2491","吉祥全","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2492","華新科","651","424","0","9,946","10,173","121,450","70","56","0","2,804","2,790","121,450","15","",
"2493","揚博","7","0","0","2,039","2,046","28,609","0","0","0","0","0","28,609","0","X",
"2495","普安","5","9","0","2,159","2,155","69,920","0","0","0","0","0","69,920","0","X",
"2496","卓越","3","3","0","656","656","1,384","0","0","0","0","0","1,384","0","X",
"2497","怡利電","2","42","0","2,483","2,443","29,699","0","0","0","0","0","29,699","0","X",
"2498","宏達電","1,935","1,930","25","42,759","42,739","205,204","377","72","16","5,536","5,215","205,204","37","",
"2499","東貝","91","59","27","24,298","24,303","93,378","240","0","0","240","0","93,378","0","X",
"2501","國建","62","33","0","6,909","6,938","289,890","1","0","0","1","0","289,890","0","",
"2504","國產","16","97","0","18,634","18,553","346,250","6","0","0","56","50","346,250","0","",
"2505","國揚","30","30","0","4,198","4,198","144,145","0","0","0","23","23","144,145","0","",
"2506","太設","25","29","0","2,795","2,791","75,125","0","0","0","0","0","75,125","0","X",
"2509","全坤建","200","339","0","10,374","10,235","37,938","2","0","0","17","15","37,938","0","",
"2511","太子","9","30","0","3,749","3,728","405,831","2","0","0","9","7","405,831","0","",
"2514","龍邦","113","69","0","23,102","23,146","123,393","0","0","0","1","1","123,393","0","",
"2515","中工","2,027","962","15","66,235","67,285","382,724","43","1","0","328","286","382,724","20","",
"2516","新建","101","0","0","7,779","7,880","56,569","0","0","0","0","0","56,569","0","",
"2520","冠德","508","406","0","21,495","21,597","125,947","1","5","0","122","126","125,947","5","",
"2524","京城","10","10","0","1,056","1,056","96,067","0","0","0","0","0","96,067","0","",
"2527","宏璟","364","483","0","6,606","6,487","67,576","15","0","0","161","146","67,576","10","",
"2528","皇普","12","12","0","1,643","1,643","34,271","2","1","0","15","14","34,271","0","",
"2530","華建","94","2","0","28,192","28,284","67,688","1","0","0","1","0","67,688","0","X",
"2534","宏盛","1,727","2,028","0","29,137","28,836","154,371","30","33","0","590","593","154,371","42","",
"2535","達欣工","1,599","327","0","1,690","2,962","57,970","0","0","0","0","0","57,970","0","X",
"2536","宏普","44","40","0","4,381","4,385","83,202","0","0","0","0","0","83,202","0","X",
"2537","聯上發","1,032","355","0","11,002","11,679","75,139","0","4","0","0","4","75,139","0","",
"2538","基泰","345","51","0","7,203","7,497","109,612","0","0","0","0","0","109,612","0","X",
"2539","櫻花建","0","0","0","38","38","94,500","0","0","0","0","0","94,500","0","",
"2540","愛山林","94","22","0","299","371","36,650","0","0","0","0","0","36,650","0","X",
"2542","興富發","168","19","1","5,689","5,837","291,656","0","0","0","0","0","291,656","0","X",
"2543","皇昌","3","2","0","8,295","8,296","60,495","0","0","0","0","0","60,495","0","",
"2545","皇翔","17","50","0","3,667","3,634","81,933","0","0","0","0","0","81,933","0","X",
"2546","根基","6","25","0","445","426","26,508","0","0","0","0","0","26,508","0","",
"2547","日勝生","0","0","0","9,109","9,109","0","0","0","0","10","10","0","0","OX",
"2548","華固","28","3","0","941","966","69,203","0","0","0","0","0","69,203","0","",
"2597","潤弘","1","0","0","154","155","33,750","0","0","0","0","0","33,750","0","",
"2601","益航","1,792","1,551","0","35,489","35,730","157,720","0","19","0","124","143","157,720","2","",
"2603","長榮","483","434","0","82,593","82,642","1,003,088","15","4","676","1,345","658","1,003,088","0","",
"2605","新興","4","23","0","8,517","8,498","142,076","0","0","0","17","17","142,076","0","",
"2606","裕民","174","204","0","4,876","4,846","211,263","0","11","0","19","30","211,263","0","",
"2607","榮運","20","31","0","7,158","7,147","266,785","1","0","0","2","1","266,785","0","",
"2608","大榮","6","9","0","892","889","116,750","0","0","0","0","0","116,750","0","",
"2609","陽明","166","132","0","46,706","46,740","475,985","2","10","0","639","647","475,985","1","",
"2610","華航","62","229","0","19,191","19,024","1,367,746","2","0","0","461","459","1,367,746","1","",
"2611","志信","98","91","0","7,544","7,551","44,498","0","0","0","1","1","44,498","0","",
"2612","中航","19","267","0","4,432","4,184","49,371","0","2","0","6","8","49,371","0","",
"2613","中櫃","1","0","0","2,060","2,061","30,855","0","0","0","0","0","30,855","0","X",
"2614","東森","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2615","萬海","152","34","0","10,146","10,264","554,574","0","0","0","5","5","554,574","0","",
"2616","山隆","12","5","0","382","389","33,485","0","0","150","157","7","33,485","0","",
"2617","台航","42","56","0","2,721","2,707","104,323","1","0","0","13","12","104,323","0","",
"2618","長榮航","125","286","51","28,988","28,776","1,043,362","14","2","1","704","691","1,043,362","0","",
"2633","台灣高鐵","18","34","0","5,349","5,333","657,073","0","0","0","9","9","657,073","0","",
"2634","漢翔","97","74","0","3,104","3,127","235,466","16","0","0","269","253","235,466","0","",
"2636","台驊投控","804","339","0","4,580","5,045","29,641","2","3","0","19","20","29,641","9","",
"2637","慧洋-KY","65","21","0","4,905","4,949","154,176","0","0","0","291","291","154,176","0","",
"2642","宅配通","1","4","0","997","994","23,866","0","0","0","0","0","23,866","0","",
"2701","萬企","7","3","0","113","117","109,694","0","0","0","0","0","109,694","0","",
"2702","華園","2","2","0","423","423","25,575","0","0","0","0","0","25,575","0","",
"2704","國賓","0","1","0","187","186","91,730","0","0","0","0","0","91,730","0","",
"2705","六福","20","10","0","6,085","6,095","84,789","1","0","0","1","0","84,789","0","",
"2706","第一店","12","5","0","798","805","121,630","0","0","0","0","0","121,630","1","",
"2707","晶華","10","11","0","388","387","31,686","0","0","0","0","0","31,686","0","",
"2712","遠雄來","0","0","0","90","90","26,250","0","0","0","0","0","26,250","0","",
"2722","夏都","0","0","0","65","65","26,808","0","0","0","0","0","26,808","0","",
"2723","美食-KY","1","5","0","276","272","40,748","0","1","0","4","5","40,748","0","",
"2727","王品","3","5","0","2,010","2,008","19,246","0","1","0","1","2","19,246","0","",
"2731","雄獅","22","19","0","549","552","17,500","1","0","0","1","0","17,500","0","X",
"2739","寒舍","1","1","0","453","453","27,881","0","4","0","0","4","27,881","0","",
"2748","雲品","5","3","0","893","895","16,409","0","0","0","1","1","16,409","0","",
"2801","彰銀","33","1,014","0","6,854","5,873","1,822,681","0","0","0","2","2","1,822,681","0","",
"2809","京城銀","118","159","0","1,739","1,698","287,808","4","0","0","14","10","287,808","0","",
"2812","台中銀","22","91","0","6,885","6,816","823,294","0","0","0","0","0","823,294","0","",
"2816","旺旺保","83","63","0","2,631","2,651","53,240","0","0","0","30","30","53,240","0","",
"2820","華票","11","1","0","804","814","335,740","0","0","0","0","0","335,740","0","",
"2823","中壽","16","44","9","18,116","18,079","946,599","0","0","0","38","38","946,599","0","",
"2832","台產","0","7","0","513","506","90,550","0","0","0","0","0","90,550","0","X",
"2834","臺企銀","405","1,731","2","31,117","29,789","1,536,990","22","0","208","17,040","16,810","1,536,990","40","",
"2836","高雄銀","24","0","0","4,656","4,680","250,805","0","0","0","1","1","250,805","0","",
"2838","聯邦銀","173","12","0","3,421","3,582","651,288","0","0","0","0","0","651,288","0","",
"2841","台開","25","104","0","15,475","15,396","190,235","0","0","0","22","22","190,235","0","",
"2845","遠東銀","267","11","0","5,426","5,682","795,732","0","0","0","4","4","795,732","0","",
"2849","安泰銀","21","1","0","286","306","223,699","0","0","0","0","0","223,699","0","",
"2850","新產","36","30","0","642","648","78,990","0","0","0","0","0","78,990","2","",
"2851","中再保","8","27","0","803","784","140,568","0","0","0","0","0","140,568","0","",
"2852","第一保","0","0","0","647","647","75,290","0","0","0","0","0","75,290","0","",
"2855","統一證","31","103","0","6,952","6,880","347,607","0","2","0","9","11","347,607","0","",
"2856","元富證","238","251","0","18,647","18,634","399,902","0","0","0","1","1","399,902","0","",
"2867","三商壽","5","47","0","11,185","11,143","480,114","1","0","0","1","0","480,114","0","X",
"2880","華南金","6","6","0","6,937","6,937","2,761,629","0","0","0","9","9","2,761,629","0","",
"2881","富邦金","176","250","0","15,265","15,191","2,558,400","5","11","0","18","24","2,558,400","3","",
"2882","國泰金","97","299","0","15,645","15,443","3,140,802","1","69","0","28","96","3,140,802","10","",
"2883","開發金","370","1,200","0","58,006","57,176","3,744,316","22","2","0","697","677","3,744,316","500","",
"2884","玉山金","171","337","0","5,565","5,399","2,546,375","0","6","0","8","14","2,546,375","40","",
"2885","元大金","38","878","0","22,878","22,038","2,972,299","210","0","0","212","2","2,972,299","0","X",
"2886","兆豐金","10","75","0","3,783","3,718","3,399,955","201","0","0","201","0","3,399,955","0","X",
"2887","台新金","83","1,397","4","20,037","18,719","2,497,001","0","0","0","5","5","2,497,001","0","",
"2888","新光金","1,519","5,733","70","155,767","151,483","2,609,907","0","724","0","734","1,458","2,609,907","26","",
"2889","國票金","33","2","0","3,871","3,902","696,666","0","0","0","0","0","696,666","0","X",
"2890","永豐金","30","190","1","11,388","11,227","2,762,513","35","0","2","43","6","2,762,513","0","X",
"2891","中信金","154","171","0","16,052","16,035","4,874,247","55","0","1","57","1","4,874,247","0","X",
"2892","第一金","165","112","0","5,943","5,996","3,054,098","159","0","0","372","213","3,054,098","0","",
"2897","王道銀行","356","1","0","1,384","1,739","603,251","0","0","0","0","0","603,251","0","X",
"2901","欣欣","0","0","0","2,561","2,561","18,260","0","0","0","0","0","18,260","0","",
"2903","遠百","318","712","0","5,145","4,751","354,235","10","0","0","18","8","354,235","0","",
"2904","匯僑","3","15","0","133","121","17,258","0","0","0","0","0","17,258","0","",
"2905","三商","74","89","0","5,020","5,005","191,365","7","0","0","11","4","191,365","0","",
"2906","高林","4","0","0","931","935","52,277","0","0","0","0","0","52,277","0","X",
"2908","特力","477","481","0","8,007","8,003","127,471","0","3","0","13","16","127,471","0","",
"2910","統領","2","1","0","3","4","52,181","0","0","0","0","0","52,181","0","",
"2911","麗嬰房","135","183","0","3,850","3,802","51,081","0","0","0","0","0","51,081","0","X",
"2912","統一超","11","37","0","317","291","259,905","0","0","0","0","0","259,905","0","X",
"2913","農林","56","420","0","12,538","12,174","176,687","0","0","0","0","0","176,687","0","X",
"2915","潤泰全","502","1,264","0","18,787","18,025","235,358","11","17","0","183","189","235,358","4","",
"2929","淘帝-KY","89","26","2","4,000","4,061","19,677","0","0","0","0","0","19,677","1","",
"2936","客思達-KY","0","3","0","407","404","19,138","0","0","0","0","0","19,138","0","X",
"3002","歐格","0","4","0","2,530","2,526","25,500","0","0","0","0","0","25,500","0","",
"3003","健和興","34","45","0","4,226","4,215","38,913","0","0","0","0","0","38,913","0","X",
"3004","豐達科","406","187","0","3,930","4,149","13,161","0","7","0","0","7","13,161","3","",
"3005","神基","147","74","0","5,294","5,367","145,742","1","3","0","61","63","145,742","3","",
"3006","晶豪科","540","678","0","23,266","23,128","71,439","0","0","0","0","0","71,439","0","X",
"3008","大立光","113","37","1","1,188","1,263","33,535","0","0","0","0","0","33,535","0","X",
"3010","華立","4","8","0","1,676","1,672","57,847","0","0","0","0","0","57,847","0","",
"3011","今皓","41","199","0","7,173","7,015","28,179","0","0","0","0","0","28,179","0","X",
"3013","晟銘電","102","62","0","12,360","12,400","42,483","0","0","0","0","0","42,483","0","X",
"3014","聯陽","48","65","0","3,454","3,437","40,330","19","0","0","19","0","40,330","0","X",
"3015","全漢","234","333","0","3,768","3,669","48,065","0","0","0","0","0","48,065","0","X",
"3016","嘉晶","273","348","7","12,467","12,385","65,458","0","0","6","6","0","65,458","0","X",
"3017","奇鋐","172","284","2","19,247","19,133","88,327","0","0","1","1","0","88,327","0","X",
"3018","同開","48","243","0","11,812","11,617","14,836","17","70","0","183","236","14,836","6","@",
"3019","亞光","583","315","0","22,726","22,994","70,270","0","0","0","0","0","70,270","0","X",
"3021","鴻名","19","18","0","2,333","2,334","23,953","0","0","1","1","0","23,953","0","X",
"3022","威強電","10","25","0","4,411","4,396","82,078","1","0","0","15","14","82,078","0","",
"3023","信邦","944","426","0","3,928","4,446","56,354","6","61","0","20","75","56,354","119","",
