"股票代號","股票名稱","資買進","資賣出","資現償","資前餘額","資今餘","資限額","券買進","券賣出","券現償","券前餘","券今餘","券限額","資券互抵","註記",
"2013","中鋼構","980","1,617","16","7,348","6,695","50,000","71","487","0","230","646","50,000","77","",
"2014","中鴻","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2015","豐興","0","3","0","101","98","145,399","0","0","0","1","1","145,399","0","",
"2017","官田鋼","110","73","5","12,087","12,119","81,786","0","0","0","7","7","81,786","0","",
"2020","美亞","36","26","0","5,541","5,551","57,631","0","0","0","2","2","57,631","0","",
"2022","聚亨","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2023","燁輝","8","29","12","22,539","22,506","455,294","2","2","0","15","15","455,294","0","",
"2024","志聯","51","107","0","3,541","3,485","24,375","0","0","0","15","15","24,375","2","",
"2025","千興","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2027","大成鋼","4,149","3,467","10","36,533","37,205","236,487","721","526","0","2,845","2,650","236,487","68","",
"2028","威致","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2029","盛餘","1","6","0","1,944","1,939","80,295","0","0","0","6","6","80,295","0","",
"2030","彰源","191","103","0","9,923","10,011","71,631","0","250","0","267","517","71,631","0","",
"2031","新光鋼","2,184","1,273","0","21,294","22,205","76,548","78","230","0","2,303","2,455","76,548","119","",
"2032","新鋼","37","31","0","2,770","2,776","32,630","0","0","0","0","0","32,630","1","",
"2033","佳大","43","23","0","2,158","2,178","20,173","30","0","0","94","64","20,173","0","",
"2034","允強","17","11","0","3,499","3,505","101,782","0","0","0","0","0","101,782","0","",
"2038","海光","730","1,246","1","11,398","10,881","45,316","151","37","0","435","321","45,316","70","",
"2049","上銀","414","412","1","3,671","3,672","70,039","7","100","0","225","318","70,039","26","",
"2059","川湖","1","7","0","411","405","23,824","0","0","0","0","0","23,824","0","",
"2062","橋椿","12","18","0","3,966","3,960","40,910","0","0","0","1","1","40,910","0","",
"2069","運錩","7","9","0","3,446","3,444","35,484","0","0","0","49","49","35,484","0","",
"2101","南港","14","4","0","29,748","29,758","208,483","0","0","0","10","10","208,483","0","",
"2102","泰豐","151","18","0","9,630","9,763","118,332","0","0","0","31","31","118,332","0","",
"2103","台橡","17","117","0","5,394","5,294","206,427","10","2","0","27","19","206,427","0","",
"2104","中橡","82","160","0","11,902","11,824","157,146","2","3","0","22","23","157,146","0","",
"2105","正新","20","68","0","5,252","5,204","810,353","2","130","0","102","230","810,353","1","",
"2106","建大","7","10","0","1,512","1,509","218,607","0","49","0","124","173","218,607","0","",
"2107","厚生","17","2","5","2,076","2,086","92,500","0","0","0","1","1","92,500","0","",
"2108","南帝","55","6","0","1,431","1,480","117,242","0","0","0","2","2","117,242","0","",
"2109","華豐","0","252","0","10,857","10,605","0","0","0","0","0","0","0","0","OX",
"2114","鑫永銓","0","1","0","383","382","16,881","0","0","0","0","0","16,881","0","",
"2115","六暉-KY","0","0","0","899","899","20,491","0","0","0","0","0","20,491","0","",
"2201","裕隆","96","278","0","12,854","12,672","393,229","0","0","0","46","46","393,229","0","",
"2204","中華","36","3","0","1,269","1,302","346,012","0","0","0","1","1","346,012","0","",
"2206","三陽工業","5","31","0","26,048","26,022","217,148","0","3","0","12","15","217,148","0","",
"2207","和泰車","6","3","0","332","335","136,544","0","4","0","21","25","136,544","0","",
"2208","台船","0","1","0","145","144","0","0","0","0","0","0","0","0","OX",
"2228","劍麟","2","3","0","1,349","1,348","18,945","4","1","0","5","2","18,945","0","",
"2231","為升","429","122","1","3,442","3,748","25,296","110","185","0","301","376","25,296","32","",
"2236","百達-KY","13","0","0","1,379","1,392","9,557","0","0","0","0","0","9,557","0","",
"2239","英利-KY","3","3","8","1,947","1,939","27,500","0","0","0","32","32","27,500","0","",
"2243","宏旭-KY","0","0","0","0","0","10,400","0","0","0","0","0","10,400","0","",
"2301","光寶科","222","44","0","7,668","7,846","587,716","49","185","0","164","300","587,716","5","",
"2302","麗正","0","40","0","2,458","2,418","0","0","0","0","0","0","0","0","OX",
"2303","聯電","1,260","4,081","5","69,580","66,754","3,156,079","3,232","212","1","4,668","1,647","3,156,079","53","",
"2305","全友","174","247","0","7,620","7,547","42,355","76","1","0","284","209","42,355","1","",
"2308","台達電","423","113","0","8,418","8,728","649,385","39","67","0","241","269","649,385","1","",
"2312","金寶","119","167","0","27,329","27,281","363,914","34","2","0","49","17","363,914","1","",
"2313","華通","429","378","2","44,185","44,234","297,955","324","134","1","1,085","894","297,955","23","",
"2314","台揚","36","53","0","12,443","12,426","40,667","1","4","0","25","28","40,667","1","",
"2316","楠梓電","29","53","0","7,132","7,108","56,401","0","21","0","0","21","56,401","1","",
"2317","鴻海","1,608","2,531","113","99,987","98,951","4,332,184","78","143","0","1,376","1,441","4,332,184","23","",
"2321","東訊","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2323","中環","2,091","2,400","1","70,143","69,833","457,661","154","70","0","3,253","3,169","457,661","496","",
"2324","仁寶","749","176","0","21,372","21,945","1,104,797","31","42","0","67","78","1,104,797","0","",
"2327","國巨","824","709","0","6,615","6,730","87,684","214","261","4","1,930","1,973","87,684","22","",
"2328","廣宇","137","402","25","27,090","26,800","129,586","61","7","0","257","203","129,586","0","",
"2329","華泰","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2330","台積電","767","1,448","147","17,751","16,923","6,482,595","58","142","0","680","764","6,482,595","2","",
"2331","精英","66","60","70","31,956","31,892","139,350","0","2","0","27","29","139,350","0","",
"2332","友訊","337","310","1","51,520","51,546","162,999","4","0","2","43","37","162,999","0","",
"2337","旺宏","2,074","3,416","7","48,324","46,975","451,180","895","1,452","0","7,380","7,937","451,180","271","",
"2338","光罩","110","111","3","29,809","29,805","63,178","22","6","0","197","181","63,178","0","",
"2340","光磊","326","75","0","16,985","17,236","111,359","17","2","0","56","41","111,359","11","",
"2342","茂矽","91","100","0","1,841","1,832","18,785","15","8","0","94","87","18,785","2","",
"2344","華邦電","1,492","2,800","15","101,978","100,655","995,000","3,040","829","0","4,769","2,558","995,000","24","",
"2345","智邦","1,277","4,887","72","25,913","22,231","139,064","217","166","0","769","718","139,064","44","",
"2347","聯強","102","45","0","3,885","3,942","416,986","16","0","0","45","29","416,986","0","",
"2348","海悅","34","5","0","681","710","21,400","0","0","0","1","1","21,400","0","",
"2349","錸德","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2351","順德","105","35","0","4,074","4,144","45,535","25","11","0","208","194","45,535","1","",
"2352","佳世達","1,117","2,504","0","46,699","45,312","491,695","129","301","0","506","678","491,695","30","",
"2353","宏��","658","837","0","70,031","69,852","769,125","215","2,656","0","3,001","5,442","769,125","29","",
"2354","鴻準","140","31","7","18,699","18,801","353,621","16","6","0","83","73","353,621","1","",
"2355","敬鵬","146","16","33","5,786","5,883","99,373","6","263","0","142","399","99,373","0","",
"2356","英業達","49","77","3","16,487","16,456","896,868","4","0","0","119","115","896,868","4","",
"2357","華碩","18","2","0","401","417","185,690","2","0","0","7","5","185,690","0","",
"2358","廷鑫","121","46","13","1,550","1,612","16,985","0","0","0","0","0","16,985","0","",
"2359","所羅門","59","52","1","12,246","12,252","42,867","48","15","0","245","212","42,867","0","",
"2360","致茂","367","13","0","3,333","3,687","103,251","92","19","0","221","148","103,251","2","",
"2362","藍天","34","46","0","12,476","12,464","170,790","0","0","0","3","3","170,790","1","",
"2363","矽統","631","190","50","36,085","36,476","140,015","79","2","0","300","223","140,015","11","",
"2364","倫飛","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2365","昆盈","34","21","0","4,889","4,902","60,884","0","0","0","6","6","60,884","0","",
"2367","燿華","1,702","1,717","103","58,519","58,401","151,815","526","464","100","3,763","3,601","151,815","56","",
"2368","金像電","142","55","3","22,198","22,282","138,061","6","0","0","32","26","138,061","7","",
"2369","菱生","61","162","0","13,815","13,714","95,025","0","0","0","15","15","95,025","0","",
"2371","大同","5,440","4,495","100","248,635","249,480","584,884","653","924","0","5,824","6,095","584,884","35","",
"2373","震旦行","0","5","0","198","193","59,050","0","0","0","0","0","59,050","0","",
"2374","佳能","16","78","0","5,822","5,760","70,591","28","12","0","48","32","70,591","0","",
"2375","智寶","121","261","0","7,696","7,556","22,879","58","88","3","483","510","22,879","5","",
"2376","技嘉","105","229","4","7,618","7,490","158,922","246","225","0","1,913","1,892","158,922","16","",
"2377","微星","300","366","5","7,727","7,656","211,214","100","119","0","1,490","1,509","211,214","7","",
"2379","瑞昱","25","322","0","4,812","4,515","127,023","49","118","0","206","275","127,023","7","",
"2380","虹光","31","36","0","26,215","26,210","52,055","0","0","0","0","0","52,055","0","",
"2382","廣達","316","152","6","6,455","6,613","965,656","57","116","0","222","281","965,656","1","",
"2383","台光電","246","440","0","9,192","8,998","79,913","232","24","0","634","426","79,913","26","",
"2385","群光","2","2","0","1,155","1,155","180,151","1","0","0","1","0","180,151","0","",
"2387","精元","85","11","0","4,706","4,780","55,274","0","0","0","10","10","55,274","0","",
"2388","威盛","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2390","云辰","101","93","0","18,010","18,018","53,505","0","7","0","9","16","53,505","22","",
"2392","正崴","73","113","0","6,433","6,393","128,081","1","17","0","108","124","128,081","1","",
"2393","億光","28","16","0","7,461","7,473","110,134","5","13","0","133","141","110,134","0","",
"2395","研華","15","12","0","518","521","174,364","3","0","0","11","8","174,364","0","",
"2397","友通","11","10","0","756","757","28,672","0","0","0","0","0","28,672","0","",
"2399","映泰","1,740","1,052","3","17,980","18,665","44,525","317","302","0","2,287","2,272","44,525","138","",
"2401","凌陽","378","218","40","21,374","21,494","147,998","28","1","0","154","127","147,998","7","",
"2402","毅嘉","21","10","0","14,674","14,685","83,912","17","0","0","160","143","83,912","0","",
"2404","漢唐","32","31","0","1,623","1,624","59,558","8","0","0","10","2","59,558","1","",
"2405","浩鑫","789","681","11","35,961","36,058","84,856","126","1,789","1","3,393","5,055","84,856","10","",
"2406","國碩","197","134","1","25,595","25,657","84,764","272","227","0","1,512","1,467","84,764","0","",
"2408","南亞科","420","1,046","30","21,263","20,607","764,904","181","160","0","4,659","4,638","764,904","9","",
"2409","友達","4,221","1,547","2","207,627","210,299","2,406,061","805","160","0","8,142","7,497","2,406,061","14","",
"2412","中華電","91","8","0","783","866","1,939,361","0","0","0","51","51","1,939,361","0","",
"2413","環科","134","44","0","7,266","7,356","31,839","5","1","0","34","30","31,839","0","",
"2414","精技","1","10","0","559","550","40,433","0","0","0","0","0","40,433","0","",
"2415","錩新","8","0","0","3,810","3,818","20,000","0","0","0","8","8","20,000","0","",
"2417","圓剛","88","17","2","9,221","9,290","48,223","0","0","0","0","0","48,223","0","",
"2419","仲琦","45","78","0","17,829","17,796","61,617","2","4","0","597","599","61,617","2","",
"2420","新巨","2","1","0","1,169","1,170","38,162","0","0","0","1","1","38,162","0","",
"2421","建準","262","75","1","6,973","7,159","62,732","20","19","0","418","417","62,732","5","",
"2423","固緯","0","1","0","1,325","1,324","36,261","0","0","0","4","4","36,261","0","",
"2424","隴華","3","0","0","492","495","7,500","0","0","0","0","0","7,500","0","",
"2425","承啟","511","423","0","9,215","9,303","27,312","55","98","0","1,037","1,080","27,312","2","",
"2426","鼎元","179","82","2","14,925","15,020","75,155","1","3","0","117","119","75,155","0","",
"2427","三商電","38","67","0","9,576","9,547","46,078","0","0","0","11","11","46,078","0","",
"2428","興勤","52","26","0","6,465","6,491","32,028","2","0","0","35","33","32,028","0","",
"2429","銘旺科","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2430","燦坤","54","62","0","728","720","41,865","0","0","0","0","0","41,865","0","",
"2431","聯昌","32","8","0","5,479","5,503","27,731","0","0","0","22","22","27,731","0","",
"2433","互盛電","18","18","0","109","109","36,124","0","0","0","0","0","36,124","0","",
"2434","統懋","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2436","偉詮電","54","85","0","18,428","18,397","55,643","10","39","0","105","134","55,643","1","",
"2438","翔耀","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2439","美律","593","809","21","10,386","10,149","50,202","465","429","0","2,366","2,330","50,202","40","",
"2440","太空梭","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2441","超豐","0","34","42","720","644","142,211","0","0","0","0","0","142,211","0","",
"2442","新美齊","26","24","0","8,815","8,817","58,009","0","0","0","3","3","58,009","0","",
"2443","新利虹","0","0","0","3,226","3,226","0","0","0","0","0","0","0","0","OX",
"2444","友旺","455","210","0","19,194","19,439","22,353","69","28","0","949","908","22,353","2","@",
"2448","晶電","2,294","4,340","20","70,315","68,249","272,175","443","3,880","2","3,730","7,165","272,175","105","",
"2449","京元電子","21","93","0","7,335","7,263","305,686","183","14","0","428","259","305,686","2","",
"2450","神腦","2","7","0","360","355","64,563","0","0","0","0","0","64,563","0","",
"2451","創見","2","3","0","2,896","2,895","107,690","0","0","0","3","3","107,690","0","",
"2453","凌群","43","13","0","3,497","3,527","25,000","0","0","0","0","0","25,000","0","",
"2454","聯發科","310","517","6","8,579","8,366","395,363","172","267","0","651","746","395,363","14","",
"2455","全新","942","645","20","25,819","26,096","46,226","585","268","0","3,429","3,112","46,226","15","",
"2456","奇力新","1,332","764","5","15,575","16,138","59,462","410","171","93","8,839","8,507","59,462","21","",
"2457","飛宏","135","189","58","23,594","23,482","84,422","0","3","0","34","37","84,422","0","",
"2458","義隆","132","37","1","15,470","15,564","108,528","19","13","0","116","110","108,528","4","",
"2459","敦吉","0","6","0","1,078","1,072","26,825","0","0","0","0","0","26,825","0","",
"2460","建通","18","15","0","9,202","9,205","42,300","0","0","0","53","53","42,300","0","",
"2461","光群雷","27","42","0","14,217","14,202","41,331","0","0","0","30","30","41,331","0","",
"2462","良得電","241","61","0","11,060","11,240","28,621","6","0","0","44","38","28,621","0","",
"2464","盟立","57","129","2","7,996","7,922","48,882","42","6","1","73","36","48,882","1","",
"2465","麗臺","0","8","0","2,813","2,805","0","0","0","0","0","0","0","0","OX",
"2466","冠西電","40","39","0","4,116","4,117","37,326","2","0","0","15","13","37,326","0","",
"2467","志聖","115","84","0","8,080","8,111","39,686","0","5","0","10","15","39,686","0","",
"2468","華經","9","10","0","2,101","2,100","17,490","0","0","0","0","0","17,490","2","",
"2471","資通","4","24","0","1,046","1,026","11,813","0","0","0","0","0","11,813","0","",
"2472","立隆電","505","312","0","7,695","7,888","32,798","93","94","0","588","589","32,798","11","",
"2474","可成","365","410","4","10,289","10,240","192,597","55","464","0","644","1,053","192,597","26","",
"2475","華映","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2476","鉅祥","125","87","0","2,209","2,247","46,242","5","0","0","5","0","46,242","3","",
"2477","美隆電","32","15","20","6,559","6,556","49,554","4","2","0","72","70","49,554","0","",
"2478","大毅","2,129","2,243","1","11,922","11,807","47,919","1,101","446","1","3,788","3,132","47,919","59","",
"2480","敦陽科","72","140","0","1,931","1,863","26,590","10","0","0","15","5","26,590","1","",
"2481","強茂","1,061","1,486","0","17,005","16,580","92,448","288","474","0","2,929","3,115","92,448","48","",
"2482","連宇","5","10","0","4,991","4,986","15,518","0","0","0","0","0","15,518","0","",
"2483","百容","11","6","0","2,934","2,939","27,654","0","0","0","10","10","27,654","2","",
"2484","希華","5","3","0","8,085","8,087","39,855","0","0","0","2","2","39,855","0","",
"2485","兆赫","180","91","10","21,456","21,535","79,422","0","2","0","46","48","79,422","0","",
"2486","一詮","37","14","0","7,797","7,820","51,313","0","0","0","1","1","51,313","0","",
"2488","漢平","16","29","5","4,004","3,986","19,999","1","19","0","22","40","19,999","0","",
"2489","瑞軒","74","175","6","8,984","8,877","208,590","11","3","0","161","153","208,590","0","",
"2491","吉祥全","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2492","華新科","1,714","2,780","0","10,321","9,255","121,450","331","725","0","2,187","2,581","121,450","117","",
"2493","揚博","1","3","0","2,024","2,022","28,609","0","0","0","3","3","28,609","0","",
"2495","普安","12","5","0","1,967","1,974","69,920","0","0","0","4","4","69,920","0","",
"2496","卓越","28","15","0","628","641","1,384","0","0","0","3","3","1,384","0","",
"2497","怡利電","0","2","6","2,236","2,228","29,699","4","0","0","10","6","29,699","0","",
"2498","宏達電","1,526","2,099","22","40,140","39,545","205,202","530","1,035","0","1,362","1,867","205,202","109","",
"2499","東貝","24","106","0","19,300","19,218","93,378","21","8","0","918","905","93,378","0","",
"2501","國建","117","140","0","5,751","5,728","289,890","10","5","0","45","40","289,890","0","",
"2504","國產","157","41","0","17,515","17,631","346,250","0","0","0","0","0","346,250","0","",
"2505","國揚","3","0","0","3,629","3,632","144,145","0","0","0","1","1","144,145","0","",
"2506","太設","15","15","0","2,805","2,805","75,125","0","0","0","0","0","75,125","0","",
"2509","全坤建","8","55","0","9,168","9,121","37,938","1","0","0","14","13","37,938","0","",
"2511","太子","3","9","0","2,914","2,908","405,831","0","0","0","5","5","405,831","0","",
"2514","龍邦","10","27","0","18,823","18,806","123,393","0","0","0","7","7","123,393","0","",
"2515","中工","594","570","18","66,161","66,167","382,724","0","0","0","153","153","382,724","6","",
"2516","新建","0","2","0","7,533","7,531","0","0","0","0","0","0","0","0","OX",
"2520","冠德","97","52","2","21,121","21,164","125,947","0","3","0","1","4","125,947","0","",
"2524","京城","11","0","0","1,446","1,457","96,067","0","0","0","0","0","96,067","0","",
"2527","宏璟","47","13","0","6,007","6,041","67,576","1","0","0","15","14","67,576","0","",
"2528","皇普","0","10","0","1,605","1,595","0","0","0","0","12","12","0","0","OX",
"2530","華建","57","2","0","29,174","29,229","67,688","0","0","0","1","1","67,688","0","",
"2534","宏盛","290","497","1","29,794","29,586","154,371","0","7","0","30","37","154,371","3","",
"2535","達欣工","185","456","0","6,051","5,780","58,595","0","25","0","5,363","5,388","58,595","0","",
"2536","宏普","4","6","0","4,108","4,106","83,202","0","0","0","0","0","83,202","0","",
"2537","聯上發","51","0","0","11,179","11,230","75,139","0","0","0","0","0","75,139","0","",
"2538","基泰","1,128","1,074","5","7,725","7,774","109,612","10","0","0","11","1","109,612","29","",
"2539","櫻花建","0","0","0","33","33","94,500","0","0","0","0","0","94,500","0","",
"2540","愛山林","3","7","0","126","122","36,650","0","0","0","0","0","36,650","0","",
"2542","興富發","50","121","0","6,274","6,203","291,656","1","4","0","76","79","291,656","0","",
"2543","皇昌","0","1","0","8,293","8,292","60,495","0","0","0","0","0","60,495","0","",
"2545","皇翔","4","2","10","3,527","3,519","81,933","1","0","0","32","31","81,933","0","",
"2546","根基","2","5","0","334","331","26,508","0","0","0","0","0","26,508","0","",
"2547","日勝生","0","209","23","8,897","8,665","0","0","0","0","0","0","0","0","OX",
"2548","華固","23","59","0","763","727","69,203","0","0","0","8","8","69,203","0","",
"2597","潤弘","6","24","0","346","328","33,750","0","0","0","3","3","33,750","0","",
"2601","益航","5,684","6,751","12","43,159","42,080","157,720","57","317","0","516","776","157,720","918","",
"2603","長榮","3,038","3,328","7","80,679","80,382","1,003,088","45","90","0","317","362","1,003,088","3","",
"2605","新興","100","139","0","8,532","8,493","142,076","0","0","0","0","0","142,076","0","",
"2606","裕民","77","432","0","4,875","4,520","211,263","3","9","0","51","57","211,263","2","",
"2607","榮運","64","5","0","7,293","7,352","266,785","0","0","0","0","0","266,785","0","",
"2608","大榮","0","17","0","908","891","116,750","0","0","0","0","0","116,750","0","",
"2609","陽明","572","607","150","49,125","48,940","475,985","110","9","0","1,214","1,113","475,985","0","",
"2610","華航","928","351","0","18,822","19,399","1,367,746","100","190","0","265","355","1,367,746","5","",
"2611","志信","26","6","0","7,537","7,557","44,498","0","0","0","0","0","44,498","0","",
"2612","中航","14","6","13","4,248","4,243","49,371","2","0","0","12","10","49,371","0","",
"2613","中櫃","5","0","0","2,013","2,018","30,855","0","0","0","0","0","30,855","0","",
"2614","東森","283","74","0","5,002","5,211","173,996","0","12","0","17","29","173,996","0","",
"2615","萬海","106","51","0","9,991","10,046","554,574","0","0","0","0","0","554,574","1","",
"2616","山隆","0","17","0","296","279","33,493","0","0","0","0","0","33,493","0","",
"2617","台航","592","212","0","3,024","3,404","104,323","0","6","0","0","6","104,323","3","",
"2618","長榮航","1,012","1,036","0","27,547","27,523","1,043,362","1","473","1","287","758","1,043,362","1","",
"2633","台灣高鐵","7","41","0","5,813","5,779","657,073","2","0","0","25","23","657,073","0","",
"2634","漢翔","61","73","2","3,156","3,142","235,466","0","0","0","10","10","235,466","0","",
"2636","台驊投控","24","25","0","4,868","4,867","29,641","0","0","0","0","0","29,641","0","",
"2637","慧洋-KY","23","32","0","5,072","5,063","154,176","0","2","0","309","311","154,176","0","",
"2642","宅配通","2","0","0","960","962","23,866","0","0","0","9","9","23,866","0","",
"2701","萬企","0","1","0","123","122","109,694","0","0","0","0","0","109,694","0","",
"2702","華園","8","15","0","688","681","25,575","0","0","0","0","0","25,575","0","",
"2704","國賓","0","0","0","189","189","91,730","0","0","0","0","0","91,730","0","",
"2705","六福","127","4","0","7,153","7,276","84,789","3","0","0","6","3","84,789","0","",
"2706","第一店","0","0","0","798","798","121,630","0","0","0","0","0","121,630","0","",
"2707","晶華","0","0","0","333","333","31,686","0","0","0","0","0","31,686","0","",
"2712","遠雄來","0","29","0","92","63","26,250","0","0","0","0","0","26,250","0","",
"2722","夏都","0","0","0","65","65","26,808","0","0","0","0","0","26,808","0","",
"2723","美食-KY","9","16","0","332","325","40,748","3","1","0","15","13","40,748","0","",
"2727","王品","5","0","0","2,026","2,031","19,246","24","0","0","99","75","19,246","0","",
"2731","雄獅","25","0","0","449","474","17,500","0","0","0","2","2","17,500","0","",
"2739","寒舍","3","1","21","402","383","27,881","0","0","0","5","5","27,881","0","",
"2748","雲品","1","0","0","830","831","16,409","0","0","0","6","6","16,409","0","",
"2801","彰銀","95","7","6","5,264","5,346","1,822,681","1","0","0","15","14","1,822,681","0","",
"2809","京城銀","30","29","0","1,576","1,577","287,808","0","0","0","0","0","287,808","0","",
"2812","台中銀","41","54","0","7,153","7,140","823,294","0","0","0","7","7","823,294","0","",
"2816","旺旺保","39","45","0","3,409","3,403","53,240","1","0","0","1","0","53,240","0","",
"2820","華票","35","0","0","881","916","335,740","0","0","0","6","6","335,740","0","",
"2823","中壽","343","264","10","17,013","17,082","946,599","1","0","0","38","37","946,599","0","",
"2832","台產","0","0","0","473","473","90,550","0","0","0","0","0","90,550","0","",
"2834","臺企銀","1,187","818","1","29,702","30,070","1,536,990","0","3,446","0","223","3,669","1,536,990","4","",
"2836","高雄銀","24","4","0","4,831","4,851","250,805","0","0","0","0","0","250,805","0","",
"2838","聯邦銀","3","13","0","3,356","3,346","651,288","0","0","0","0","0","651,288","0","",
"2841","台開","168","80","86","15,472","15,474","190,235","0","0","0","3","3","190,235","0","",
"2845","遠東銀","65","130","0","5,336","5,271","795,732","0","0","0","0","0","795,732","0","",
"2849","安泰銀","0","0","0","382","382","223,699","0","0","0","0","0","223,699","0","",
"2850","新產","8","49","0","452","411","78,990","0","1","0","4","5","78,990","0","",
"2851","中再保","0","5","0","612","607","140,568","0","0","0","0","0","140,568","0","",
"2852","第一保","5","5","0","655","655","75,290","0","0","0","0","0","75,290","0","",
"2855","統一證","9","29","0","5,759","5,739","347,607","0","0","0","0","0","347,607","0","",
"2856","元富證","110","675","50","14,656","14,041","399,902","107","5","3","345","240","399,902","0","",
"2867","三商壽","217","31","0","13,976","14,162","480,114","1","0","0","2","1","480,114","0","",
"2880","華南金","0","10","1","6,796","6,785","2,761,629","0","0","0","5","5","2,761,629","0","",
"2881","富邦金","135","240","0","14,540","14,435","2,558,400","3","43","0","287","327","2,558,400","1","",
"2882","國泰金","537","537","0","14,472","14,472","3,140,802","28","22","0","233","227","3,140,802","2","",
"2883","開發金","2,015","2,522","2","53,857","53,348","3,744,350","10","80","0","151","221","3,744,350","1","",
"2884","玉山金","499","218","0","5,417","5,698","2,546,375","40","18","0","240","218","2,546,375","0","",
"2885","元大金","68","776","0","19,156","18,448","2,955,058","1","1","0","157","157","2,955,058","31","",
"2886","兆豐金","35","26","0","3,395","3,404","3,399,955","0","1","0","14","15","3,399,955","1","",
"2887","台新金","163","147","0","19,588","19,604","2,497,181","25","0","0","28","3","2,497,181","0","",
"2888","新光金","2,594","2,118","0","150,192","150,668","2,660,308","43","465","0","7,780","8,202","2,660,308","56","",
"2889","國票金","541","44","0","3,808","4,305","696,666","0","0","0","1","1","696,666","0","",
"2890","永豐金","106","402","0","10,327","10,031","2,762,513","1","0","0","12","11","2,762,513","1","",
"2891","中信金","278","35","5","14,862","15,100","4,874,247","20","41","0","110","131","4,874,247","2","",
"2892","第一金","21","299","0","6,111","5,833","3,054,098","0","1","0","28","29","3,054,098","0","",
"2897","王道銀行","4","1","0","1,132","1,135","603,251","0","0","0","0","0","603,251","0","",
"2901","欣欣","11","5","0","2,651","2,657","18,260","0","0","0","0","0","18,260","0","",
"2903","遠百","281","182","0","3,809","3,908","354,235","4","3","0","139","138","354,235","2","",
"2904","匯僑","0","5","0","108","103","17,258","0","0","0","0","0","17,258","0","",
"2905","三商","36","22","10","4,947","4,951","191,364","0","0","0","8","8","191,364","0","",
"2906","高林","0","0","0","929","929","52,277","0","0","0","0","0","52,277","0","",
"2908","特力","1","0","0","7,962","7,963","127,471","0","0","0","2","2","127,471","0","",
"2910","統領","0","0","0","10","10","52,181","0","0","0","0","0","52,181","1","",
"2911","麗嬰房","95","117","0","3,692","3,670","51,081","0","2","0","38","40","51,081","1","",
"2912","統一超","16","3","0","388","401","259,905","0","0","0","2","2","259,905","0","",
"2913","農林","72","40","0","11,884","11,916","176,687","0","0","0","2","2","176,687","0","",
"2915","潤泰全","195","116","22","15,769","15,826","235,358","2","8","0","44","50","235,358","0","",
"2929","淘帝-KY","31","44","0","3,858","3,845","19,677","1","0","0","1","0","19,677","0","",
"2936","客思達-KY","0","0","0","404","404","19,138","0","0","0","0","0","19,138","0","",
"3002","歐格","0","0","0","2,722","2,722","25,500","8","0","0","16","8","25,500","0","",
"3003","健和興","38","8","0","4,235","4,265","38,913","14","4","0","48","38","38,913","0","",
"3004","豐達科","55","22","17","4,056","4,072","13,161","0","0","0","0","0","13,161","0","",
"3005","神基","61","33","0","5,363","5,391","145,779","1","1","0","44","44","145,779","0","",
"3006","晶豪科","198","287","0","21,797","21,708","71,439","34","1","0","551","518","71,439","7","",
"3008","大立光","36","80","0","992","948","33,535","1","23","0","80","102","33,535","0","",
"3010","華立","10","11","0","1,695","1,694","57,847","0","0","0","1","1","57,847","0","",
"3011","今皓","282","173","0","6,559","6,668","28,179","2","6","0","13","17","28,179","1","",
"3013","晟銘電","32","25","3","11,948","11,952","42,483","0","0","0","18","18","42,483","0","",
"3014","聯陽","21","23","20","3,288","3,266","40,330","0","0","0","5","5","40,330","0","",
"3015","全漢","22","10","0","3,343","3,355","48,065","0","0","0","0","0","48,065","0","",
"3016","嘉晶","430","288","0","11,449","11,591","65,458","61","71","0","617","627","65,458","5","",
"3017","奇鋐","156","244","18","18,284","18,178","88,327","4","12","0","10","18","88,327","6","",
"3018","同開","377","396","8","12,201","12,174","14,872","26","9","0","450","433","14,872","0","@",
"3019","亞光","550","713","6","24,838","24,669","70,270","632","829","0","2,454","2,651","70,270","111","",
"3021","鴻名","12","1","0","2,357","2,368","23,953","5","0","0","5","0","23,953","0","",
"3022","威強電","28","60","0","4,290","4,258","82,078","0","0","0","25","25","82,078","0","",
"3023","信邦","26","40","0","3,364","3,350","56,354","6","28","0","155","177","56,354","0","",
"3024","憶聲","0","0","10","2,198","2,188","0","0","0","0","0","0","0","0","OX",
"3025","星通","1","2","0","5,070","5,069","17,730","0","0","0","7","7","17,730","0","",
