"股票代號","股票名稱","資買進","資賣出","資現償","資前餘額","資今餘","資限額","券買進","券賣出","券現償","券前餘","券今餘","券限額","資券互抵","註記",
"2006","東和鋼鐵","15","6","0","2,302","2,311","251,015","0","0","0","0","0","251,015","0","",
"2007","燁興","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2008","高興昌","0","0","0","497","497","50,213","0","0","0","0","0","50,213","0","",
"2009","第一銅","53","55","3","8,429","8,424","89,905","2","4","0","3","5","89,905","0","",
"2010","春源","20","52","0","2,761","2,729","161,913","0","0","0","0","0","161,913","0","",
"2012","春雨","1","2","0","766","765","71,943","0","1","0","1","2","71,943","0","",
"2013","中鋼構","2,649","1,387","3","6,695","7,954","50,000","197","792","0","646","1,241","50,000","51","",
"2014","中鴻","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2015","豐興","3","1","0","98","100","145,399","0","0","0","1","1","145,399","0","",
"2017","官田鋼","40","53","2","12,119","12,104","81,786","0","0","0","7","7","81,786","0","",
"2020","美亞","22","56","0","5,551","5,517","57,631","0","0","0","2","2","57,631","0","",
"2022","聚亨","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2023","燁輝","20","179","0","22,506","22,347","455,294","0","2","0","15","17","455,294","0","",
"2024","志聯","33","79","0","3,485","3,439","24,375","0","0","0","15","15","24,375","0","",
"2025","千興","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2027","大成鋼","3,168","1,947","2","37,205","38,424","236,487","286","201","0","2,650","2,565","236,487","54","",
"2028","威致","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2029","盛餘","2","1","0","1,939","1,940","80,295","0","0","0","6","6","80,295","0","",
"2030","彰源","71","42","20","10,011","10,020","71,631","21","0","0","517","496","71,631","0","",
"2031","新光鋼","2,767","2,247","4","22,205","22,721","76,548","619","1,437","0","2,455","3,273","76,548","84","",
"2032","新鋼","17","20","0","2,776","2,773","32,630","0","0","0","0","0","32,630","0","",
"2033","佳大","28","25","0","2,178","2,181","20,173","4","0","0","64","60","20,173","0","",
"2034","允強","1","21","0","3,505","3,485","101,782","0","0","0","0","0","101,782","0","",
"2038","海光","1,296","1,304","0","10,881","10,873","45,316","40","112","0","321","393","45,316","16","",
"2049","上銀","885","504","1","3,672","4,052","70,039","114","97","0","318","301","70,039","11","",
"2059","川湖","4","0","0","405","409","23,824","0","0","0","0","0","23,824","0","",
"2062","橋椿","12","53","0","3,960","3,919","40,910","1","2","0","1","2","40,910","0","",
"2069","運錩","13","9","0","3,444","3,448","35,484","0","0","0","49","49","35,484","0","",
"2101","南港","1","34","0","29,758","29,725","208,483","0","0","0","10","10","208,483","0","",
"2102","泰豐","43","12","1","9,763","9,793","118,332","4","0","0","31","27","118,332","0","",
"2103","台橡","24","60","0","5,294","5,258","206,427","0","5","0","19","24","206,427","0","",
"2104","中橡","136","146","0","11,824","11,814","157,146","10","3","0","23","16","157,146","1","",
"2105","正新","89","35","0","5,204","5,258","810,353","2","8","0","230","236","810,353","0","",
"2106","建大","1","14","0","1,509","1,496","218,607","0","10","0","173","183","218,607","0","",
"2107","厚生","13","41","0","2,086","2,058","92,500","0","0","0","1","1","92,500","0","",
"2108","南帝","97","48","0","1,480","1,529","117,242","2","0","0","2","0","117,242","0","",
"2109","華豐","0","36","0","10,605","10,569","0","0","0","0","0","0","0","0","OX",
"2114","鑫永銓","2","3","0","382","381","16,881","0","0","0","0","0","16,881","0","",
"2115","六暉-KY","3","5","0","899","897","20,491","0","0","0","0","0","20,491","0","",
"2201","裕隆","210","137","2","12,672","12,743","393,229","0","7","0","46","53","393,229","0","",
"2204","中華","0","11","30","1,302","1,261","346,012","1","0","0","1","0","346,012","0","",
"2206","三陽工業","131","26","1,537","26,022","24,590","217,148","0","0","0","15","15","217,148","0","",
"2207","和泰車","1","5","0","335","331","136,544","0","4","0","25","29","136,544","0","",
"2208","台船","0","0","0","144","144","0","0","0","0","0","0","0","0","OX",
"2228","劍麟","10","1","0","1,348","1,357","18,945","0","0","0","2","2","18,945","0","",
"2231","為升","106","106","0","3,748","3,748","25,296","191","23","0","376","208","25,296","4","",
"2236","百達-KY","11","10","0","1,392","1,393","9,557","0","0","0","0","0","9,557","0","",
"2239","英利-KY","10","1","0","1,939","1,948","27,500","3","0","0","32","29","27,500","0","",
"2243","宏旭-KY","36","0","0","0","36","10,400","0","0","0","0","0","10,400","0","",
"2301","光寶科","208","27","0","7,846","8,027","587,716","84","11","0","300","227","587,716","0","",
"2302","麗正","0","0","0","2,418","2,418","0","0","0","0","0","0","0","0","OX",
"2303","聯電","10,381","3,834","10","66,754","73,291","3,156,079","84","516","0","1,647","2,079","3,156,079","130","",
"2305","全友","93","66","0","7,547","7,574","42,355","97","12","0","209","124","42,355","1","",
"2308","台達電","161","165","11","8,728","8,713","649,385","53","10","0","269","226","649,385","14","",
"2312","金寶","13","267","0","27,281","27,027","363,914","0","5","0","17","22","363,914","0","",
"2313","華通","1,674","2,921","1","44,234","42,986","297,955","78","800","5","894","1,611","297,955","73","",
"2314","台揚","108","86","0","12,426","12,448","40,667","3","16","0","28","41","40,667","1","",
"2316","楠梓電","5","31","0","7,108","7,082","56,401","0","0","0","21","21","56,401","0","",
"2317","鴻海","1,769","1,034","141","98,951","99,545","4,332,184","187","74","0","1,441","1,328","4,332,184","11","",
"2321","東訊","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2323","中環","1,601","812","0","69,833","70,622","457,661","394","46","0","3,169","2,821","457,661","296","",
"2324","仁寶","40","99","0","21,945","21,886","1,104,797","1","13","0","78","90","1,104,797","1","",
"2327","國巨","637","707","0","6,730","6,660","87,684","112","298","0","1,973","2,159","87,684","36","",
"2328","廣宇","317","579","62","26,800","26,476","129,586","54","27","0","203","176","129,586","25","",
"2329","華泰","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2330","台積電","1,037","456","2","16,923","17,502","6,482,595","44","50","0","764","770","6,482,595","7","",
"2331","精英","233","100","0","31,892","32,025","139,350","0","2","0","29","31","139,350","0","",
"2332","友訊","235","107","19","51,546","51,655","162,999","13","1","0","37","25","162,999","0","",
"2337","旺宏","4,734","1,064","3","46,975","50,642","451,180","1,281","422","2","7,937","7,076","451,180","73","",
"2338","光罩","32","24","0","29,805","29,813","63,178","0","2","0","181","183","63,178","0","",
"2340","光磊","241","78","0","17,236","17,399","111,359","0","0","0","41","41","111,359","2","",
"2342","茂矽","50","19","0","1,832","1,863","18,785","7","19","0","87","99","18,785","0","",
"2344","華邦電","7,757","3,037","9","100,655","105,366","995,000","432","190","0","2,558","2,316","995,000","129","",
"2345","智邦","684","2,385","0","22,231","20,530","139,064","41","330","0","718","1,007","139,064","26","",
"2347","聯強","117","31","0","3,942","4,028","416,986","1","0","0","29","28","416,986","0","",
"2348","海悅","5","7","0","710","708","21,400","0","0","0","1","1","21,400","0","",
"2349","錸德","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2351","順德","111","110","2","4,144","4,143","45,535","9","45","0","194","230","45,535","1","",
"2352","佳世達","261","636","2","45,312","44,935","491,695","88","52","1","678","641","491,695","6","",
"2353","宏��","1,352","324","23","69,852","70,857","769,125","2,019","121","0","5,442","3,544","769,125","13","",
"2354","鴻準","72","154","4","18,801","18,715","353,621","5","16","0","73","84","353,621","0","",
"2355","敬鵬","1,049","690","30","5,883","6,212","99,373","275","415","0","399","539","99,373","314","",
"2356","英業達","383","214","0","16,456","16,625","896,868","2","5","0","115","118","896,868","8","",
"2357","華碩","0","13","0","417","404","185,690","0","0","0","5","5","185,690","0","",
"2358","廷鑫","73","56","0","1,612","1,629","16,985","0","0","0","0","0","16,985","0","",
"2359","所羅門","124","175","0","12,252","12,201","42,867","28","0","0","212","184","42,867","0","",
"2360","致茂","42","606","0","3,687","3,123","103,251","4","58","0","148","202","103,251","0","",
"2362","藍天","11","27","0","12,464","12,448","170,790","0","0","0","3","3","170,790","1","",
"2363","矽統","1,095","567","4","36,476","37,000","140,015","3","251","0","223","471","140,015","86","",
"2364","倫飛","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2365","昆盈","760","808","0","4,902","4,854","60,884","0","0","0","6","6","60,884","1","",
"2367","燿華","1,875","3,088","2","58,401","57,186","151,815","386","823","0","3,601","4,038","151,815","102","",
"2368","金像電","262","148","0","22,282","22,396","138,061","1","7","0","26","32","138,061","7","",
"2369","菱生","52","98","0","13,714","13,668","95,025","0","0","0","15","15","95,025","0","",
"2371","大同","4,927","4,814","0","249,480","249,593","584,884","267","1,669","0","6,095","7,497","584,884","91","",
"2373","震旦行","0","0","0","193","193","59,050","0","0","0","0","0","59,050","0","",
"2374","佳能","42","94","0","5,760","5,708","70,591","0","0","0","32","32","70,591","0","",
"2375","智寶","246","285","0","7,556","7,517","22,879","61","56","0","510","505","22,879","3","",
"2376","技嘉","100","208","1","7,490","7,381","158,922","115","112","0","1,892","1,889","158,922","20","",
"2377","微星","293","206","0","7,656","7,743","211,214","77","115","0","1,509","1,547","211,214","5","",
"2379","瑞昱","11","41","0","4,515","4,485","127,023","14","9","0","275","270","127,023","1","",
"2380","虹光","13","2","0","26,210","26,221","52,055","0","0","0","0","0","52,055","0","",
"2382","廣達","254","60","2","6,613","6,805","965,656","3","1","0","281","279","965,656","8","",
"2383","台光電","258","201","4","8,998","9,051","79,913","23","9","1","426","411","79,913","10","",
"2385","群光","1","8","0","1,155","1,148","180,151","0","36","0","0","36","180,151","0","",
"2387","精元","48","0","1","4,779","4,826","55,274","2","0","0","10","8","55,274","0","",
"2388","威盛","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2390","云辰","273","402","4","18,018","17,885","53,505","10","5","0","16","11","53,505","5","",
"2392","正崴","85","28","0","6,393","6,450","128,081","10","4","0","124","118","128,081","0","",
"2393","億光","85","25","0","7,473","7,533","110,134","1","0","0","141","140","110,134","0","",
"2395","研華","22","5","0","521","538","174,364","0","0","0","8","8","174,364","0","",
"2397","友通","8","6","0","757","759","28,672","0","0","0","0","0","28,672","0","",
"2399","映泰","589","740","0","18,665","18,514","44,525","441","189","2","2,272","2,018","44,525","49","",
"2401","凌陽","186","61","0","21,494","21,619","147,998","8","30","0","127","149","147,998","1","",
"2402","毅嘉","13","78","0","14,685","14,620","83,912","0","0","0","143","143","83,912","0","",
"2404","漢唐","69","54","0","1,624","1,639","59,558","1","0","0","2","1","59,558","0","",
"2405","浩鑫","254","324","22","36,058","35,966","84,856","271","320","0","5,055","5,104","84,856","13","",
"2406","國碩","379","312","3","25,657","25,721","84,764","84","326","0","1,467","1,709","84,764","14","",
"2408","南亞科","997","528","1","20,607","21,075","764,904","240","227","0","4,638","4,625","764,904","10","",
"2409","友達","1,016","1,311","320","210,299","209,684","2,406,061","1,825","106","0","7,497","5,778","2,406,061","19","",
"2412","中華電","27","7","0","866","886","1,939,361","1","0","0","51","50","1,939,361","0","",
"2413","環科","85","90","0","7,356","7,351","31,839","0","1","0","30","31","31,839","0","",
"2414","精技","3","1","0","550","552","40,433","0","0","0","0","0","40,433","0","",
"2415","錩新","44","8","0","3,818","3,854","20,000","0","0","0","8","8","20,000","0","",
"2417","圓剛","26","27","0","9,290","9,289","48,223","0","0","0","0","0","48,223","0","",
"2419","仲琦","21","55","0","17,796","17,762","61,617","0","0","0","599","599","61,617","0","",
"2420","新巨","5","13","0","1,170","1,162","38,162","0","0","0","1","1","38,162","0","",
"2421","建準","189","181","6","7,159","7,161","62,732","59","46","0","417","404","62,732","2","",
"2423","固緯","2","5","0","1,324","1,321","36,261","0","0","0","4","4","36,261","0","",
"2424","隴華","0","0","0","495","495","7,500","0","0","0","0","0","7,500","0","",
"2425","承啟","71","142","0","9,303","9,232","27,312","59","185","0","1,080","1,206","27,312","2","",
"2426","鼎元","229","102","0","15,020","15,147","75,155","0","14","0","119","133","75,155","1","",
"2427","三商電","61","88","0","9,547","9,520","46,078","0","0","0","11","11","46,078","0","",
"2428","興勤","30","37","0","6,491","6,484","32,028","0","29","0","33","62","32,028","1","",
"2429","銘旺科","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2430","燦坤","12","75","0","720","657","41,865","0","0","0","0","0","41,865","0","X",
"2431","聯昌","17","4","0","5,503","5,516","27,731","0","0","0","22","22","27,731","0","",
"2433","互盛電","0","9","0","109","100","36,124","0","0","0","0","0","36,124","0","",
"2434","統懋","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2436","偉詮電","25","52","6","18,397","18,364","55,643","26","3","0","134","111","55,643","1","",
"2438","翔耀","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2439","美律","494","980","3","10,149","9,660","50,202","69","599","2","2,330","2,858","50,202","22","",
"2440","太空梭","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2441","超豐","0","1","0","644","643","142,211","0","0","0","0","0","142,211","0","",
"2442","新美齊","36","19","0","8,817","8,834","58,009","0","0","0","3","3","58,009","0","",
"2443","新利虹","0","0","0","3,226","3,226","0","0","0","0","0","0","0","0","OX",
"2444","友旺","328","581","0","19,439","19,186","22,353","23","89","0","908","974","22,353","0","@",
"2448","晶電","3,889","2,973","4","68,249","69,161","272,175","3,506","412","0","7,165","4,071","272,175","130","",
"2449","京元電子","18","67","0","7,263","7,214","305,686","94","2","0","259","167","305,686","0","",
"2450","神腦","0","1","0","355","354","64,563","0","0","0","0","0","64,563","0","",
"2451","創見","2","3","0","2,895","2,894","107,690","1","20","0","3","22","107,690","0","",
"2453","凌群","14","36","0","3,527","3,505","25,000","0","0","0","0","0","25,000","0","",
"2454","聯發科","483","266","1","8,366","8,582","395,363","131","73","0","746","688","395,363","13","",
"2455","全新","991","821","19","26,096","26,247","46,226","324","134","10","3,112","2,912","46,226","20","",
"2456","奇力新","844","583","17","16,138","16,382","59,462","42","227","31","8,507","8,661","59,462","20","",
"2457","飛宏","78","60","0","23,482","23,500","84,422","1","0","0","37","36","84,422","0","",
"2458","義隆","159","135","0","15,564","15,588","108,528","1","13","0","110","122","108,528","8","",
"2459","敦吉","1","5","2","1,072","1,066","26,825","0","0","0","0","0","26,825","0","",
"2460","建通","65","15","0","9,205","9,255","42,300","2","0","0","53","51","42,300","0","",
"2461","光群雷","41","82","1","14,202","14,160","41,331","10","0","0","30","20","41,331","0","",
"2462","良得電","167","131","0","11,240","11,276","28,621","0","1","0","38","39","28,621","0","",
"2464","盟立","53","73","1","7,922","7,901","48,882","5","3","0","36","34","48,882","2","",
"2465","麗臺","0","14","0","2,805","2,791","0","0","0","0","0","0","0","0","OX",
"2466","冠西電","44","45","0","4,117","4,116","37,326","1","0","0","13","12","37,326","0","",
"2467","志聖","15","58","0","8,111","8,068","39,686","0","1","0","15","16","39,686","0","",
"2468","華經","12","50","0","2,100","2,062","17,490","0","0","0","0","0","17,490","0","",
"2471","資通","0","3","0","1,026","1,023","11,813","0","0","0","0","0","11,813","0","",
"2472","立隆電","339","449","3","7,888","7,775","32,798","13","21","1","589","596","32,798","9","",
"2474","可成","289","498","0","10,240","10,031","192,597","340","135","0","1,053","848","192,597","12","",
"2475","華映","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2476","鉅祥","27","109","0","2,247","2,165","46,242","0","0","0","0","0","46,242","0","",
"2477","美隆電","16","31","0","6,556","6,541","49,554","3","2","0","70","69","49,554","0","",
"2478","大毅","1,226","873","0","11,807","12,160","47,919","181","408","1","3,132","3,358","47,919","49","",
"2480","敦陽科","171","86","0","1,863","1,948","26,590","0","10","0","5","15","26,590","5","",
"2481","強茂","1,746","1,040","1","16,580","17,285","92,448","636","269","1","3,115","2,747","92,448","31","",
"2482","連宇","3","0","0","4,986","4,989","15,518","0","0","0","0","0","15,518","0","",
"2483","百容","16","12","0","2,939","2,943","27,654","0","0","0","10","10","27,654","0","",
"2484","希華","218","63","0","8,087","8,242","39,855","0","0","0","2","2","39,855","0","",
"2485","兆赫","92","248","0","21,535","21,379","79,422","7","0","0","48","41","79,422","0","",
"2486","一詮","25","17","0","7,820","7,828","51,313","0","0","0","1","1","51,313","1","",
"2488","漢平","9","30","1","3,986","3,964","19,999","0","6","0","40","46","19,999","0","",
"2489","瑞軒","240","266","20","8,877","8,831","208,590","0","28","0","153","181","208,590","2","",
"2491","吉祥全","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"2492","華新科","3,760","1,827","2","9,255","11,186","121,450","392","1,354","2","2,581","3,541","121,450","238","",
"2493","揚博","0","0","0","2,022","2,022","28,609","0","0","0","3","3","28,609","0","",
"2495","普安","22","8","0","1,974","1,988","69,920","0","0","0","4","4","69,920","0","",
"2496","卓越","12","10","0","641","643","1,384","0","0","0","3","3","1,384","0","",
"2497","怡利電","0","1","0","2,228","2,227","29,699","0","0","0","6","6","29,699","0","",
"2498","宏達電","1,464","769","15","39,545","40,225","205,202","368","229","0","1,867","1,728","205,202","34","",
"2499","東貝","1,318","731","0","19,218","19,805","93,378","228","171","0","905","848","93,378","35","",
"2501","國建","300","136","0","5,728","5,892","289,890","0","9","0","40","49","289,890","1","",
"2504","國產","290","153","0","17,631","17,768","346,250","0","0","0","0","0","346,250","0","",
"2505","國揚","34","67","0","3,632","3,599","144,145","0","0","0","1","1","144,145","0","",
"2506","太設","18","7","0","2,805","2,816","75,125","0","0","0","0","0","75,125","0","",
"2509","全坤建","50","24","0","9,121","9,147","37,938","0","7","0","13","20","37,938","0","",
"2511","太子","0","3","0","2,908","2,905","405,831","0","0","0","5","5","405,831","1","",
"2514","龍邦","81","87","2","18,806","18,798","123,393","0","0","0","7","7","123,393","0","",
"2515","中工","341","292","0","66,167","66,216","382,724","0","0","0","153","153","382,724","0","",
"2516","新建","0","0","0","7,531","7,531","0","0","0","0","0","0","0","0","OX",
"2520","冠德","37","72","2","21,164","21,127","125,947","0","4","0","4","8","125,947","0","",
"2524","京城","4","1","0","1,457","1,460","96,067","0","0","0","0","0","96,067","0","",
"2527","宏璟","40","47","4","6,041","6,030","67,576","0","1","0","14","15","67,576","0","",
"2528","皇普","0","10","0","1,595","1,585","0","0","0","0","12","12","0","0","OX",
"2530","華建","45","12","0","29,229","29,262","67,688","0","0","0","1","1","67,688","1","",
"2534","宏盛","387","375","10","29,586","29,588","154,371","2","0","0","37","35","154,371","2","",
"2535","達欣工","657","116","0","5,780","6,321","58,595","0","68","0","5,388","5,456","58,595","0","",
"2536","宏普","1","4","0","4,106","4,103","83,202","0","0","0","0","0","83,202","0","",
"2537","聯上發","143","46","0","11,230","11,327","75,139","0","0","0","0","0","75,139","0","",
"2538","基泰","106","412","2","7,774","7,466","109,612","0","0","0","1","1","109,612","1","",
"2539","櫻花建","0","0","0","33","33","94,500","0","0","0","0","0","94,500","0","",
"2540","愛山林","3","1","0","122","124","36,650","0","0","0","0","0","36,650","0","",
"2542","興富發","494","292","0","6,203","6,405","291,656","2","105","0","79","182","291,656","7","",
"2543","皇昌","0","0","0","8,292","8,292","60,495","0","0","0","0","0","60,495","0","",
"2545","皇翔","5","4","0","3,519","3,520","81,933","0","0","0","31","31","81,933","0","",
"2546","根基","1","3","0","331","329","26,508","0","0","0","0","0","26,508","0","",
"2547","日勝生","0","3","0","8,665","8,662","0","0","0","0","0","0","0","0","OX",
"2548","華固","1","25","0","727","703","69,203","0","0","0","8","8","69,203","1","",
"2597","潤弘","13","28","0","328","313","33,750","0","0","0","3","3","33,750","0","",
"2601","益航","8,323","5,258","0","42,080","45,145","157,720","395","120","0","776","501","157,720","35","",
"2603","長榮","753","1,378","24","80,382","79,733","1,003,088","25","27","0","362","364","1,003,088","7","",
"2605","新興","59","24","0","8,493","8,528","142,076","0","0","0","0","0","142,076","1","",
"2606","裕民","423","25","0","4,520","4,918","211,263","6","1","0","57","52","211,263","1","",
"2607","榮運","73","25","0","7,352","7,400","266,785","0","0","0","0","0","266,785","0","",
"2608","大榮","12","21","0","891","882","116,750","0","0","0","0","0","116,750","0","",
"2609","陽明","337","112","0","48,940","49,165","475,985","0","21","0","1,113","1,134","475,985","0","",
"2610","華航","600","61","0","19,399","19,938","1,367,746","0","0","0","355","355","1,367,746","5","",
"2611","志信","459","35","0","7,557","7,981","44,498","0","0","0","0","0","44,498","0","",
"2612","中航","9","5","0","4,243","4,247","49,371","1","0","0","10","9","49,371","0","",
"2613","中櫃","35","43","0","2,018","2,010","30,855","0","0","0","0","0","30,855","0","",
"2614","東森","3,113","895","0","5,211","7,429","173,996","0","59","0","29","88","173,996","10","",
"2615","萬海","78","15","0","10,046","10,109","554,574","0","0","0","0","0","554,574","0","",
"2616","山隆","1","8","0","279","272","33,493","0","0","0","0","0","33,493","0","",
"2617","台航","477","455","0","3,404","3,426","104,323","0","13","0","6","19","104,323","11","",
"2618","長榮航","908","369","12","27,523","28,050","1,043,362","152","83","0","758","689","1,043,362","5","",
"2633","台灣高鐵","38","21","0","5,779","5,796","657,073","1","0","0","23","22","657,073","0","",
"2634","漢翔","66","14","2","3,142","3,192","235,466","0","0","0","10","10","235,466","0","",
"2636","台驊投控","3","10","0","4,867","4,860","29,641","0","0","0","0","0","29,641","0","",
"2637","慧洋-KY","60","2","0","5,063","5,121","154,176","0","0","0","311","311","154,176","0","",
"2642","宅配通","0","1","1","962","960","23,866","0","0","0","9","9","23,866","0","",
"2701","萬企","0","0","0","122","122","109,694","0","0","0","0","0","109,694","0","",
"2702","華園","24","3","0","681","702","25,575","0","0","0","0","0","25,575","0","",
"2704","國賓","17","0","0","189","206","91,730","0","0","0","0","0","91,730","0","",
"2705","六福","5","23","0","7,276","7,258","84,789","2","0","0","3","1","84,789","0","",
"2706","第一店","2","0","0","798","800","121,630","0","0","0","0","0","121,630","0","",
"2707","晶華","20","0","0","333","353","31,686","0","0","0","0","0","31,686","0","",
"2712","遠雄來","0","0","0","63","63","26,250","0","0","0","0","0","26,250","0","",
"2722","夏都","0","0","0","65","65","26,808","0","0","0","0","0","26,808","0","",
"2723","美食-KY","5","5","0","325","325","40,748","0","0","0","13","13","40,748","0","",
"2727","王品","7","6","0","2,031","2,032","19,246","4","0","0","75","71","19,246","0","",
"2731","雄獅","6","2","0","474","478","17,500","0","0","0","2","2","17,500","0","",
"2739","寒舍","4","3","0","383","384","27,881","1","0","0","5","4","27,881","0","",
"2748","雲品","9","10","0","831","830","16,409","0","0","0","6","6","16,409","0","",
"2801","彰銀","92","16","0","5,346","5,422","1,822,681","0","0","0","14","14","1,822,681","0","",
"2809","京城銀","11","39","0","1,577","1,549","287,808","0","0","0","0","0","287,808","0","",
"2812","台中銀","50","416","0","7,140","6,774","823,294","0","0","0","7","7","823,294","0","",
"2816","旺旺保","23","18","0","3,403","3,408","53,240","0","0","0","0","0","53,240","0","",
"2820","華票","15","0","0","916","931","335,740","0","0","0","6","6","335,740","0","",
"2823","中壽","62","284","71","17,082","16,789","946,599","3","6","0","37","40","946,599","0","",
"2832","台產","0","1","0","473","472","90,550","0","0","0","0","0","90,550","0","",
"2834","臺企銀","555","430","0","30,070","30,195","1,536,990","0","167","123","3,669","3,713","1,536,990","2","",
"2836","高雄銀","28","4","0","4,851","4,875","250,805","0","0","0","0","0","250,805","0","",
"2838","聯邦銀","0","13","0","3,346","3,333","651,288","0","0","0","0","0","651,288","0","",
"2841","台開","42","30","15","15,474","15,471","190,235","0","0","0","3","3","190,235","0","",
"2845","遠東銀","36","27","0","5,271","5,280","795,732","0","0","0","0","0","795,732","0","",
"2849","安泰銀","0","5","0","382","377","223,699","0","0","0","0","0","223,699","0","",
"2850","新產","9","16","0","411","404","78,990","0","0","0","5","5","78,990","0","",
"2851","中再保","10","147","0","607","470","140,568","0","0","0","0","0","140,568","0","",
"2852","第一保","3","6","0","655","652","75,290","0","0","0","0","0","75,290","0","",
"2855","統一證","166","21","3","5,739","5,881","347,607","0","0","0","0","0","347,607","0","",
"2856","元富證","1,659","517","100","14,041","15,083","399,902","10","286","7","240","509","399,902","1","",
"2867","三商壽","56","465","0","14,162","13,753","480,114","0","2","0","1","3","480,114","0","",
"2880","華南金","7","16","0","6,785","6,776","2,761,629","0","1","0","5","6","2,761,629","0","",
"2881","富邦金","71","297","2","14,435","14,207","2,558,400","26","4","0","327","305","2,558,400","0","",
"2882","國泰金","202","235","8","14,472","14,431","3,140,802","18","8","0","227","217","3,140,802","0","",
"2883","開發金","3,670","3,517","0","53,348","53,501","3,744,350","38","17","0","221","200","3,744,350","1","",
"2884","玉山金","274","212","3","5,698","5,757","2,546,375","11","0","0","218","207","2,546,375","1","",
"2885","元大金","242","2,134","0","18,448","16,556","2,955,058","75","34","0","157","116","2,955,058","3","",
"2886","兆豐金","8","31","0","3,404","3,381","3,399,955","1","2","0","15","16","3,399,955","1","",
"2887","台新金","99","321","1","19,604","19,381","2,497,181","0","0","0","3","3","2,497,181","1","",
"2888","新光金","3,576","1,400","40","150,668","152,804","2,660,308","18","159","0","8,202","8,343","2,660,308","2","",
"2889","國票金","188","232","0","4,305","4,261","696,666","0","0","0","1","1","696,666","0","",
"2890","永豐金","234","169","0","10,031","10,096","2,762,513","2","50","0","11","59","2,762,513","0","",
"2891","中信金","608","53","200","15,100","15,455","4,874,247","3","7","0","131","135","4,874,247","0","",
"2892","第一金","13","160","0","5,833","5,686","3,054,098","0","0","0","29","29","3,054,098","0","",
"2897","王道銀行","33","10","0","1,135","1,158","603,251","0","0","0","0","0","603,251","0","",
"2901","欣欣","19","18","0","2,657","2,658","18,260","0","0","0","0","0","18,260","0","",
"2903","遠百","645","328","0","3,908","4,225","354,235","62","47","0","138","123","354,235","2","",
"2904","匯僑","0","0","0","103","103","17,258","0","0","0","0","0","17,258","0","",
"2905","三商","2","51","0","4,951","4,902","191,364","0","0","0","8","8","191,364","0","",
"2906","高林","6","0","2","929","933","52,277","0","0","0","0","0","52,277","0","",
"2908","特力","325","185","0","7,963","8,103","127,471","0","0","0","2","2","127,471","0","",
"2910","統領","0","0","0","10","10","52,181","0","0","0","0","0","52,181","0","",
"2911","麗嬰房","1,437","553","0","3,670","4,554","51,081","1","16","1","40","54","51,081","36","",
"2912","統一超","1","46","0","401","356","259,905","0","1","0","2","3","259,905","0","",
"2913","農林","88","69","0","11,916","11,935","176,687","0","0","0","2","2","176,687","0","",
"2915","潤泰全","286","343","2","15,826","15,767","235,358","5","7","0","50","52","235,358","1","",
"2929","淘帝-KY","55","45","0","3,845","3,855","19,677","0","0","0","0","0","19,677","0","",
"2936","客思達-KY","0","7","0","404","397","19,138","0","0","0","0","0","19,138","0","",
"3002","歐格","0","0","0","2,722","2,722","25,500","6","0","0","8","2","25,500","0","",
"3003","健和興","21","14","0","4,265","4,272","38,913","5","0","0","38","33","38,913","0","",
"3004","豐達科","24","31","0","4,072","4,065","13,161","0","0","0","0","0","13,161","0","",
"3005","神基","163","40","3","5,391","5,511","145,779","3","3","0","44","44","145,779","0","",
"3006","晶豪科","273","273","1","21,708","21,707","71,439","6","1","0","518","513","71,439","3","",
"3008","大立光","65","176","0","948","837","33,535","4","21","0","102","119","33,535","1","",
"3010","華立","5","3","0","1,694","1,696","57,847","0","0","0","1","1","57,847","0","",
"3011","今皓","283","456","0","6,668","6,495","28,179","8","5","0","17","14","28,179","0","",
"3013","晟銘電","122","76","0","11,952","11,998","42,483","1","12","0","18","29","42,483","0","",
"3014","聯陽","4","42","0","3,266","3,228","40,330","0","0","0","5","5","40,330","0","",
"3015","全漢","28","45","0","3,355","3,338","48,065","0","0","0","0","0","48,065","0","",
"3016","嘉晶","336","475","17","11,591","11,435","65,458","73","138","0","627","692","65,458","24","",
"3017","奇鋐","44","122","0","18,178","18,100","88,327","11","0","0","18","7","88,327","0","",
"3018","同開","148","16","0","12,174","12,306","14,872","31","34","0","433","436","14,872","0","@",
"3019","亞光","491","468","2","24,669","24,690","70,270","231","435","1","2,651","2,854","70,270","25","",
